seed,task_id,task_type,policy,starts_in_model,success,task_steps,capped_steps,exploration_steps,replans,failure_reason,final_memory,final_memory_accepting,exploration_decisions,virtual_field_decisions,task_signal_available_decisions,field_changed_decisions,has_changed_decision,generic_counterfactual_action_switches,virtual_nodes_total,virtual_nodes_max,real_product_nodes_max,field_solve_seconds,max_field_residual,constant_source_roundoff_corrections,wall_seconds,cpu_seconds,sampled_peak_rss_bytes,process_peak_rss_bytes_so_far,states_known_at_end,virtual_nodes_mean
2202,9,branch,structural,False,True,966,966,966,966,success,3,True,966,0,0,0,False,0,0,0,0,0,0,0,0.7801512849999881,0.7800913280000046,67723264,67457024,105,0.0
2202,9,branch,frontier_t0,False,True,224,224,224,224,success,3,True,224,0,0,0,False,0,0,0,0,0,0,0,0.2558645320000039,0.255812241000001,67723264,67457024,104,0.0
2202,9,branch,virtual_frontier,False,True,289,289,289,289,success,3,True,289,289,0,0,False,223,19611,86,111,0.12462289699985263,6.661338147750939e-16,0,0.7502946739999743,0.7502038150000061,67723264,67457024,112,67.85813148788927
2202,9,branch,task_virtual_frontier,False,True,289,289,289,289,success,3,True,289,289,0,0,False,223,19611,86,111,0.12318304700013982,6.661338147750939e-16,0,0.745851684999991,0.7457988069999999,67723264,67457024,112,67.85813148788927
2202,10,branch,structural,False,True,10,10,1,10,success,3,True,1,0,0,0,False,0,0,0,0,0,0,0,0.026015935000003765,0.02601209099999835,67723264,67457024,84,0.0
2202,10,branch,frontier_t0,False,True,10,10,1,10,success,3,True,1,0,0,0,False,0,0,0,0,0,0,0,0.02586430099998438,0.02586028800000406,67723264,67457024,84,0.0
2202,10,branch,virtual_frontier,False,True,10,10,1,10,success,3,True,1,1,0,0,False,0,5,5,1,0.00025554800001259537,1.1102230246251565e-16,0,0.02628334499999596,0.02628043099999644,67723264,67457024,84,5.0
2202,10,branch,task_virtual_frontier,False,True,10,10,1,10,success,3,True,1,1,0,0,False,0,5,5,1,0.00025821299999506664,1.1102230246251565e-16,0,0.026221458999998504,0.026218716999999003,67723264,67457024,84,5.0
2202,11,branch,structural,False,True,9,9,1,9,success,3,True,1,0,0,0,False,0,0,0,0,0,0,0,0.023443021000019826,0.023439080999999362,67723264,67457024,84,0.0
2202,11,branch,frontier_t0,False,True,9,9,1,9,success,3,True,1,0,0,0,False,0,0,0,0,0,0,0,0.023538299000023244,0.02353537000000472,67723264,67457024,84,0.0
2202,11,branch,virtual_frontier,False,True,9,9,1,9,success,3,True,1,1,0,0,False,0,5,5,1,0.000276797999987366,1.1102230246251565e-16,0,0.023987540000007357,0.0239847689999948,67723264,67457024,84,5.0
2202,11,branch,task_virtual_frontier,False,True,9,9,1,9,success,3,True,1,1,0,0,False,0,5,5,1,0.0002580230000148731,1.1102230246251565e-16,0,0.024100822000008293,0.024089334000002793,67723264,67457024,84,5.0
2303,0,sequence,structural,True,True,12,12,0,12,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03933252499999185,0.03931214499999669,67723264,67457024,93,0.0
2303,0,sequence,frontier_t0,True,True,12,12,0,12,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03927715999998327,0.03927429499999846,67723264,67457024,93,0.0
2303,0,sequence,virtual_frontier,True,True,12,12,0,12,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03902034999998705,0.03901737500000024,67723264,67457024,93,0.0
2303,0,sequence,task_virtual_frontier,True,True,12,12,0,12,success,3,True,0,0,0,0,False,0,0,0,0,0,0,0,0.03913241899999775,0.039129303999999365,67723264,67457024,93,0.0
2303,1,all_of,structural,True,True,15,15,0,15,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.09044787899998141,0.09044456300000547,67723264,67457024,93,0.0
2303,1,all_of,frontier_t0,True,True,15,15,0,15,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.09010695099999566,0.09010310600000082,67719168,67457024,93,0.0
2303,1,all_of,virtual_frontier,True,True,15,15,0,15,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.09059405200000015,0.09059005600000347,67719168,67457024,93,0.0
2303,1,all_of,task_virtual_frontier,True,True,15,15,0,15,success,7,True,0,0,0,0,False,0,0,0,0,0,0,0,0.09057770100000084,0.09056338599999947,67719168,67457024,93,0.0
