capped_steps,cpu_seconds,exploration_policy_cpu_seconds,exploration_steps,failure_reason,final_memory_accepting,policy,process_peak_rss_bytes_so_far,repeat,replans,rng_seed,sampled_peak_rss_bytes,seed,states_at_end,success,task_id,task_steps,task_type,wall_seconds
15,0.02525058400000013,0.0,0,success,True,doob_task,65060864,6,15,76030606,65351680,73000003,78,True,6,15,sequence,0.025252809000001264
15,0.024985606000000438,0.0,0,success,True,doob_task,65060864,7,15,76030607,65351680,73000003,78,True,6,15,sequence,0.02498793800000243
15,0.02471261600000041,0.0,0,success,True,doob_task,65060864,8,15,76030608,65351680,73000003,78,True,6,15,sequence,0.024714783999996826
15,0.024335559999999923,0.0,0,success,True,doob_task,65060864,9,15,76030609,65351680,73000003,78,True,6,15,sequence,0.02433779399999736
15,0.024693693999999766,0.0,0,success,True,deadline_generic,65060864,0,15,76030600,65351680,73000003,78,True,6,15,sequence,0.024719571999995082
15,0.02440674700000045,0.0,0,success,True,deadline_task,65060864,0,15,76030600,65351680,73000003,78,True,6,15,sequence,0.02440898100000055
11,0.0331398639999998,0.0,0,success,True,fixed_generic,65060864,0,11,76030700,65363968,73000003,78,True,7,11,all_of,0.0331421190000043
11,0.032908094999999804,0.0,0,success,True,fixed_task,65060864,0,11,76030700,65363968,73000003,78,True,7,11,all_of,0.032910227000002124
11,0.033044219999999846,0.0,0,success,True,doob_generic,65060864,0,11,76030700,65363968,73000003,78,True,7,11,all_of,0.033046554000002004
11,0.03316918799999957,0.0,0,success,True,doob_generic,65060864,1,11,76030701,65363968,73000003,78,True,7,11,all_of,0.033171432999999695
11,0.03298940699999964,0.0,0,success,True,doob_generic,65060864,2,11,76030702,65363968,73000003,78,True,7,11,all_of,0.03299161099999992
11,0.03295496600000014,0.0,0,success,True,doob_generic,65060864,3,11,76030703,65363968,73000003,78,True,7,11,all_of,0.033027295000003676
11,0.03284079400000017,0.0,0,success,True,doob_generic,65060864,4,11,76030704,65363968,73000003,78,True,7,11,all_of,0.03284297600000485
11,0.03297380400000005,0.0,0,success,True,doob_generic,65060864,5,11,76030705,65363968,73000003,78,True,7,11,all_of,0.03297606699999989
11,0.03318974799999985,0.0,0,success,True,doob_generic,65060864,6,11,76030706,65363968,73000003,78,True,7,11,all_of,0.03322099799999734
11,0.03298285799999956,0.0,0,success,True,doob_generic,65060864,7,11,76030707,65363968,73000003,78,True,7,11,all_of,0.03298504099999633
11,0.033368467000000734,0.0,0,success,True,doob_generic,65060864,8,11,76030708,65363968,73000003,78,True,7,11,all_of,0.03337083499999949
11,0.03304581200000012,0.0,0,success,True,doob_generic,65060864,9,11,76030709,65363968,73000003,78,True,7,11,all_of,0.033048026000003006
11,0.03300400999999997,0.0,0,success,True,doob_task,65060864,0,11,76030700,65363968,73000003,78,True,7,11,all_of,0.03300621300000017
11,0.03297581699999963,0.0,0,success,True,doob_task,65060864,1,11,76030701,65363968,73000003,78,True,7,11,all_of,0.032977930999997795
11,0.03288313799999987,0.0,0,success,True,doob_task,65060864,2,11,76030702,65363968,73000003,78,True,7,11,all_of,0.03288537000000247
11,0.033153914999999756,0.0,0,success,True,doob_task,65060864,3,11,76030703,65363968,73000003,78,True,7,11,all_of,0.03315623999999673
11,0.03302557199999967,0.0,0,success,True,doob_task,65060864,4,11,76030704,65363968,73000003,78,True,7,11,all_of,0.033027935999996316
11,0.03285871100000026,0.0,0,success,True,doob_task,65060864,5,11,76030705,65363968,73000003,78,True,7,11,all_of,0.0328609839999956
11,0.03277859100000047,0.0,0,success,True,doob_task,65060864,6,11,76030706,65363968,73000003,78,True,7,11,all_of,0.0327807720000024
11,0.033031460000000124,0.0,0,success,True,doob_task,65060864,7,11,76030707,65363968,73000003,78,True,7,11,all_of,0.033033754999998166
11,0.03312063399999943,0.0,0,success,True,doob_task,65060864,8,11,76030708,65380352,73000003,78,True,7,11,all_of,0.033130591999999126
11,0.03289116000000014,0.0,0,success,True,doob_task,65060864,9,11,76030709,65380352,73000003,78,True,7,11,all_of,0.032893411999999955
11,0.03855978300000018,0.0,0,success,True,deadline_generic,65060864,0,11,76030700,65380352,73000003,78,True,7,11,all_of,0.038571386000000984
11,0.03279041900000035,0.0,0,success,True,deadline_task,65060864,0,11,76030700,65380352,73000003,78,True,7,11,all_of,0.0328098259999976
8,0.011171499000000473,0.0,0,success,True,fixed_generic,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.01117358100000132
8,0.011184729000000004,0.0,0,success,True,fixed_task,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.011186630000004527
8,0.011193590999999614,0.0,0,success,True,doob_generic,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.011195654000005106
8,0.011159340999999934,0.0,0,success,True,doob_generic,65060864,1,8,76030801,65380352,73000003,78,True,8,8,condition_then,0.011161311999998702
8,0.011164858999999971,0.0,0,success,True,doob_generic,65060864,2,8,76030802,65380352,73000003,78,True,8,8,condition_then,0.011166880000004653
8,0.011148893999999743,0.0,0,success,True,doob_generic,65060864,3,8,76030803,65380352,73000003,78,True,8,8,condition_then,0.011150856000000431
8,0.01117409200000008,0.0,0,success,True,doob_generic,65060864,4,8,76030804,65380352,73000003,78,True,8,8,condition_then,0.011175934000000609
8,0.011219370999999256,0.0,0,success,True,doob_generic,65060864,5,8,76030805,65380352,73000003,78,True,8,8,condition_then,0.011221353000003376
8,0.011116365999999545,0.0,0,success,True,doob_generic,65060864,6,8,76030806,65380352,73000003,78,True,8,8,condition_then,0.011118357000000856
8,0.011165961000000557,0.0,0,success,True,doob_generic,65060864,7,8,76030807,65380352,73000003,78,True,8,8,condition_then,0.01116791199999767
8,0.011143858000000506,0.0,0,success,True,doob_generic,65060864,8,8,76030808,65380352,73000003,78,True,8,8,condition_then,0.011145808999998508
8,0.011182043999999891,0.0,0,success,True,doob_generic,65060864,9,8,76030809,65380352,73000003,78,True,8,8,condition_then,0.011183926000001065
8,0.011132840999999338,0.0,0,success,True,doob_task,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.011134810999998024
8,0.011233842000000216,0.0,0,success,True,doob_task,65060864,1,8,76030801,65380352,73000003,78,True,8,8,condition_then,0.011235684999995499
8,0.011136867000000272,0.0,0,success,True,doob_task,65060864,2,8,76030802,65380352,73000003,78,True,8,8,condition_then,0.011138817999999162
8,0.01110490800000008,0.0,0,success,True,doob_task,65060864,3,8,76030803,65380352,73000003,78,True,8,8,condition_then,0.011106940000004784
8,0.01118603000000018,0.0,0,success,True,doob_task,65060864,4,8,76030804,65380352,73000003,78,True,8,8,condition_then,0.011188093000001231
8,0.011230518000000522,0.0,0,success,True,doob_task,65060864,5,8,76030805,65380352,73000003,78,True,8,8,condition_then,0.011232452999998088
8,0.01124454800000052,0.0,0,success,True,doob_task,65060864,6,8,76030806,65380352,73000003,78,True,8,8,condition_then,0.011246608000000435
8,0.011255875000000692,0.0,0,success,True,doob_task,65060864,7,8,76030807,65380352,73000003,78,True,8,8,condition_then,0.011257704999998452
8,0.011258579000000601,0.0,0,success,True,doob_task,65060864,8,8,76030808,65380352,73000003,78,True,8,8,condition_then,0.011260338999996122
8,0.011201163999999153,0.0,0,success,True,doob_task,65060864,9,8,76030809,65380352,73000003,78,True,8,8,condition_then,0.011203192000003526
8,0.011263105999999468,0.0,0,success,True,deadline_generic,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.011265045999998335
8,0.01136597100000003,0.0,0,success,True,deadline_task,65060864,0,8,76030800,65380352,73000003,78,True,8,8,condition_then,0.011367970999998533
8,0.01589061600000008,0.0,0,success,True,fixed_generic,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.015892687000004457
8,0.015759799000000463,0.0,0,success,True,fixed_task,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.01582602599999916
8,0.015546589999999583,0.0,0,success,True,doob_generic,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.015548626000004617
8,0.015494020999999414,0.0,0,success,True,doob_generic,65060864,1,8,76030901,65404928,73000003,78,True,9,8,branch,0.015496048000002816
8,0.01541902900000025,0.0,0,success,True,doob_generic,65060864,2,8,76030902,65404928,73000003,78,True,9,8,branch,0.015421103999997854
8,0.01555820800000074,0.0,0,success,True,doob_generic,65060864,3,8,76030903,65404928,73000003,78,True,9,8,branch,0.015611481999997068
8,0.015554972999999528,0.0,0,success,True,doob_generic,65060864,4,8,76030904,65404928,73000003,78,True,9,8,branch,0.015557008999998345
8,0.01619052700000001,0.0,0,success,True,doob_generic,65060864,5,8,76030905,65404928,73000003,78,True,9,8,branch,0.016192629000002512
8,0.015747871999999496,0.0,0,success,True,doob_generic,65060864,6,8,76030906,65404928,73000003,78,True,9,8,branch,0.015757622000002414
8,0.016298728999999845,0.0,0,success,True,doob_generic,65060864,7,8,76030907,65404928,73000003,78,True,9,8,branch,0.01630084300000334
8,0.015541392000000265,0.0,0,success,True,doob_generic,65060864,8,8,76030908,65404928,73000003,78,True,9,8,branch,0.015543398999994906
8,0.016002705000000006,0.0,0,success,True,doob_generic,65060864,9,8,76030909,65404928,73000003,78,True,9,8,branch,0.016004774999998972
8,0.015828653999999887,0.0,0,success,True,doob_task,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.01583071299999972
8,0.015559138999999611,0.0,0,success,True,doob_task,65060864,1,8,76030901,65404928,73000003,78,True,9,8,branch,0.015561245999997197
8,0.015490555000000406,0.0,0,success,True,doob_task,65060864,2,8,76030902,65404928,73000003,78,True,9,8,branch,0.015492592000001082
8,0.015484776999999283,0.0,0,success,True,doob_task,65060864,3,8,76030903,65404928,73000003,78,True,9,8,branch,0.015486822999996264
8,0.015703005000000658,0.0,0,success,True,doob_task,65060864,4,8,76030904,65404928,73000003,78,True,9,8,branch,0.015705003000000772
8,0.015501992999999992,0.0,0,success,True,doob_task,65060864,5,8,76030905,65404928,73000003,78,True,9,8,branch,0.01550400900000426
8,0.015645078000000368,0.0,0,success,True,doob_task,65060864,6,8,76030906,65404928,73000003,78,True,9,8,branch,0.015646906000000627
8,0.015579930000000353,0.0,0,success,True,doob_task,65060864,7,8,76030907,65404928,73000003,78,True,9,8,branch,0.015581795999999315
8,0.015574882000000123,0.0,0,success,True,doob_task,65060864,8,8,76030908,65404928,73000003,78,True,9,8,branch,0.015576850000002196
8,0.015616924999999782,0.0,0,success,True,doob_task,65060864,9,8,76030909,65404928,73000003,78,True,9,8,branch,0.015618932000002417
8,0.015857646999999808,0.0,0,success,True,deadline_generic,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.015859726000002183
8,0.015773300000000212,0.0,0,success,True,deadline_task,65060864,0,8,76030900,65404928,73000003,78,True,9,8,branch,0.015775179000002026
9,0.017814956999999687,0.0,0,success,True,fixed_generic,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.017816893000002665
9,0.023144621000000143,0.0,0,success,True,fixed_task,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.023146552999996572
9,0.017805251999999605,0.0,0,success,True,doob_generic,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.0178072880000002
9,0.01786440100000064,0.0,0,success,True,doob_generic,65060864,1,9,76031001,65404928,73000003,78,True,10,9,branch,0.0178663169999993
9,0.017911701999999252,0.0,0,success,True,doob_generic,65060864,2,9,76031002,65404928,73000003,78,True,10,9,branch,0.017913829999997688
9,0.01813513700000069,0.0,0,success,True,doob_generic,65060864,3,9,76031003,65404928,73000003,78,True,10,9,branch,0.018137296999995556
9,0.01819407599999945,0.0,0,success,True,doob_generic,65060864,4,9,76031004,65404928,73000003,78,True,10,9,branch,0.018196156000001906
9,0.01778709600000017,0.0,0,success,True,doob_generic,65060864,5,9,76031005,65404928,73000003,78,True,10,9,branch,0.017798284999997804
9,0.017614574999999633,0.0,0,success,True,doob_generic,65060864,6,9,76031006,65404928,73000003,78,True,10,9,branch,0.017616529999997965
9,0.01776083599999989,0.0,0,success,True,doob_generic,65060864,7,9,76031007,65404928,73000003,78,True,10,9,branch,0.017762791000002665
9,0.017598371000000057,0.0,0,success,True,doob_generic,65060864,8,9,76031008,65404928,73000003,78,True,10,9,branch,0.01760036599999637
9,0.01768111600000033,0.0,0,success,True,doob_generic,65060864,9,9,76031009,65404928,73000003,78,True,10,9,branch,0.017682901000000584
9,0.017667115000000067,0.0,0,success,True,doob_task,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.017669109999999932
9,0.017643969999999953,0.0,0,success,True,doob_task,65060864,1,9,76031001,65404928,73000003,78,True,10,9,branch,0.017645975000000647
9,0.01776373899999939,0.0,0,success,True,doob_task,65060864,2,9,76031002,65404928,73000003,78,True,10,9,branch,0.017765705999998715
9,0.017661385999999446,0.0,0,success,True,doob_task,65060864,3,9,76031003,65404928,73000003,78,True,10,9,branch,0.01766347100000587
9,0.017726813999999536,0.0,0,success,True,doob_task,65060864,4,9,76031004,65404928,73000003,78,True,10,9,branch,0.01772953100000052
9,0.017701065999999877,0.0,0,success,True,doob_task,65060864,5,9,76031005,65404928,73000003,78,True,10,9,branch,0.017703050999998027
9,0.017823178999999634,0.0,0,success,True,doob_task,65060864,6,9,76031006,65404928,73000003,78,True,10,9,branch,0.017825164999997867
9,0.017745793000000454,0.0,0,success,True,doob_task,65060864,7,9,76031007,65404928,73000003,78,True,10,9,branch,0.01774781800000369
9,0.017672182000000092,0.0,0,success,True,doob_task,65060864,8,9,76031008,65404928,73000003,78,True,10,9,branch,0.01767417700000351
9,0.017731481000000215,0.0,0,success,True,doob_task,65060864,9,9,76031009,65404928,73000003,78,True,10,9,branch,0.017733567000000505
9,0.017888547000000088,0.0,0,success,True,deadline_generic,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.01789066499999592
9,0.017715798000000227,0.0,0,success,True,deadline_task,65060864,0,9,76031000,65404928,73000003,78,True,10,9,branch,0.017717862999994338
9,0.018770261000000232,0.0,0,success,True,fixed_generic,65060864,0,9,76031100,65404928,73000003,78,True,11,9,branch,0.018772176000005913
9,0.01893070300000055,0.0,0,success,True,fixed_task,65060864,0,9,76031100,65404928,73000003,78,True,11,9,branch,0.018932648000003383
9,0.019187237999999773,0.0,0,success,True,doob_generic,65060864,0,9,76031100,65404928,73000003,78,True,11,9,branch,0.0191892559999971
9,0.019252064999999874,0.0,0,success,True,doob_generic,65060864,1,9,76031101,65404928,73000003,78,True,11,9,branch,0.019254174000003843
9,0.018894858999999542,0.0,0,success,True,doob_generic,65060864,2,9,76031102,65404928,73000003,78,True,11,9,branch,0.018906518999997957
9,0.018791062000000025,0.0,0,success,True,doob_generic,65060864,3,9,76031103,65404928,73000003,78,True,11,9,branch,0.01879293700000062
9,0.02368945999999994,0.0,0,success,True,doob_generic,65060864,4,9,76031104,65404928,73000003,78,True,11,9,branch,0.023691507000002332
9,0.019211473999999562,0.0,0,success,True,doob_generic,65060864,5,9,76031105,65404928,73000003,78,True,11,9,branch,0.019213622000002317
9,0.019367358000000223,0.0,0,success,True,doob_generic,65060864,6,9,76031106,65404928,73000003,78,True,11,9,branch,0.0193691979999997
9,0.019306906999999818,0.0,0,success,True,doob_generic,65060864,7,9,76031107,65404928,73000003,78,True,11,9,branch,0.019308987000002276
9,0.019123963000000188,0.0,0,success,True,doob_generic,65060864,8,9,76031108,65404928,73000003,78,True,11,9,branch,0.019126802000002385
9,0.019355270000000147,0.0,0,success,True,doob_generic,65060864,9,9,76031109,65404928,73000003,78,True,11,9,branch,0.019357339000002582
9,0.019424714000000343,0.0,0,success,True,doob_task,65060864,0,9,76031100,65404928,73000003,78,True,11,9,branch,0.019454877000001147
9,0.01908654600000048,0.0,0,success,True,doob_task,65060864,1,9,76031101,65409024,73000003,78,True,11,9,branch,0.019088664000001643
9,0.018906896999999923,0.0,0,success,True,doob_task,65060864,2,9,76031102,65409024,73000003,78,True,11,9,branch,0.01890880199999856
9,0.01917963599999961,0.0,0,success,True,doob_task,65060864,3,9,76031103,65409024,73000003,78,True,11,9,branch,0.019181654999997022
9,0.019678916000000157,0.0,0,success,True,doob_task,65060864,4,9,76031104,65413120,73000003,78,True,11,9,branch,0.019680989000001148
9,0.019776423000000598,0.0,0,success,True,doob_task,65060864,5,9,76031105,65413120,73000003,78,True,11,9,branch,0.019778485999999873
9,0.01939291700000023,0.0,0,success,True,doob_task,65060864,6,9,76031106,65417216,73000003,78,True,11,9,branch,0.019395056000000466
9,0.01952371399999997,0.0,0,success,True,doob_task,65060864,7,9,76031107,65417216,73000003,78,True,11,9,branch,0.019525623999996355
9,0.01928602600000051,0.0,0,success,True,doob_task,65060864,8,9,76031108,65417216,73000003,78,True,11,9,branch,0.019288074999998628
9,0.019240307000000456,0.0,0,success,True,doob_task,65060864,9,9,76031109,65421312,73000003,78,True,11,9,branch,0.019242376000001116
9,0.019249692000000707,0.0,0,success,True,deadline_generic,65060864,0,9,76031100,65421312,73000003,78,True,11,9,branch,0.019251700999994625
9,0.019069801999999747,0.0,0,success,True,deadline_task,65060864,0,9,76031100,65425408,73000003,78,True,11,9,branch,0.019071799000002443
105,0.174478727,0.09919785999999986,105,success,True,fixed_generic,64294912,0,105,76040000,64598016,73000004,161,True,0,105,sequence,0.1744997139999782
105,0.17353789699999994,0.09889733400000028,105,success,True,fixed_task,64294912,0,105,76040000,64675840,73000004,161,True,0,105,sequence,0.17356253799999877
488,0.8334959230000001,0.5219231799999988,482,success,True,doob_generic,64950272,0,488,76040000,65269760,73000004,163,True,0,488,sequence,0.8335818980000056
255,0.43588204099999994,0.27533840200000204,249,success,True,doob_generic,64950272,1,255,76040001,65298432,73000004,160,True,0,255,sequence,0.4359232689999999
563,0.9885127369999998,0.6184070240000012,557,success,True,doob_generic,65081344,2,563,76040002,65421312,73000004,161,True,0,563,sequence,0.9886089430000027
356,0.6156889649999999,0.3497820020000044,338,success,True,doob_generic,65212416,3,356,76040003,65462272,73000004,164,True,0,356,sequence,0.6157681520000153
172,0.29014636399999993,0.17788620299999858,167,success,True,doob_generic,65212416,4,172,76040004,65462272,73000004,157,True,0,172,sequence,0.29015115699999683
332,0.5036139560000001,0.31947194700000425,332,success,True,doob_generic,65212416,5,332,76040005,65462272,73000004,161,True,0,332,sequence,0.5036738270000001
515,0.8864008029999999,0.5356863520000061,501,success,True,doob_generic,65212416,6,515,76040006,65585152,73000004,165,True,0,515,sequence,0.8864790889999767
170,0.24695706000000062,0.15715038100001077,170,success,True,doob_generic,65212416,7,170,76040007,65585152,73000004,158,True,0,170,sequence,0.2469919610000204
324,0.5801776790000002,0.3488314189999926,311,success,True,doob_generic,65212416,8,324,76040008,65589248,73000004,163,True,0,324,sequence,0.5802252470000155
441,0.7338235819999994,0.46240373699999626,439,success,True,doob_generic,65212416,9,441,76040009,65589248,73000004,164,True,0,441,sequence,0.7338991800000088
488,0.8024801349999997,0.5030955249999982,482,success,True,doob_task,65212416,0,488,76040000,65589248,73000004,163,True,0,488,sequence,0.8025429779999911
255,0.39618644699999983,0.24784351899999812,249,success,True,doob_task,65212416,1,255,76040001,65589248,73000004,160,True,0,255,sequence,0.39621417600000086
563,0.975891786,0.6088815890000134,557,success,True,doob_task,65212416,2,563,76040002,65589248,73000004,161,True,0,563,sequence,0.9759808999999962
356,0.6047110230000001,0.3472804899999957,338,success,True,doob_task,65212416,3,356,76040003,65589248,73000004,164,True,0,356,sequence,0.6048081379999815
172,0.28600196300000036,0.17576225300000203,167,success,True,doob_task,65212416,4,172,76040004,65589248,73000004,157,True,0,172,sequence,0.286007173999991
332,0.5047851030000015,0.3204003190000133,332,success,True,doob_task,65212416,5,332,76040005,65589248,73000004,161,True,0,332,sequence,0.504832958999998
515,0.8654705849999988,0.5199791189999878,501,success,True,doob_task,65212416,6,515,76040006,65589248,73000004,165,True,0,515,sequence,0.8655703200000175
170,0.2517090720000006,0.16011842099999996,170,success,True,doob_task,65212416,7,170,76040007,65589248,73000004,158,True,0,170,sequence,0.2517396819999931
324,0.5828531720000001,0.3574418740000258,311,success,True,doob_task,65212416,8,324,76040008,65589248,73000004,163,True,0,324,sequence,0.5828817889999982
441,0.7325985639999999,0.4617359239999921,439,success,True,doob_task,65212416,9,441,76040009,65589248,73000004,164,True,0,441,sequence,0.7327346829999897
170,0.2949489639999996,0.1729624270000052,170,success,True,deadline_generic,65343488,0,170,76040000,65601536,73000004,162,True,0,170,sequence,0.29495332300001564
170,0.2973961559999996,0.17425833099998833,170,success,True,deadline_task,65343488,0,170,76040000,65601536,73000004,162,True,0,170,sequence,0.29742449800002646
102,0.17981026100000008,0.1014997820000012,102,success,True,fixed_generic,65343488,0,102,76040100,65601536,73000004,160,True,1,102,all_of,0.1798444810000035
102,0.17785169300000092,0.1002774850000101,102,success,True,fixed_task,65343488,0,102,76040100,65601536,73000004,160,True,1,102,all_of,0.17785478400000443
247,0.4050090019999999,0.2647060849999985,247,success,True,doob_generic,65343488,0,247,76040100,65601536,73000004,159,True,1,247,all_of,0.4050455740000132
401,0.7242963410000005,0.45853247799998087,401,success,True,doob_generic,65343488,1,401,76040101,65601536,73000004,161,True,1,401,all_of,0.7244062350000036
739,1.3960460120000011,0.888005221000018,739,success,True,doob_generic,65343488,2,739,76040102,65687552,73000004,165,True,1,739,all_of,1.3961652700000116
155,0.25858357199999915,0.16104568200000102,155,success,True,doob_generic,65343488,3,155,76040103,65691648,73000004,159,True,1,155,all_of,0.2586196599999937
566,1.0154465220000013,0.6359158799999847,566,success,True,doob_generic,65343488,4,566,76040104,65699840,73000004,166,True,1,566,all_of,1.015553165
388,0.6756226529999978,0.41512387699997433,388,success,True,doob_generic,65343488,5,388,76040105,65699840,73000004,162,True,1,388,all_of,0.6756603519999942
264,0.4634328889999999,0.29354032599999513,264,success,True,doob_generic,65343488,6,264,76040106,65699840,73000004,159,True,1,264,all_of,0.46350849200001676
268,0.4939323480000013,0.30431755400002203,268,success,True,doob_generic,65343488,7,268,76040107,65699840,73000004,159,True,1,268,all_of,0.49395721400000525
139,0.24744163500000127,0.1559493790000097,139,success,True,doob_generic,65343488,8,139,76040108,65699840,73000004,156,True,1,139,all_of,0.2474787870000057
440,0.8021662739999975,0.49119391900005027,440,success,True,doob_generic,65343488,9,440,76040109,65699840,73000004,164,True,1,440,all_of,0.8022161469999958
247,0.4093937749999981,0.2677569039999952,247,success,True,doob_task,65343488,0,247,76040100,65699840,73000004,159,True,1,247,all_of,0.4094964159999961
401,0.7355764530000002,0.4701178399999506,401,success,True,doob_task,65343488,1,401,76040101,65699840,73000004,161,True,1,401,all_of,0.7356288740000139
739,1.4893279590000006,0.9467896369999274,739,success,True,doob_task,65343488,2,739,76040102,65716224,73000004,165,True,1,739,all_of,1.4895399469999973
155,0.29506811299999924,0.1862271970000151,155,success,True,doob_task,65343488,3,155,76040103,65716224,73000004,159,True,1,155,all_of,0.29507471000002283
566,1.0784385709999995,0.6738117840000228,566,success,True,doob_task,65343488,4,566,76040104,65716224,73000004,166,True,1,566,all_of,1.0785551719999944
388,0.7190265010000019,0.44126463499998536,388,success,True,doob_task,65343488,5,388,76040105,65716224,73000004,162,True,1,388,all_of,0.719160985000002
264,0.5013986560000028,0.3171183140000089,264,success,True,doob_task,65343488,6,264,76040106,65716224,73000004,159,True,1,264,all_of,0.5014838769999983
268,0.5157389929999994,0.3219132659999886,268,success,True,doob_task,65343488,7,268,76040107,65716224,73000004,159,True,1,268,all_of,0.515755055999989
139,0.25994064100000003,0.1633225520000181,139,success,True,doob_task,65343488,8,139,76040108,65716224,73000004,156,True,1,139,all_of,0.25999154800001634
440,0.8492642480000008,0.5196064089999908,440,success,True,doob_task,65343488,9,440,76040109,65716224,73000004,164,True,1,440,all_of,0.8494602269999803
159,0.3362650949999981,0.18907089000001065,159,success,True,deadline_generic,65343488,0,159,76040100,65716224,73000004,159,True,1,159,all_of,0.33633140899999603
159,0.3271026819999996,0.18914300999999867,159,success,True,deadline_task,65343488,0,159,76040100,65716224,73000004,159,True,1,159,all_of,0.32712340899999504
39,0.062447103000000226,0.029852706999999867,34,success,True,fixed_generic,65343488,0,39,76040200,65716224,73000004,151,True,2,39,condition_then,0.062452839000002314
39,0.061827773000000974,0.029840979000006485,34,success,True,fixed_task,65343488,0,39,76040200,65716224,73000004,151,True,2,39,condition_then,0.06183344299998339
40,0.05948650800000266,0.029396869999992248,33,success,True,doob_generic,65343488,0,40,76040200,65716224,73000004,149,True,2,40,condition_then,0.05949197300000719
134,0.2342901150000003,0.13682600799998212,124,success,True,doob_generic,65343488,1,134,76040201,65716224,73000004,150,True,2,134,condition_then,0.23433969900000307
45,0.07386473200000054,0.03713270200000096,38,success,True,doob_generic,65343488,2,45,76040202,65716224,73000004,148,True,2,45,condition_then,0.07386952699999938
143,0.25801230899999794,0.1556438640000124,136,success,True,doob_generic,65343488,3,143,76040203,65716224,73000004,149,True,2,143,condition_then,0.258081930000003
70,0.1289508149999996,0.07223887800000384,63,success,True,doob_generic,65343488,4,70,76040204,65716224,73000004,148,True,2,70,condition_then,0.12896705800000063
54,0.10113651200000007,0.05466159799999204,48,success,True,doob_generic,65343488,5,54,76040205,65716224,73000004,148,True,2,54,condition_then,0.10114178499998161
143,0.24586313799999715,0.14613336599999371,132,success,True,doob_generic,65343488,6,143,76040206,65716224,73000004,148,True,2,143,condition_then,0.2458707199999992
68,0.11771300700000253,0.06360908699999257,61,success,True,doob_generic,65343488,7,68,76040207,65716224,73000004,149,True,2,68,condition_then,0.11775584099999037
162,0.2788262909999979,0.17129849100000527,154,success,True,doob_generic,65343488,8,162,76040208,65716224,73000004,151,True,2,162,condition_then,0.27887413100000913
93,0.18281633599999836,0.09934993600001008,86,success,True,doob_generic,65343488,9,93,76040209,65716224,73000004,149,True,2,93,condition_then,0.18284369299999526
40,0.058840359000001285,0.029518140000000415,33,success,True,doob_task,65343488,0,40,76040200,65716224,73000004,149,True,2,40,condition_then,0.05884575599998243
134,0.23385383000000104,0.1367365310000359,124,success,True,doob_task,65343488,1,134,76040201,65716224,73000004,150,True,2,134,condition_then,0.2338609159999976
45,0.07403869399999863,0.03681568900000087,38,success,True,doob_task,65343488,2,45,76040202,65716224,73000004,148,True,2,45,condition_then,0.07404432199999178
143,0.2557418180000006,0.15372297100001475,136,success,True,doob_task,65343488,3,143,76040203,65716224,73000004,149,True,2,143,condition_then,0.25578433699999437
70,0.12721177399999917,0.07123495399999058,63,success,True,doob_task,65343488,4,70,76040204,65716224,73000004,148,True,2,70,condition_then,0.12723344700000894
54,0.1007576599999993,0.05394316800000709,48,success,True,doob_task,65343488,5,54,76040205,65716224,73000004,148,True,2,54,condition_then,0.1008240150000006
143,0.2456236729999972,0.14619925499999553,132,success,True,doob_task,65343488,6,143,76040206,65716224,73000004,148,True,2,143,condition_then,0.2456717390000165
68,0.11712762600000204,0.06328551599999344,61,success,True,doob_task,65343488,7,68,76040207,65716224,73000004,149,True,2,68,condition_then,0.1171337499999936
162,0.26793019399999807,0.16439765100001935,154,success,True,doob_task,65343488,8,162,76040208,65716224,73000004,151,True,2,162,condition_then,0.2679492160000052
93,0.1685768490000008,0.10330065900001983,86,success,True,doob_task,65343488,9,93,76040209,65716224,73000004,149,True,2,93,condition_then,0.16862713200001167
61,0.10649448299999875,0.057053815999989155,56,success,True,deadline_generic,65343488,0,61,76040200,65716224,73000004,151,True,2,61,condition_then,0.10651855300000079
61,0.10383520299999915,0.05572031099998043,56,success,True,deadline_task,65343488,0,61,76040200,65716224,73000004,151,True,2,61,condition_then,0.10385888299998669
18,0.04675773100000313,0.0,0,success,True,fixed_generic,65605632,0,18,76040300,65880064,73000004,146,True,3,18,sequence,0.04676322200000982
18,0.04774165699999955,0.0,0,success,True,fixed_task,65605632,0,18,76040300,65880064,73000004,146,True,3,18,sequence,0.047746877999998105
