capped_steps,cpu_seconds,exploration_policy_cpu_seconds,exploration_steps,failure_reason,final_memory_accepting,policy,process_peak_rss_bytes_so_far,repeat,replans,rng_seed,sampled_peak_rss_bytes,seed,states_at_end,success,task_id,task_steps,task_type,wall_seconds
11,0.004459265999999962,0.0,0,success,True,doob_task,64294912,7,11,76020107,64540672,73000002,15,True,1,11,all_of,0.004461907999996129
11,0.004430933000000026,0.0,0,success,True,doob_task,64294912,8,11,76020108,64540672,73000002,15,True,1,11,all_of,0.004433356000006938
11,0.00440736900000005,0.0,0,success,True,doob_task,64294912,9,11,76020109,64544768,73000002,15,True,1,11,all_of,0.004409682000002135
11,0.004383564000000062,0.0,0,success,True,deadline_generic,64294912,0,11,76020100,64544768,73000002,15,True,1,11,all_of,0.004386056999990728
11,0.004437933999999921,0.0,0,success,True,deadline_task,64294912,0,11,76020100,64544768,73000002,15,True,1,11,all_of,0.004440066000000797
6,0.0020463400000000354,0.0,0,success,True,fixed_generic,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.00204854099999352
6,0.0020895750000000657,0.0,0,success,True,fixed_task,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.0020919549999973697
6,0.0020602400000000465,0.0,0,success,True,doob_generic,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.0020625809999899047
6,0.0020724379999998988,0.0,0,success,True,doob_generic,64294912,1,6,76020201,64544768,73000002,15,True,2,6,condition_then,0.002074589000002902
6,0.0021224229999999844,0.0,0,success,True,doob_generic,64294912,2,6,76020202,64544768,73000002,15,True,2,6,condition_then,0.0021247129999864
6,0.00208760100000005,0.0,0,success,True,doob_generic,64294912,3,6,76020203,64544768,73000002,15,True,2,6,condition_then,0.0020897110000106522
6,0.0020643269999999214,0.0,0,success,True,doob_generic,64294912,4,6,76020204,64544768,73000002,15,True,2,6,condition_then,0.002066687999999317
6,0.0020713270000000117,0.0,0,success,True,doob_generic,64294912,5,6,76020205,64544768,73000002,15,True,2,6,condition_then,0.0020733780000057322
6,0.0020756939999999613,0.0,0,success,True,doob_generic,64294912,6,6,76020206,64544768,73000002,15,True,2,6,condition_then,0.0020780450000046358
6,0.0022595370000000337,0.0,0,success,True,doob_generic,64294912,7,6,76020207,64544768,73000002,15,True,2,6,condition_then,0.0022617740000043796
6,0.0022222929999999863,0.0,0,success,True,doob_generic,64294912,8,6,76020208,64544768,73000002,15,True,2,6,condition_then,0.002224500000011176
6,0.0021061189999999064,0.0,0,success,True,doob_generic,64294912,9,6,76020209,64544768,73000002,15,True,2,6,condition_then,0.0021082490000026155
6,0.0025639720000000255,0.0,0,success,True,doob_task,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.0025665919999937614
6,0.0021153429999999362,0.0,0,success,True,doob_task,64294912,1,6,76020201,64544768,73000002,15,True,2,6,condition_then,0.0021181230000024698
6,0.0020655790000000396,0.0,0,success,True,doob_task,64294912,2,6,76020202,64544768,73000002,15,True,2,6,condition_then,0.0020678089999961458
6,0.002068763000000029,0.0,0,success,True,doob_task,64294912,3,6,76020203,64544768,73000002,15,True,2,6,condition_then,0.0020707540000017843
6,0.0020700750000000046,0.0,0,success,True,doob_task,64294912,4,6,76020204,64544768,73000002,15,True,2,6,condition_then,0.0020723460000056093
6,0.002045718999999946,0.0,0,success,True,doob_task,64294912,5,6,76020205,64544768,73000002,15,True,2,6,condition_then,0.002048360000003413
6,0.0020496450000000443,0.0,0,success,True,doob_task,64294912,6,6,76020206,64544768,73000002,15,True,2,6,condition_then,0.0020518160000051466
6,0.0020445470000000077,0.0,0,success,True,doob_task,64294912,7,6,76020207,64544768,73000002,15,True,2,6,condition_then,0.0020469279999986156
6,0.002421168000000029,0.0,0,success,True,doob_task,64294912,8,6,76020208,64544768,73000002,15,True,2,6,condition_then,0.002423340999996526
6,0.002081552000000042,0.0,0,success,True,doob_task,64294912,9,6,76020209,64544768,73000002,15,True,2,6,condition_then,0.002083833000000368
6,0.0020504759999999678,0.0,0,success,True,deadline_generic,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.002052497000008202
6,0.002074612000000031,0.0,0,success,True,deadline_task,64294912,0,6,76020200,64544768,73000002,15,True,2,6,condition_then,0.002076841999993917
12,0.004137826999999983,0.0,0,success,True,fixed_generic,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.004139905000002386
12,0.004601146999999917,0.0,0,success,True,fixed_task,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.004603485999993495
12,0.004164646999999966,0.0,0,success,True,doob_generic,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.0041670650000043
12,0.0041775460000000875,0.0,0,success,True,doob_generic,64294912,1,12,76020301,64544768,73000002,15,True,3,12,sequence,0.004179743000008784
12,0.004184796999999962,0.0,0,success,True,doob_generic,64294912,2,12,76020302,64544768,73000002,15,True,3,12,sequence,0.004186613999991096
12,0.004171236000000023,0.0,0,success,True,doob_generic,64294912,3,12,76020303,64544768,73000002,15,True,3,12,sequence,0.004173573999992186
12,0.004214260999999997,0.0,0,success,True,doob_generic,64294912,4,12,76020304,64544768,73000002,15,True,3,12,sequence,0.004216938999988429
12,0.00413370099999999,0.0,0,success,True,doob_generic,64294912,5,12,76020305,64544768,73000002,15,True,3,12,sequence,0.004136360000003947
12,0.004153720999999999,0.0,0,success,True,doob_generic,64294912,6,12,76020306,64544768,73000002,15,True,3,12,sequence,0.004155988999997362
12,0.004153289999999976,0.0,0,success,True,doob_generic,64294912,7,12,76020307,64544768,73000002,15,True,3,12,sequence,0.004155478000001267
12,0.004246599999999989,0.0,0,success,True,doob_generic,64294912,8,12,76020308,64544768,73000002,15,True,3,12,sequence,0.004257113000008417
12,0.0041955729999999525,0.0,0,success,True,doob_generic,64294912,9,12,76020309,64544768,73000002,15,True,3,12,sequence,0.004197839999989128
12,0.004168371999999976,0.0,0,success,True,doob_task,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.0041707999999971435
12,0.004148502000000054,0.0,0,success,True,doob_task,64294912,1,12,76020301,64544768,73000002,15,True,3,12,sequence,0.004151070999995454
12,0.004149804999999951,0.0,0,success,True,doob_task,64294912,2,12,76020302,64544768,73000002,15,True,3,12,sequence,0.004151871999994228
12,0.0041466099999999395,0.0,0,success,True,doob_task,64294912,3,12,76020303,64544768,73000002,15,True,3,12,sequence,0.0041490990000028205
12,0.004147031000000023,0.0,0,success,True,doob_task,64294912,4,12,76020304,64544768,73000002,15,True,3,12,sequence,0.004149007999998844
12,0.004281481000000031,0.0,0,success,True,doob_task,64294912,5,12,76020305,64544768,73000002,15,True,3,12,sequence,0.004283244999996327
12,0.0042375059999999465,0.0,0,success,True,doob_task,64294912,6,12,76020306,64544768,73000002,15,True,3,12,sequence,0.0042405330000008234
12,0.004120530999999983,0.0,0,success,True,doob_task,64294912,7,12,76020307,64544768,73000002,15,True,3,12,sequence,0.004122800000004645
12,0.0041944110000000645,0.0,0,success,True,doob_task,64294912,8,12,76020308,64544768,73000002,15,True,3,12,sequence,0.004196547999995914
12,0.004187229999999986,0.0,0,success,True,doob_task,64294912,9,12,76020309,64544768,73000002,15,True,3,12,sequence,0.004189838000002055
12,0.004123605999999946,0.0,0,success,True,deadline_generic,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.004125945000012621
12,0.004167951999999975,0.0,0,success,True,deadline_task,64294912,0,12,76020300,64544768,73000002,15,True,3,12,sequence,0.0041701100000040014
11,0.004156034999999947,0.0,0,success,True,fixed_generic,64294912,0,11,76020400,64544768,73000002,15,True,4,11,all_of,0.0041581520000022465
11,0.004139129000000019,0.0,0,success,True,fixed_task,64294912,0,11,76020400,64544768,73000002,15,True,4,11,all_of,0.004150400000000332
11,0.004176043999999934,0.0,0,success,True,doob_generic,64294912,0,11,76020400,64544768,73000002,15,True,4,11,all_of,0.004178500999998391
11,0.004114032000000045,0.0,0,success,True,doob_generic,64294912,1,11,76020401,64544768,73000002,15,True,4,11,all_of,0.004116359999997599
11,0.004118539000000032,0.0,0,success,True,doob_generic,64294912,2,11,76020402,64544768,73000002,15,True,4,11,all_of,0.0041205859999990935
11,0.00411753700000006,0.0,0,success,True,doob_generic,64294912,3,11,76020403,64544768,73000002,15,True,4,11,all_of,0.00411980600000561
11,0.004234210999999988,0.0,0,success,True,doob_generic,64294912,4,11,76020404,64544768,73000002,15,True,4,11,all_of,0.004236406999993392
11,0.004356682999999917,0.0,0,success,True,doob_generic,64294912,5,11,76020405,64544768,73000002,15,True,4,11,all_of,0.004358836999998061
11,0.004339306999999959,0.0,0,success,True,doob_generic,64294912,6,11,76020406,64544768,73000002,15,True,4,11,all_of,0.0043416820000032885
11,0.0042210100000000805,0.0,0,success,True,doob_generic,64294912,7,11,76020407,64544768,73000002,15,True,4,11,all_of,0.004223117000009324
11,0.004235893000000046,0.0,0,success,True,doob_generic,64294912,8,11,76020408,64544768,73000002,15,True,4,11,all_of,0.0042383689999923035
11,0.0041489340000000485,0.0,0,success,True,doob_generic,64294912,9,11,76020409,64544768,73000002,15,True,4,11,all_of,0.004150890999994772
11,0.0042157830000000285,0.0,0,success,True,doob_task,64294912,0,11,76020400,64544768,73000002,15,True,4,11,all_of,0.004218170000001464
11,0.004181502000000004,0.0,0,success,True,doob_task,64294912,1,11,76020401,64544768,73000002,15,True,4,11,all_of,0.004183720000000335
11,0.004171236999999994,0.0,0,success,True,doob_task,64294912,2,11,76020402,64544768,73000002,15,True,4,11,all_of,0.004173563999998464
11,0.004156244000000031,0.0,0,success,True,doob_task,64294912,3,11,76020403,64544768,73000002,15,True,4,11,all_of,0.0041586020000039525
11,0.004235673000000051,0.0,0,success,True,doob_task,64294912,4,11,76020404,64544768,73000002,15,True,4,11,all_of,0.004247853999999052
11,0.004179127999999976,0.0,0,success,True,doob_task,64294912,5,11,76020405,64544768,73000002,15,True,4,11,all_of,0.004181326000008312
11,0.004157136000000006,0.0,0,success,True,doob_task,64294912,6,11,76020406,64544768,73000002,15,True,4,11,all_of,0.004159594000000766
11,0.004180139999999999,0.0,0,success,True,doob_task,64294912,7,11,76020407,64544768,73000002,15,True,4,11,all_of,0.004182618000001526
11,0.004141422000000006,0.0,0,success,True,doob_task,64294912,8,11,76020408,64544768,73000002,15,True,4,11,all_of,0.004143730999999207
11,0.004188992999999974,0.0,0,success,True,doob_task,64294912,9,11,76020409,64548864,73000002,15,True,4,11,all_of,0.004191250999994622
11,0.004181602000000062,0.0,0,success,True,deadline_generic,64294912,0,11,76020400,64548864,73000002,15,True,4,11,all_of,0.004183619999992061
11,0.00421627400000002,0.0,0,success,True,deadline_task,64294912,0,11,76020400,64552960,73000002,15,True,4,11,all_of,0.004220113000002357
8,0.002785562000000019,0.0,0,success,True,fixed_generic,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.0027882680000033133
8,0.002940732999999973,0.0,0,success,True,fixed_task,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.0029430550000029143
8,0.002810448999999937,0.0,0,success,True,doob_generic,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.0028128339999966556
8,0.0028063219999999722,0.0,0,success,True,doob_generic,64294912,1,8,76020501,64552960,73000002,15,True,5,8,condition_then,0.0028090489999925694
8,0.002787735000000069,0.0,0,success,True,doob_generic,64294912,2,8,76020502,64552960,73000002,15,True,5,8,condition_then,0.0027902209999979277
8,0.002772451999999981,0.0,0,success,True,doob_generic,64294912,3,8,76020503,64552960,73000002,15,True,5,8,condition_then,0.0027749080000063486
8,0.002836237000000019,0.0,0,success,True,doob_generic,64294912,4,8,76020504,64552960,73000002,15,True,5,8,condition_then,0.0028386119999908033
8,0.002771850999999992,0.0,0,success,True,doob_generic,64294912,5,8,76020505,64552960,73000002,15,True,5,8,condition_then,0.002774236999997015
8,0.002858409999999978,0.0,0,success,True,doob_generic,64294912,6,8,76020506,64552960,73000002,15,True,5,8,condition_then,0.0028606050000092864
8,0.0027785920000000797,0.0,0,success,True,doob_generic,64294912,7,8,76020507,64552960,73000002,15,True,5,8,condition_then,0.0027809169999954975
8,0.00275082900000001,0.0,0,success,True,doob_generic,64294912,8,8,76020508,64552960,73000002,15,True,5,8,condition_then,0.002752915999991501
8,0.0027107410000000165,0.0,0,success,True,doob_generic,64294912,9,8,76020509,64552960,73000002,15,True,5,8,condition_then,0.0027129370000125164
8,0.0027576700000000454,0.0,0,success,True,doob_task,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.0027599359999896933
8,0.00275305299999995,0.0,0,success,True,doob_task,64294912,1,8,76020501,64552960,73000002,15,True,5,8,condition_then,0.0027556210000057035
8,0.002749547999999935,0.0,0,success,True,doob_task,64294912,2,8,76020502,64552960,73000002,15,True,5,8,condition_then,0.002752264999998033
8,0.0029057310000000225,0.0,0,success,True,doob_task,64294912,3,8,76020503,64552960,73000002,15,True,5,8,condition_then,0.0029080550000060157
8,0.0027739740000000124,0.0,0,success,True,doob_task,64294912,4,8,76020504,64552960,73000002,15,True,5,8,condition_then,0.0027769520000049397
8,0.0027260829999999903,0.0,0,success,True,doob_task,64294912,5,8,76020505,64552960,73000002,15,True,5,8,condition_then,0.0027286309999965397
8,0.0028307690000000107,0.0,0,success,True,doob_task,64294912,6,8,76020506,64552960,73000002,15,True,5,8,condition_then,0.002833144000007337
8,0.0027813249999999456,0.0,0,success,True,doob_task,64294912,7,8,76020507,64552960,73000002,15,True,5,8,condition_then,0.002783590999996477
8,0.0027511600000000858,0.0,0,success,True,doob_task,64294912,8,8,76020508,64552960,73000002,15,True,5,8,condition_then,0.002753507000008426
8,0.0027502489999999824,0.0,0,success,True,doob_task,64294912,9,8,76020509,64552960,73000002,15,True,5,8,condition_then,0.002752575999991791
8,0.0027318920000000135,0.0,0,success,True,deadline_generic,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.002734139000011737
8,0.0027397839999998563,0.0,0,success,True,deadline_task,64294912,0,8,76020500,64552960,73000002,15,True,5,8,condition_then,0.002742069999996488
12,0.004522369999999887,0.0,0,success,True,fixed_generic,64294912,0,12,76020600,64552960,73000002,15,True,6,12,sequence,0.0045248210000039535
12,0.004185458000000031,0.0,0,success,True,fixed_task,64294912,0,12,76020600,64552960,73000002,15,True,6,12,sequence,0.004187686000008739
12,0.004191397000000041,0.0,0,success,True,doob_generic,64294912,0,12,76020600,64552960,73000002,15,True,6,12,sequence,0.004193404000005785
12,0.004153800999999957,0.0,0,success,True,doob_generic,64294912,1,12,76020601,64552960,73000002,15,True,6,12,sequence,0.004155608000004918
12,0.004497672999999924,0.0,0,success,True,doob_generic,64294912,2,12,76020602,64552960,73000002,15,True,6,12,sequence,0.004500956000001111
12,0.0042198700000000144,0.0,0,success,True,doob_generic,64294912,3,12,76020603,64552960,73000002,15,True,6,12,sequence,0.004222044999991681
12,0.004299067000000045,0.0,0,success,True,doob_generic,64294912,4,12,76020604,64552960,73000002,15,True,6,12,sequence,0.004301511999997842
12,0.004191897000000111,0.0,0,success,True,doob_generic,64294912,5,12,76020605,64552960,73000002,15,True,6,12,sequence,0.004194214000008856
12,0.0041997899999999255,0.0,0,success,True,doob_generic,64294912,6,12,76020606,64552960,73000002,15,True,6,12,sequence,0.004201956000002838
12,0.004210735000000021,0.0,0,success,True,doob_generic,64294912,7,12,76020607,64552960,73000002,15,True,6,12,sequence,0.004213102999997886
12,0.004270044000000084,0.0,0,success,True,doob_generic,64294912,8,12,76020608,64552960,73000002,15,True,6,12,sequence,0.004272499000009589
12,0.004282321999999894,0.0,0,success,True,doob_generic,64294912,9,12,76020609,64552960,73000002,15,True,6,12,sequence,0.004284328000011328
12,0.004159940000000084,0.0,0,success,True,doob_task,64294912,0,12,76020600,64557056,73000002,15,True,6,12,sequence,0.004162116999992804
12,0.004218437000000019,0.0,0,success,True,doob_task,64294912,1,12,76020601,64557056,73000002,15,True,6,12,sequence,0.004220463999999424
12,0.0042191280000001274,0.0,0,success,True,doob_task,64294912,2,12,76020602,64557056,73000002,15,True,6,12,sequence,0.0042210040000014715
12,0.004175252999999879,0.0,0,success,True,doob_task,64294912,3,12,76020603,64557056,73000002,15,True,6,12,sequence,0.004177951000002622
12,0.004211796999999962,0.0,0,success,True,doob_task,64294912,4,12,76020604,64557056,73000002,15,True,6,12,sequence,0.004214345000008279
12,0.004212568000000028,0.0,0,success,True,doob_task,64294912,5,12,76020605,64557056,73000002,15,True,6,12,sequence,0.004215045999998779
12,0.004213519999999971,0.0,0,success,True,doob_task,64294912,6,12,76020606,64557056,73000002,15,True,6,12,sequence,0.00421634699999629
12,0.004217766000000012,0.0,0,success,True,doob_task,64294912,7,12,76020607,64557056,73000002,15,True,6,12,sequence,0.00422025299999973
12,0.004342862000000114,0.0,0,success,True,doob_task,64294912,8,12,76020608,64557056,73000002,15,True,6,12,sequence,0.004345498000006387
12,0.004425826000000077,0.0,0,success,True,doob_task,64294912,9,12,76020609,64557056,73000002,15,True,6,12,sequence,0.00442845899999611
12,0.004232207999999904,0.0,0,success,True,deadline_generic,64294912,0,12,76020600,64561152,73000002,15,True,6,12,sequence,0.004234414000009679
12,0.004477994000000152,0.0,0,success,True,deadline_task,64294912,0,12,76020600,64561152,73000002,15,True,6,12,sequence,0.0044804859999914015
5,0.001961773000000111,0.0,0,success,True,fixed_generic,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.001964076999996678
5,0.0019282039999999334,0.0,0,success,True,fixed_task,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.0019303380000081916
5,0.0019172979999999562,0.0,0,success,True,doob_generic,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.0019195720000055871
5,0.0019173780000001361,0.0,0,success,True,doob_generic,64294912,1,5,76020701,64561152,73000002,15,True,7,5,all_of,0.0019195910000036065
5,0.0019129609999999353,0.0,0,success,True,doob_generic,64294912,2,5,76020702,64561152,73000002,15,True,7,5,all_of,0.001915605999997183
5,0.0019486140000000152,0.0,0,success,True,doob_generic,64294912,3,5,76020703,64561152,73000002,15,True,7,5,all_of,0.001951367999993181
5,0.0019242980000000465,0.0,0,success,True,doob_generic,64294912,4,5,76020704,64561152,73000002,15,True,7,5,all_of,0.0019270229999932553
5,0.0018967469999999764,0.0,0,success,True,doob_generic,64294912,5,5,76020705,64561152,73000002,15,True,7,5,all_of,0.0018990610000031438
5,0.0019214639999998173,0.0,0,success,True,doob_generic,64294912,6,5,76020706,64561152,73000002,15,True,7,5,all_of,0.0019240179999968632
5,0.001960631999999851,0.0,0,success,True,doob_generic,64294912,7,5,76020707,64561152,73000002,15,True,7,5,all_of,0.001964067000002956
5,0.0019170169999997988,0.0,0,success,True,doob_generic,64294912,8,5,76020708,64561152,73000002,15,True,7,5,all_of,0.0019192209999943088
5,0.0020047279999999557,0.0,0,success,True,doob_generic,64294912,9,5,76020709,64561152,73000002,15,True,7,5,all_of,0.0020071200000018052
5,0.001915695000000106,0.0,0,success,True,doob_task,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.0019180200000050718
5,0.001879992000000108,0.0,0,success,True,doob_task,64294912,1,5,76020701,64561152,73000002,15,True,7,5,all_of,0.0018821669999908863
5,0.002076585000000186,0.0,0,success,True,doob_task,64294912,2,5,76020702,64561152,73000002,15,True,7,5,all_of,0.0020788550000077066
5,0.0019251089999998694,0.0,0,success,True,doob_task,64294912,3,5,76020703,64561152,73000002,15,True,7,5,all_of,0.001927292999994279
5,0.0021732489999999327,0.0,0,success,True,doob_task,64294912,4,5,76020704,64561152,73000002,15,True,7,5,all_of,0.002175777999994466
5,0.001928184000000055,0.0,0,success,True,doob_task,64294912,5,5,76020705,64561152,73000002,15,True,7,5,all_of,0.0019306880000016235
5,0.0019371269999999274,0.0,0,success,True,doob_task,64294912,6,5,76020706,64561152,73000002,15,True,7,5,all_of,0.0019393710000059627
5,0.00193328100000012,0.0,0,success,True,doob_task,64294912,7,5,76020707,64561152,73000002,15,True,7,5,all_of,0.0019364270000039596
5,0.0019467119999998506,0.0,0,success,True,doob_task,64294912,8,5,76020708,64561152,73000002,15,True,7,5,all_of,0.0019488549999948646
5,0.0019473629999999797,0.0,0,success,True,doob_task,64294912,9,5,76020709,64561152,73000002,15,True,7,5,all_of,0.0019498559999959753
5,0.002014562000000053,0.0,0,success,True,deadline_generic,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.0020178160000057233
5,0.001972941000000006,0.0,0,success,True,deadline_task,64294912,0,5,76020700,64561152,73000002,15,True,7,5,all_of,0.0019755240000023377
7,0.0024711930000000937,0.0,0,success,True,fixed_generic,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.0024736459999985527
7,0.0024377030000000133,0.0,0,success,True,fixed_task,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.0024400759999991806
7,0.0024557000000000606,0.0,0,success,True,doob_generic,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.0024579620000082514
7,0.002471592999999883,0.0,0,success,True,doob_generic,64294912,1,7,76020801,64561152,73000002,15,True,8,7,condition_then,0.0024738660000025448
7,0.0024194859999999707,0.0,0,success,True,doob_generic,64294912,2,7,76020802,64561152,73000002,15,True,8,7,condition_then,0.0024220699999943918
7,0.0024273570000001854,0.0,0,success,True,doob_generic,64294912,3,7,76020803,64561152,73000002,15,True,8,7,condition_then,0.0024487690000114526
7,0.002613254999999981,0.0,0,success,True,doob_generic,64294912,4,7,76020804,64561152,73000002,15,True,8,7,condition_then,0.0026156739999976253
7,0.002416111000000054,0.0,0,success,True,doob_generic,64294912,5,7,76020805,64561152,73000002,15,True,8,7,condition_then,0.002418314999999893
7,0.002485453999999887,0.0,0,success,True,doob_generic,64294912,6,7,76020806,64561152,73000002,15,True,8,7,condition_then,0.0024875760000071523
7,0.0024687290000000583,0.0,0,success,True,doob_generic,64294912,7,7,76020807,64561152,73000002,15,True,8,7,condition_then,0.0024708220000064784
7,0.0024248940000000108,0.0,0,success,True,doob_generic,64294912,8,7,76020808,64561152,73000002,15,True,8,7,condition_then,0.0024270369999896957
7,0.002474467999999952,0.0,0,success,True,doob_generic,64294912,9,7,76020809,64561152,73000002,15,True,8,7,condition_then,0.002476870999998937
7,0.0024458249999999016,0.0,0,success,True,doob_task,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.0024484090000100878
7,0.002401298999999968,0.0,0,success,True,doob_task,64294912,1,7,76020801,64561152,73000002,15,True,8,7,condition_then,0.002404122999990932
7,0.002464852999999989,0.0,0,success,True,doob_task,64294912,2,7,76020802,64561152,73000002,15,True,8,7,condition_then,0.0024673670000083803
7,0.00243799400000011,0.0,0,success,True,doob_task,64294912,3,7,76020803,64561152,73000002,15,True,8,7,condition_then,0.002440566999993621
7,0.0024314830000000676,0.0,0,success,True,doob_task,64294912,4,7,76020804,64561152,73000002,15,True,8,7,condition_then,0.002433937000006381
7,0.0024762210000000007,0.0,0,success,True,doob_task,64294912,5,7,76020805,64561152,73000002,15,True,8,7,condition_then,0.0024784830000044167
7,0.0024654049999999206,0.0,0,success,True,doob_task,64294912,6,7,76020806,64561152,73000002,15,True,8,7,condition_then,0.0024673670000083803
7,0.0024163520000000105,0.0,0,success,True,doob_task,64294912,7,7,76020807,64561152,73000002,15,True,8,7,condition_then,0.002418675000001258
7,0.002510691999999981,0.0,0,success,True,doob_task,64294912,8,7,76020808,64561152,73000002,15,True,8,7,condition_then,0.0025127039999972567
7,0.002500487000000051,0.0,0,success,True,doob_task,64294912,9,7,76020809,64561152,73000002,15,True,8,7,condition_then,0.0025027079999944135
7,0.0024688690000000957,0.0,0,success,True,deadline_generic,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.002471162999995613
7,0.0024326559999998665,0.0,0,success,True,deadline_task,64294912,0,7,76020800,64561152,73000002,15,True,8,7,condition_then,0.002434988999993948
12,0.00416015000000014,0.0,0,success,True,fixed_generic,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.004162397999991185
12,0.004108964000000048,0.0,0,success,True,fixed_task,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.004111592999990421
12,0.004132860000000127,0.0,0,success,True,doob_generic,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.004147126000006551
12,0.004084908000000054,0.0,0,success,True,doob_generic,64294912,1,12,76020901,64561152,73000002,15,True,9,12,branch,0.004087347999998769
12,0.004067752999999952,0.0,0,success,True,doob_generic,64294912,2,12,76020902,64561152,73000002,15,True,9,12,branch,0.0040700419999950554
12,0.00409535399999994,0.0,0,success,True,doob_generic,64294912,3,12,76020903,64561152,73000002,15,True,9,12,branch,0.004097552000004612
12,0.004078948999999943,0.0,0,success,True,doob_generic,64294912,4,12,76020904,64561152,73000002,15,True,9,12,branch,0.004081278000001021
12,0.004044248000000028,0.0,0,success,True,doob_generic,64294912,5,12,76020905,64561152,73000002,15,True,9,12,branch,0.004046027000001118
12,0.004055763999999851,0.0,0,success,True,doob_generic,64294912,6,12,76020906,64561152,73000002,15,True,9,12,branch,0.004058295000007206
12,0.0041162749999998915,0.0,0,success,True,doob_generic,64294912,7,12,76020907,64561152,73000002,15,True,9,12,branch,0.004118464000001154
12,0.00410454799999993,0.0,0,success,True,doob_generic,64294912,8,12,76020908,64561152,73000002,15,True,9,12,branch,0.004106605999993462
12,0.004153419999999963,0.0,0,success,True,doob_generic,64294912,9,12,76020909,64561152,73000002,15,True,9,12,branch,0.004166463000004228
12,0.004212708999999926,0.0,0,success,True,doob_task,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.004214984999990179
12,0.004164465999999978,0.0,0,success,True,doob_task,64294912,1,12,76020901,64561152,73000002,15,True,9,12,branch,0.004166914999998994
12,0.004144477000000091,0.0,0,success,True,doob_task,64294912,2,12,76020902,64561152,73000002,15,True,9,12,branch,0.004146664999993277
12,0.004278436000000108,0.0,0,success,True,doob_task,64294912,3,12,76020903,64561152,73000002,15,True,9,12,branch,0.004280932000000348
12,0.0040947730000000515,0.0,0,success,True,doob_task,64294912,4,12,76020904,64561152,73000002,15,True,9,12,branch,0.0040975229999986595
12,0.004107933000000008,0.0,0,success,True,doob_task,64294912,5,12,76020905,64561152,73000002,15,True,9,12,branch,0.004110511999996902
12,0.004065318999999956,0.0,0,success,True,doob_task,64294912,6,12,76020906,64561152,73000002,15,True,9,12,branch,0.004067789000004041
12,0.004054031999999985,0.0,0,success,True,doob_task,64294912,7,12,76020907,64561152,73000002,15,True,9,12,branch,0.00405621199999473
12,0.0040873519999999885,0.0,0,success,True,doob_task,64294912,8,12,76020908,64561152,73000002,15,True,9,12,branch,0.004089920999987839
12,0.004102655000000066,0.0,0,success,True,doob_task,64294912,9,12,76020909,64561152,73000002,15,True,9,12,branch,0.004105044000013436
12,0.004132940000000085,0.0,0,success,True,deadline_generic,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.0041353680000071336
12,0.004124607000000058,0.0,0,success,True,deadline_task,64294912,0,12,76020900,64561152,73000002,15,True,9,12,branch,0.004128347000005306
11,0.0037275949999999725,0.0,0,success,True,fixed_generic,64294912,0,11,76021000,64561152,73000002,15,True,10,11,branch,0.003730762999992976
11,0.0037651219999998986,0.0,0,success,True,fixed_task,64294912,0,11,76021000,64561152,73000002,15,True,10,11,branch,0.003767917999994097
11,0.003927353999999994,0.0,0,success,True,doob_generic,64294912,0,11,76021000,64561152,73000002,15,True,10,11,branch,0.003929675999998494
11,0.003779852999999944,0.0,0,success,True,doob_generic,64294912,1,11,76021001,64561152,73000002,15,True,10,11,branch,0.0037826500000051055
11,0.003707204999999991,0.0,0,success,True,doob_generic,64294912,2,11,76021002,64561152,73000002,15,True,10,11,branch,0.0037101040000067087
