slip,seed,task_id,task_type,planner,p_success,expected_cost,expected_steps_given_success,true_product_states,learned_states
0.2,2101,6,sequence,linear_oracle,1.0,18.33382780719861,18.33382780719861,693,162
0.2,2101,6,sequence,shortest_oracle,1.0,20.50324756314123,20.50324756314123,693,162
0.2,2101,6,sequence,ssp_optimal,0.9999999999999991,18.325534504619476,18.32553450461904,693,162
0.2,2101,7,all_of,linear,0.9781767636650376,25.045534278154115,14.181524025041794,1380,162
0.2,2101,7,all_of,shortest,0.9920296063737163,19.023389532120696,15.062602869368696,1380,162
0.2,2101,7,all_of,linear_empirical,0.9770125016897349,25.789744342215293,14.350016180050735,1380,162
0.2,2101,7,all_of,certainty_equivalent,0.9921025514050887,19.04903024324781,15.124985357009008,1380,162
0.2,2101,7,all_of,linear_oracle,0.9999999999999998,13.346433805360915,13.346433805360805,1380,162
0.2,2101,7,all_of,shortest_oracle,0.9999999999999996,14.160284724355062,14.160284724354842,1380,162
0.2,2101,7,all_of,ssp_optimal,0.9999999999999998,13.259551483767368,13.259551483767257,1380,162
0.2,2101,8,condition_then,linear,0.9999669643702789,4.22071517490167,4.203939812283464,434,162
0.2,2101,8,condition_then,shortest,0.9999681270978535,4.451720979715266,4.43554342745791,434,162
0.2,2101,8,condition_then,linear_empirical,0.9999715707007596,4.394558294084324,4.380127016814908,434,162
0.2,2101,8,condition_then,certainty_equivalent,0.9999673628547397,4.416401942767644,4.399835322458936,434,162
0.2,2101,8,condition_then,linear_oracle,0.9999999999999996,4.175174362778801,4.175174362778575,434,162
0.2,2101,8,condition_then,shortest_oracle,0.9999999999999994,4.421368079521144,4.421368079520862,434,162
0.2,2101,8,condition_then,ssp_optimal,0.999999999999999,4.169118009350168,4.169118009349661,434,162
0.2,2101,9,sequence,linear,0.0,512.0,,693,162
0.2,2101,9,sequence,shortest,0.0,512.0,,693,162
0.2,2101,9,sequence,linear_empirical,0.0,512.0,,693,162
0.2,2101,9,sequence,certainty_equivalent,0.0,512.0,,693,162
0.2,2101,9,sequence,linear_oracle,1.0000000000000007,26.850237168679264,26.850237168679588,693,162
0.2,2101,9,sequence,shortest_oracle,0.9999999999999999,29.932309486031627,29.932309486031574,693,162
0.2,2101,9,sequence,ssp_optimal,1.0000000000000002,26.71001802342007,26.710018023420176,693,162
0.2,2101,10,all_of,linear,0.0,512.0,,1380,162
0.2,2101,10,all_of,shortest,0.0,512.0,,1380,162
0.2,2101,10,all_of,linear_empirical,0.0,512.0,,1380,162
0.2,2101,10,all_of,certainty_equivalent,0.0,512.0,,1380,162
0.2,2101,10,all_of,linear_oracle,0.9999999999999996,24.335894869833655,24.33589486983344,1380,162
0.2,2101,10,all_of,shortest_oracle,0.9999999999999996,25.905627793442648,25.90562779344243,1380,162
0.2,2101,10,all_of,ssp_optimal,1.0,23.881744231166074,23.881744231166074,1380,162
0.2,2101,11,condition_then,linear,0.995500012380942,20.684508393293623,18.463600706920293,501,162
0.2,2101,11,condition_then,shortest,0.9875354939686909,30.60568311272432,24.52960543964211,501,162
0.2,2101,11,condition_then,linear_empirical,0.9939564036510296,22.189649098387093,19.211433919609263,501,162
0.2,2101,11,condition_then,certainty_equivalent,0.987014932576527,30.978946666623763,24.650682925629518,501,162
0.2,2101,11,condition_then,linear_oracle,0.9999999999999991,15.197497155597272,15.197497155596832,501,162
0.2,2101,11,condition_then,shortest_oracle,0.9999999999999998,20.075315927762087,20.075315927761977,501,162
0.2,2101,11,condition_then,ssp_optimal,0.9999999999999997,15.065310224361808,15.065310224361642,501,162
0.2,2101,12,sequence,linear,0.9682019053901764,52.3452692739816,37.24909508334233,693,162
0.2,2101,12,sequence,shortest,0.9811361524440274,43.49706651007351,34.48937894819446,693,162
0.2,2101,12,sequence,linear_empirical,0.9720793164115135,47.31146015510003,33.964378832455395,693,162
0.2,2101,12,sequence,certainty_equivalent,0.9813736330368166,43.36635806687298,34.471741488548766,693,162
0.2,2101,12,sequence,linear_oracle,1.0,25.847193255840203,25.847193255840203,693,162
0.2,2101,12,sequence,shortest_oracle,0.9999999999999997,26.490019751729882,26.49001975172972,693,162
0.2,2101,12,sequence,ssp_optimal,0.9999999999999998,25.83828940524791,25.838289405247803,693,162
0.2,2101,13,all_of,linear,0.9945995898796207,22.343167095790808,19.684461278056848,1380,162
0.2,2101,13,all_of,shortest,0.9995186434499577,18.779835351803488,18.542306258752355,1380,162
0.2,2101,13,all_of,linear_empirical,0.9957659894077762,21.522711199898723,19.437195066474693,1380,162
0.2,2101,13,all_of,certainty_equivalent,0.9995059783387932,18.895880830225693,18.65215630893263,1380,162
0.2,2101,13,all_of,linear_oracle,0.9999999999999997,16.739748781616836,16.739748781616672,1380,162
0.2,2101,13,all_of,shortest_oracle,0.9999999999999996,16.90002082932446,16.90002082932424,1380,162
0.2,2101,13,all_of,ssp_optimal,0.9999999999999993,16.72922034169738,16.72922034169705,1380,162
0.2,2101,14,condition_then,linear,0.6994870134833621,211.45999287568156,82.34226321420182,505,162
0.2,2101,14,condition_then,shortest,0.7921856236503159,168.13779976757348,77.93228914210503,505,162
0.2,2101,14,condition_then,linear_empirical,0.6974701624878996,212.2771073813916,82.27137684358179,505,162
0.2,2101,14,condition_then,certainty_equivalent,0.7921594046326931,168.18351185024278,77.97562796192848,505,162
0.2,2101,14,condition_then,linear_oracle,0.9999999999999991,6.861668960444016,6.861668960443567,505,162
0.2,2101,14,condition_then,shortest_oracle,0.9999999999999993,6.650795291431062,6.650795291430725,505,162
0.2,2101,14,condition_then,ssp_optimal,0.9999999999999992,6.600874391118173,6.60087439111778,505,162
0.2,2101,15,sequence,linear,0.99708903346037,26.79837557092087,25.38184640823874,693,162
0.2,2101,15,sequence,shortest,0.994581190549824,29.653676695612184,27.025693339588177,693,162
0.2,2101,15,sequence,linear_empirical,0.9951373586393267,28.509230634250827,26.1467002838314,693,162
0.2,2101,15,sequence,certainty_equivalent,0.9969510791658213,25.940470233019006,24.453981018124264,693,162
0.2,2101,15,sequence,linear_oracle,1.0,22.97789417549347,22.97789417549347,693,162
0.2,2101,15,sequence,shortest_oracle,0.9999999999999994,24.63123771521154,24.63123771521127,693,162
0.2,2101,15,sequence,ssp_optimal,1.0,22.921091511165198,22.921091511165198,693,162
0.2,2101,16,all_of,linear,0.9076250985818661,104.45752848558146,62.97928412161583,1380,162
0.2,2101,16,all_of,shortest,0.9233038672803369,89.91178943083338,54.85016501397294,1380,162
0.2,2101,16,all_of,linear_empirical,0.906160754004954,105.61290930545653,63.52870073170068,1380,162
0.2,2101,16,all_of,certainty_equivalent,0.919433676929678,89.35491292743254,52.32020179646623,1380,162
0.2,2101,16,all_of,linear_oracle,0.9999999999999993,19.727312130476637,19.72731213047631,1380,162
0.2,2101,16,all_of,shortest_oracle,1.0000000000000002,19.42427261666752,19.42427261666763,1380,162
0.2,2101,16,all_of,ssp_optimal,0.9999999999999999,18.982760585038577,18.982760585038523,1380,162
0.2,2101,17,condition_then,linear,0.9461619212553937,64.0406082533024,38.55102505886861,505,162
0.2,2101,17,condition_then,shortest,0.9814347300172748,33.65128410340388,24.60262015775981,505,162
0.2,2101,17,condition_then,linear_empirical,0.9459405079041759,64.2600160010559,38.67215299727888,505,162
0.2,2101,17,condition_then,certainty_equivalent,0.946730679669544,64.72116992263831,39.554309073955245,505,162
0.2,2101,17,condition_then,linear_oracle,1.0,11.97365564912149,11.97365564912149,505,162
0.2,2101,17,condition_then,shortest_oracle,0.9999999999999997,12.447488226712379,12.447488226712212,505,162
0.2,2101,17,condition_then,ssp_optimal,0.9999999999999996,11.938061510829199,11.938061510828977,505,162
0.2,2101,18,sequence,linear,0.0,512.0,,693,162
0.2,2101,18,sequence,shortest,0.0,512.0,,693,162
0.2,2101,18,sequence,linear_empirical,0.0,512.0,,693,162
0.2,2101,18,sequence,certainty_equivalent,0.0,512.0,,693,162
0.2,2101,18,sequence,linear_oracle,1.0000000000000002,27.31089649188726,27.310896491887366,693,162
0.2,2101,18,sequence,shortest_oracle,1.0,27.649377844114124,27.649377844114124,693,162
0.2,2101,18,sequence,ssp_optimal,1.0,26.539399988052626,26.539399988052626,693,162
0.2,2101,19,all_of,linear,0.0,512.0,,1380,162
0.2,2101,19,all_of,shortest,0.0,512.0,,1380,162
0.2,2101,19,all_of,linear_empirical,0.0,512.0,,1380,162
0.2,2101,19,all_of,certainty_equivalent,0.0,512.0,,1380,162
0.2,2101,19,all_of,linear_oracle,0.9999999999999998,25.29614899425326,25.296148994253155,1380,162
0.2,2101,19,all_of,shortest_oracle,0.9999999999999993,24.993970201061018,24.993970201060694,1380,162
0.2,2101,19,all_of,ssp_optimal,0.9999999999999997,24.530949907724935,24.53094990772477,1380,162
0.2,2101,20,condition_then,linear,0.989342601422471,22.116697224578527,16.839575217856652,465,162
0.2,2101,20,condition_then,shortest,0.9933822174714425,19.952343807197558,16.674386617004547,465,162
0.2,2101,20,condition_then,linear_empirical,0.988279089833845,23.17959976297416,17.382229306086977,465,162
0.2,2101,20,condition_then,certainty_equivalent,0.9979874432256708,15.071455378586291,14.0693416589959,465,162
0.2,2101,20,condition_then,linear_oracle,0.9999999999999989,10.935662429157215,10.93566242915666,465,162
0.2,2101,20,condition_then,shortest_oracle,0.9999999999999993,11.389306313351293,11.389306313350959,465,162
0.2,2101,20,condition_then,ssp_optimal,0.9999999999999999,10.88412414069113,10.884124140691075,465,162
0.2,2101,21,sequence,linear,0.9531039145513387,94.49215781374235,73.94929449765816,693,162
0.2,2101,21,sequence,shortest,0.9860812193259224,86.28098947876963,80.27186018992569,693,162
0.2,2101,21,sequence,linear_empirical,0.9555546876940771,92.4438614948834,72.92922371865502,693,162
0.2,2101,21,sequence,certainty_equivalent,0.9808413990500545,88.79912163614834,80.5328139965116,693,162
0.2,2101,21,sequence,linear_oracle,0.9999999999999996,26.70425183105626,26.704251831056045,693,162
0.2,2101,21,sequence,shortest_oracle,0.9999999999999998,27.81941690899354,27.819416908993432,693,162
0.2,2101,21,sequence,ssp_optimal,0.9999999999999998,26.577101310939195,26.57710131093909,693,162
0.2,2101,22,all_of,linear,0.9474103358816732,59.71984522534556,34.61429114159258,1380,162
0.2,2101,22,all_of,shortest,0.9611062790552536,48.20644277928017,29.43780336486956,1380,162
0.2,2101,22,all_of,linear_empirical,0.969400178728248,78.17171272002916,64.47760749424626,1380,162
0.2,2101,22,all_of,certainty_equivalent,0.9594734913723797,50.43337070521676,30.937590829546572,1380,162
0.2,2101,22,all_of,linear_oracle,1.0000000000000002,25.17881108563959,25.178811085639698,1380,162
0.2,2101,22,all_of,shortest_oracle,0.9999999999999997,26.128911836429673,26.12891183642951,1380,162
0.2,2101,22,all_of,ssp_optimal,1.0000000000000004,24.854256841798996,24.854256841799213,1380,162
0.2,2101,23,condition_then,linear,0.9917105800576246,27.63287176933786,23.58418799714995,453,162
0.2,2101,23,condition_then,shortest,0.9980400702402085,18.025770926431743,17.055714892611025,453,162
0.2,2101,23,condition_then,linear_empirical,0.9917019941861794,27.637623092902285,23.58475051310138,453,162
0.2,2101,23,condition_then,certainty_equivalent,0.9981658838148847,17.877386785262523,16.96944322896212,453,162
0.2,2101,23,condition_then,linear_oracle,1.0,11.305889397328452,11.305889397328452,453,162
0.2,2101,23,condition_then,shortest_oracle,0.9999999999999993,11.852014950584996,11.852014950584662,453,162
0.2,2101,23,condition_then,ssp_optimal,1.0,11.263151950789679,11.263151950789679,453,162
0.2,2101,24,sequence,linear,0.9877261877707794,36.7996355400773,30.894638672674354,693,162
0.2,2101,24,sequence,shortest,0.9663306358721719,51.5866711869523,35.54472504382853,693,162
0.2,2101,24,sequence,linear_empirical,0.9879480101352293,36.79538040087449,30.99835343149281,693,162
0.2,2101,24,sequence,certainty_equivalent,0.9671200572089708,51.02707880817397,35.35501910470546,693,162
0.2,2101,24,sequence,linear_oracle,0.9999999999999992,28.39488481310401,28.394884813103634,693,162
0.2,2101,24,sequence,shortest_oracle,0.9999999999999999,29.52363560583653,29.52363560583648,693,162
0.2,2101,24,sequence,ssp_optimal,1.0000000000000002,28.146657313547447,28.146657313547554,693,162
0.2,2101,25,all_of,linear,0.9883890397022085,29.322193985392207,23.652004801637943,1380,162
0.2,2101,25,all_of,shortest,0.9704536224807572,41.79489777365836,27.479059139000547,1380,162
0.2,2101,25,all_of,linear_empirical,0.9887773054611558,29.19306626606942,23.71317235203506,1380,162
0.2,2101,25,all_of,certainty_equivalent,0.9706617769236443,41.640315112438984,27.42370775298266,1380,162
0.2,2101,25,all_of,linear_oracle,0.9999999999999997,21.27349268052196,21.273492680521798,1380,162
0.2,2101,25,all_of,shortest_oracle,1.0000000000000007,21.894296066747742,21.89429606674807,1380,162
0.2,2101,25,all_of,ssp_optimal,0.9999999999999999,21.192127921323053,21.192127921323,1380,162
0.2,2101,26,condition_then,linear,0.9977182690580082,21.903524787990268,20.782699073223945,447,162
0.2,2101,26,condition_then,shortest,0.939837962253581,76.93210702882348,49.0820179172659,447,162
0.2,2101,26,condition_then,linear_empirical,0.9974622040021358,21.749576154729557,20.50225514487695,447,162
0.2,2101,26,condition_then,certainty_equivalent,0.9294836332663595,85.94418965361396,53.62096555788151,447,162
0.2,2101,26,condition_then,linear_oracle,0.9999999999999992,18.934131318862807,18.934131318862423,447,162
0.2,2101,26,condition_then,shortest_oracle,0.9999999999999997,20.213318690667954,20.21331869066779,447,162
0.2,2101,26,condition_then,ssp_optimal,0.9999999999999994,18.59442301640797,18.594423016407696,447,162
0.2,2101,27,sequence,linear,0.0,512.0,,693,162
0.2,2101,27,sequence,shortest,0.0,512.0,,693,162
0.2,2101,27,sequence,linear_empirical,0.0,512.0,,693,162
0.2,2101,27,sequence,certainty_equivalent,0.0,512.0,,693,162
0.2,2101,27,sequence,linear_oracle,0.9999999999999994,32.1049601530955,32.104960153095234,693,162
0.2,2101,27,sequence,shortest_oracle,1.0000000000000007,34.82234081126177,34.82234081126209,693,162
0.2,2101,27,sequence,ssp_optimal,1.0,31.979034760070068,31.979034760070068,693,162
0.2,2101,28,all_of,linear,0.9988938026975945,23.55194316673236,23.01102488155032,1380,162
0.2,2101,28,all_of,shortest,0.999671176654583,24.754860558346365,24.59459028094823,1380,162
0.2,2101,28,all_of,linear_empirical,0.9989344298811756,23.44097560147437,22.919826382758412,1380,162
0.2,2101,28,all_of,certainty_equivalent,0.9998842435783994,23.153189685454105,23.09659597689606,1380,162
0.2,2101,28,all_of,linear_oracle,0.9999999999999997,22.813032310924324,22.81303231092416,1380,162
0.2,2101,28,all_of,shortest_oracle,1.0000000000000002,23.517117207336234,23.517117207336344,1380,162
0.2,2101,28,all_of,ssp_optimal,1.0000000000000002,22.594107169645678,22.59410716964579,1380,162
0.2,2101,29,condition_then,linear,0.9995965373832717,12.499555996864759,12.297944898128849,434,162
0.2,2101,29,condition_then,shortest,0.9999906313881413,11.44760191285669,11.44291238778971,434,162
0.2,2101,29,condition_then,linear_empirical,0.9997098148165482,12.414287738209017,12.269273285600894,434,162
0.2,2101,29,condition_then,certainty_equivalent,0.9999711778380403,11.307080255278143,11.29264878690709,434,162
0.2,2101,29,condition_then,linear_oracle,0.9999999999999998,10.501863947732044,10.501863947731932,434,162
0.2,2101,29,condition_then,shortest_oracle,1.0,11.364495298193816,11.364495298193816,434,162
0.2,2101,29,condition_then,ssp_optimal,0.9999999999999993,10.145674533663351,10.145674533663017,434,162
0.2,2101,30,sequence,linear,0.49828736877946217,367.23520099276607,221.47527856901064,693,162
0.2,2101,30,sequence,shortest,0.4192784672182638,363.6550309925359,158.18986996477415,693,162
0.2,2101,30,sequence,linear_empirical,0.49689009206913337,368.2226539820193,222.64557673253702,693,162
0.2,2101,30,sequence,certainty_equivalent,0.4448934889196694,353.1348803438892,154.9142623734921,693,162
0.2,2101,30,sequence,linear_oracle,1.0000000000000004,29.322881196453533,29.322881196453746,693,162
0.2,2101,30,sequence,shortest_oracle,0.9999999999999999,30.925939046299202,30.92593904629915,693,162
0.2,2101,30,sequence,ssp_optimal,0.9999999999999989,29.28010343842355,29.280103438423012,693,162
0.2,2101,31,all_of,linear,0.8247797868513356,127.86817729173947,46.26135214259403,1380,162
0.2,2101,31,all_of,shortest,0.6837583079486426,221.70767576638247,87.44600064234751,1380,162
0.2,2101,31,all_of,linear_empirical,0.8380594727289701,119.11803640890341,43.200378522354214,1380,162
0.2,2101,31,all_of,certainty_equivalent,0.6814910005088077,223.33893392844823,88.42717826642661,1380,162
0.2,2101,31,all_of,linear_oracle,0.9999999999999998,21.569338726324073,21.569338726323963,1380,162
0.2,2101,31,all_of,shortest_oracle,1.0,22.218184815430057,22.218184815430057,1380,162
0.2,2101,31,all_of,ssp_optimal,1.0000000000000002,21.554442327707847,21.554442327707957,1380,162
0.2,2101,32,condition_then,linear,0.9514656431518166,39.186625948858776,15.068368832631872,379,162
0.2,2101,32,condition_then,shortest,0.9528037644344162,44.51761891532852,21.361320206192946,379,162
0.2,2101,32,condition_then,linear_empirical,0.9514061573112391,39.21674699508588,15.068958118746187,379,162
0.2,2101,32,condition_then,certainty_equivalent,0.9557946244034807,36.40403367108776,14.407782816590348,379,162
0.2,2101,32,condition_then,linear_oracle,1.0,13.308063506491004,13.308063506491004,379,162
0.2,2101,32,condition_then,shortest_oracle,1.0,13.097652001836861,13.097652001836861,379,162
0.2,2101,32,condition_then,ssp_optimal,0.9999999999999998,12.68687424712302,12.68687424712291,379,162
0.2,2101,33,sequence,linear,0.6063313006359683,242.53815636738534,67.58645356097942,693,162
0.2,2101,33,sequence,shortest,0.604835838626258,245.37175429317202,71.17254124290787,693,162
0.2,2101,33,sequence,linear_empirical,0.6030186086144663,243.752781618913,67.15930263341498,693,162
0.2,2101,33,sequence,certainty_equivalent,0.6080262800595232,243.8038807787395,70.90702751367058,693,162
0.2,2101,33,sequence,linear_oracle,1.0000000000000004,30.626570957118393,30.626570957118606,693,162
0.2,2101,33,sequence,shortest_oracle,1.0000000000000004,31.760357203641362,31.760357203641576,693,162
0.2,2101,33,sequence,ssp_optimal,1.0000000000000009,30.505571702607355,30.50557170260778,693,162
0.2,2101,34,all_of,linear,0.6068634194333885,236.3603820167541,57.79628767111559,1380,162
0.2,2101,34,all_of,shortest,0.6128561023626978,235.0439062535436,60.08952268121589,1380,162
0.2,2101,34,all_of,linear_empirical,0.6050546784978829,236.80500249454175,57.17334170746162,1380,162
0.2,2101,34,all_of,certainty_equivalent,0.6258392966342412,228.0946484677777,58.3606183583181,1380,162
0.2,2101,34,all_of,linear_oracle,1.0000000000000004,20.788043757819047,20.788043757819263,1380,162
0.2,2101,34,all_of,shortest_oracle,1.0000000000000002,21.48826637268774,21.48826637268785,1380,162
0.2,2101,34,all_of,ssp_optimal,1.0,20.723334467792178,20.723334467792178,1380,162
0.2,2101,35,condition_then,linear,0.9238742000835071,104.00197054654498,70.38356627279242,505,162
0.2,2101,35,condition_then,shortest,0.9729466912742946,61.87809656178168,49.36221370085394,505,162
0.2,2101,35,condition_then,linear_empirical,0.9206055167664802,107.0512403165623,72.12781554278196,505,162
0.2,2101,35,condition_then,certainty_equivalent,0.9622082058340659,63.074141574339166,45.44208072251805,505,162
0.2,2101,35,condition_then,linear_oracle,1.0,18.896727796056762,18.896727796056762,505,162
0.2,2101,35,condition_then,shortest_oracle,1.0000000000000004,18.44395794147741,18.44395794147763,505,162
0.2,2101,35,condition_then,ssp_optimal,1.0,18.386859078469584,18.386859078469584,505,162
0.2,2101,36,branch,linear,0.953270559139428,76.93205191144833,55.60496721800321,692,162
0.2,2101,36,branch,shortest,0.9588223284382856,63.69360673202694,44.44059929417028,692,162
0.2,2101,36,branch,linear_empirical,0.9530110124579768,77.27777840915732,55.84344366638489,692,162
0.2,2101,36,branch,certainty_equivalent,0.9597836959211983,61.09867455461998,42.20526670584259,692,162
0.2,2101,36,branch,linear_oracle,0.9999999999999998,12.566914653741126,12.566914653741016,692,162
0.2,2101,36,branch,shortest_oracle,0.9999999999999993,12.163690787003787,12.163690787003455,692,162
0.2,2101,36,branch,ssp_optimal,0.9999999999999996,12.154061146341066,12.154061146340844,692,162
0.2,2101,37,branch,linear,0.9985629860490219,15.40870942372982,14.694073869976911,692,162
0.2,2101,37,branch,shortest,0.9987470615121163,15.502711340783913,14.879850372212776,692,162
0.2,2101,37,branch,linear_empirical,0.9985395661279792,15.535334145559624,14.809219889429714,692,162
0.2,2101,37,branch,certainty_equivalent,0.9987475574214391,15.426135606987035,14.803425447102336,692,162
0.2,2101,37,branch,linear_oracle,0.999999999999999,12.87884916492946,12.87884916492896,692,162
0.2,2101,37,branch,shortest_oracle,0.9999999999999993,14.384678886789507,14.384678886789175,692,162
0.2,2101,37,branch,ssp_optimal,0.9999999999999998,12.853153663039814,12.853153663039704,692,162
0.2,2101,38,branch,linear,0.981407102897217,24.43118736141708,15.194126882484852,692,162
0.2,2101,38,branch,shortest,0.980099333384118,25.462128999977423,15.583101806539137,692,162
0.2,2101,38,branch,linear_empirical,0.9822026694937344,24.717025351295963,15.88754807613308,692,162
0.2,2101,38,branch,certainty_equivalent,0.9807980296885868,24.993733765669496,15.45917151876835,692,162
0.2,2101,38,branch,linear_oracle,0.9999999999999998,10.652411312093164,10.652411312093053,692,162
0.2,2101,38,branch,shortest_oracle,0.9999999999999991,11.186528419960503,11.186528419960059,692,162
0.2,2101,38,branch,ssp_optimal,0.9999999999999998,10.628078772751154,10.628078772751042,692,162
0.2,2101,39,branch,linear,0.9904717775498558,47.934434519912294,43.470178152826,692,162
0.2,2101,39,branch,shortest,0.9981210722042568,14.60175824693681,13.665423559683202,692,162
0.2,2101,39,branch,linear_empirical,0.9905880286677818,48.56952345178334,44.16628594687013,692,162
0.2,2101,39,branch,certainty_equivalent,0.9972796013696272,15.094970742407492,13.73950357035142,692,162
0.2,2101,39,branch,linear_oracle,1.0,12.02964913505919,12.02964913505919,692,162
0.2,2101,39,branch,shortest_oracle,0.9999999999999994,12.269730168050282,12.269730168050005,692,162
0.2,2101,39,branch,ssp_optimal,1.0,11.963534293972483,11.963534293972483,692,162
0.2,2101,40,branch,linear,0.9997289035069152,11.215524732995041,11.079727003670673,692,162
0.2,2101,40,branch,shortest,0.9999404140612246,11.269213877362983,11.239375585455477,692,162
0.2,2101,40,branch,linear_empirical,0.9982290340635701,12.082179131881094,11.195271016047512,692,162
0.2,2101,40,branch,certainty_equivalent,0.9998720513124587,11.105875562260147,11.041778615320958,692,162
0.2,2101,40,branch,linear_oracle,0.9999999999999991,11.06424412430432,11.064244124303876,692,162
0.2,2101,40,branch,shortest_oracle,1.0,11.172874125191692,11.172874125191692,692,162
0.2,2101,40,branch,ssp_optimal,1.0000000000000002,10.945238187636583,10.945238187636695,692,162
0.2,2101,41,branch,linear,0.9996687666304296,12.560070918214626,12.3945849331264,692,162
0.2,2101,41,branch,shortest,0.9983356737869222,13.720466299670942,12.889784084107216,692,162
0.2,2101,41,branch,linear_empirical,0.9996924523360878,12.560455695560542,12.406806976139633,692,162
0.2,2101,41,branch,certainty_equivalent,0.9998114783771272,12.67851551520736,12.584364869184473,692,162
0.2,2101,41,branch,linear_oracle,0.9999999999999993,12.120609068340142,12.12060906833981,692,162
0.2,2101,41,branch,shortest_oracle,0.9999999999999991,12.734618664670307,12.734618664669863,692,162
0.2,2101,41,branch,ssp_optimal,0.9999999999999998,11.915583918295058,11.915583918294946,692,162
0.2,2101,42,branch,linear,0.999758633241496,13.256614344038729,13.136205206954553,692,162
0.2,2101,42,branch,shortest,0.9997957637317862,13.940046614831164,13.8383039290586,692,162
0.2,2101,42,branch,linear_empirical,0.9985893068527276,13.80139028018027,13.097592072158776,692,162
0.2,2101,42,branch,certainty_equivalent,0.9997000169834809,14.002284162931364,13.85284847774731,692,162
0.2,2101,42,branch,linear_oracle,0.9999999999999999,13.11138477592229,13.111384775922234,692,162
0.2,2101,42,branch,shortest_oracle,0.9999999999999997,13.746085424424976,13.74608542442481,692,162
0.2,2101,42,branch,ssp_optimal,0.9999999999999992,13.085945667734286,13.085945667733899,692,162
0.2,2101,43,branch,linear,0.9999328939525041,14.401103283364591,14.367709147219113,692,162
0.2,2101,43,branch,shortest,0.9991702519991086,15.090978844838563,14.678327181017037,692,162
0.2,2101,43,branch,linear_empirical,0.9999360485828502,15.025508271781888,14.99372401610039,692,162
0.2,2101,43,branch,certainty_equivalent,0.9999553097011525,14.579276298365453,14.55704542406589,692,162
0.2,2101,43,branch,linear_oracle,1.0,14.338224125763603,14.338224125763603,692,162
0.2,2101,43,branch,shortest_oracle,0.9999999999999996,14.514058136451444,14.514058136451224,692,162
0.2,2101,43,branch,ssp_optimal,0.9999999999999991,14.332583620444984,14.332583620444542,692,162
0.2,2101,44,branch,linear,0.9813678109087081,25.212663327804616,15.970548798162207,692,162
0.2,2101,44,branch,shortest,0.992744374921305,18.307083526205865,14.698852851289873,692,162
0.2,2101,44,branch,linear_empirical,0.9811660412729966,25.30959941479414,15.967340783871817,692,162
0.2,2101,44,branch,certainty_equivalent,0.9927666200000776,18.270665856167327,14.673312944593103,692,162
0.2,2101,44,branch,linear_oracle,1.0000000000000002,11.60553808068641,11.605538080686522,692,162
0.2,2101,44,branch,shortest_oracle,0.9999999999999994,12.36326631769705,12.363266317696773,692,162
0.2,2101,44,branch,ssp_optimal,0.9999999999999998,11.598545354854636,11.598545354854524,692,162
0.2,2101,45,branch,linear,0.8957513078991552,99.02214380477116,50.95924845055055,692,162
0.2,2101,45,branch,shortest,0.9130044397476137,91.46699061625466,51.39653404095676,692,162
0.2,2101,45,branch,linear_empirical,0.8888410310236216,102.32433235330168,51.09005846084653,692,162
0.2,2101,45,branch,certainty_equivalent,0.9172158018550396,89.70478779418823,51.59012551709944,692,162
0.2,2101,45,branch,linear_oracle,0.9999999999999992,14.285119982977362,14.285119982976974,692,162
0.2,2101,45,branch,shortest_oracle,0.999999999999999,14.806524066039051,14.806524066038554,692,162
0.2,2101,45,branch,ssp_optimal,0.9999999999999989,14.228446513662877,14.228446513662325,692,162
0.0,2202,0,sequence,linear,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,shortest,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,linear_empirical,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,certainty_equivalent,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,linear_oracle,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,shortest_oracle,1.0,16.0,16.0,693,139
0.0,2202,0,sequence,ssp_optimal,1.0,16.0,16.0,693,139
0.0,2202,1,all_of,linear,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,shortest,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,linear_empirical,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,certainty_equivalent,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,linear_oracle,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,shortest_oracle,1.0,9.0,9.0,1380,139
0.0,2202,1,all_of,ssp_optimal,1.0,9.0,9.0,1380,139
0.0,2202,2,condition_then,linear,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,shortest,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,linear_empirical,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,certainty_equivalent,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,linear_oracle,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,shortest_oracle,1.0,6.0,6.0,501,139
0.0,2202,2,condition_then,ssp_optimal,1.0,6.0,6.0,501,139
0.0,2202,3,sequence,linear,1.0,20.0,20.0,693,139
0.0,2202,3,sequence,shortest,1.0,20.0,20.0,693,139
0.0,2202,3,sequence,linear_empirical,1.0,20.0,20.0,693,139
0.0,2202,3,sequence,certainty_equivalent,1.0,20.0,20.0,693,139
