noise,slip,seed,task_id,task_type,planner,p_success,expected_cost,expected_steps_given_success,true_product_states,learned_states
drift_global,0.05,2101,0,sequence,linear,0.9999999999999986,20.654661861869503,20.654661861868792,693,158
drift_global,0.05,2101,0,sequence,shortest,0.9999999999999983,20.894736842106052,20.894736842105235,693,158
drift_global,0.05,2101,0,sequence,linear_empirical,0.9999999999999986,20.654661861869503,20.654661861868792,693,158
drift_global,0.05,2101,0,sequence,certainty_equivalent,0.9999999999999984,20.842590495243275,20.84259049524251,693,158
drift_global,0.05,2101,0,sequence,linear_oracle,0.9999999999999989,19.57839717442352,19.578397174422975,693,158
drift_global,0.05,2101,0,sequence,shortest_oracle,0.9999999999999988,19.789473684211114,19.789473684210513,693,158
drift_global,0.05,2101,0,sequence,ssp_optimal,0.9999999999999988,19.462148941516464,19.462148941515863,693,158
drift_global,0.05,2101,1,all_of,linear,0.0,512.0,,1380,158
drift_global,0.05,2101,1,all_of,shortest,0.0,512.0,,1380,158
drift_global,0.05,2101,1,all_of,linear_empirical,0.0,512.0,,1380,158
drift_global,0.05,2101,1,all_of,certainty_equivalent,0.0,512.0,,1380,158
drift_global,0.05,2101,1,all_of,linear_oracle,0.9999999999999996,10.640217323353943,10.64021732335372,1380,158
drift_global,0.05,2101,1,all_of,shortest_oracle,0.9999999999999989,10.947368421053163,10.947368421052607,1380,158
drift_global,0.05,2101,1,all_of,ssp_optimal,0.9999999999999993,10.617018737319817,10.617018737319484,1380,158
drift_global,0.05,2101,2,condition_then,linear,0.9999999999999999,6.565282246808759,6.565282246808703,419,158
drift_global,0.05,2101,2,condition_then,shortest,0.9999999999999994,6.631578947368691,6.631578947368411,419,158
drift_global,0.05,2101,2,condition_then,linear_empirical,0.9999999999999993,6.5415210303209905,6.541521030320654,419,158
drift_global,0.05,2101,2,condition_then,certainty_equivalent,0.9999999999999994,6.631578947368691,6.631578947368411,419,158
drift_global,0.05,2101,2,condition_then,linear_oracle,0.9999999999999989,6.586004477775261,6.5860044777747,419,158
drift_global,0.05,2101,2,condition_then,shortest_oracle,0.9999999999999994,6.631578947368691,6.631578947368411,419,158
drift_global,0.05,2101,2,condition_then,ssp_optimal,0.9999999999999993,6.5415210303209905,6.541521030320654,419,158
drift_global,0.05,2101,3,sequence,linear,0.9999999999999984,23.347567293632757,23.347567293631997,693,158
drift_global,0.05,2101,3,sequence,shortest,0.9999999999999986,24.105263157895433,24.10526315789473,693,158
drift_global,0.05,2101,3,sequence,linear_empirical,0.9999999999999989,23.273092670410104,23.27309267040956,693,158
drift_global,0.05,2101,3,sequence,certainty_equivalent,0.9999999999999984,23.38051393968921,23.38051393968845,693,158
drift_global,0.05,2101,3,sequence,linear_oracle,0.9999999999999986,22.85162073290573,22.851620732905022,693,158
drift_global,0.05,2101,3,sequence,shortest_oracle,0.9999999999999986,24.105263157895433,24.10526315789473,693,158
drift_global,0.05,2101,3,sequence,ssp_optimal,0.9999999999999982,22.77714610968346,22.77714610968259,693,158
drift_global,0.05,2101,4,all_of,linear,0.9999999999999989,18.49964479134629,18.499644791345744,1380,158
drift_global,0.05,2101,4,all_of,shortest,0.9999999999999989,18.684210526316335,18.684210526315788,1380,158
drift_global,0.05,2101,4,all_of,linear_empirical,0.9999999999999989,18.49964479134629,18.499644791345744,1380,158
drift_global,0.05,2101,4,all_of,certainty_equivalent,0.9999999999999989,18.684210526316335,18.684210526315788,1380,158
drift_global,0.05,2101,4,all_of,linear_oracle,0.9999999999999996,18.15237774672329,18.15237774672307,1380,158
drift_global,0.05,2101,4,all_of,shortest_oracle,0.9999999999999989,18.684210526316335,18.684210526315788,1380,158
drift_global,0.05,2101,4,all_of,ssp_optimal,0.9999999999999986,18.06783681979506,18.067836819794344,1380,158
drift_global,0.05,2101,5,condition_then,linear,0.9999999999999992,9.775808562598558,9.775808562598167,379,158
drift_global,0.05,2101,5,condition_then,shortest,0.9999999999999994,9.842105263158164,9.842105263157885,379,158
drift_global,0.05,2101,5,condition_then,linear_empirical,0.9999999999999992,9.775808562598558,9.775808562598167,379,158
drift_global,0.05,2101,5,condition_then,certainty_equivalent,0.9999999999999994,9.842105263158164,9.842105263157885,379,158
drift_global,0.05,2101,5,condition_then,linear_oracle,0.9999999999999996,9.300584232837448,9.300584232837224,379,158
drift_global,0.05,2101,5,condition_then,shortest_oracle,0.9999999999999994,9.842105263158164,9.842105263157885,379,158
drift_global,0.05,2101,5,condition_then,ssp_optimal,0.999999999999999,9.21859679361042,9.218596793609917,379,158
drift_global,0.05,2101,6,sequence,linear,0.9999999999999993,14.51111054862704,14.511110548626707,693,158
drift_global,0.05,2101,6,sequence,shortest,0.9999999999999984,15.263157894737581,15.263157894736809,693,158
drift_global,0.05,2101,6,sequence,linear_empirical,0.9999999999999993,14.51111054862704,14.511110548626707,693,158
drift_global,0.05,2101,6,sequence,certainty_equivalent,0.9999999999999984,15.263157894737581,15.263157894736809,693,158
drift_global,0.05,2101,6,sequence,linear_oracle,0.9999999999999993,14.51111054862704,14.511110548626707,693,158
drift_global,0.05,2101,6,sequence,shortest_oracle,0.9999999999999984,15.263157894737581,15.263157894736809,693,158
drift_global,0.05,2101,6,sequence,ssp_optimal,0.9999999999999992,14.48009628908232,14.480096289081933,693,158
drift_global,0.05,2101,7,all_of,linear,0.9999999999999987,10.600564687824294,10.600564687823626,1380,158
drift_global,0.05,2101,7,all_of,shortest,0.9999999999999994,10.842105263158164,10.842105263157885,1380,158
drift_global,0.05,2101,7,all_of,linear_empirical,0.9999999999999994,10.595552156495605,10.595552156495327,1380,158
drift_global,0.05,2101,7,all_of,certainty_equivalent,0.9999999999999994,10.842105263158164,10.842105263157885,1380,158
drift_global,0.05,2101,7,all_of,linear_oracle,0.9999999999999992,10.617928040055169,10.61792804005478,1380,158
drift_global,0.05,2101,7,all_of,shortest_oracle,0.9999999999999994,10.842105263158164,10.842105263157885,1380,158
drift_global,0.05,2101,7,all_of,ssp_optimal,0.9999999999999996,10.40459858208333,10.404598582083109,1380,158
drift_global,0.05,2101,8,condition_then,linear,0.9999999999999997,3.0050125313284872,3.0050125313283176,434,158
drift_global,0.05,2101,8,condition_then,shortest,0.9999999999999999,3.105263157894786,3.1052631578947296,434,158
drift_global,0.05,2101,8,condition_then,linear_empirical,0.9999999999999997,3.0050125313284872,3.0050125313283176,434,158
drift_global,0.05,2101,8,condition_then,certainty_equivalent,0.9999999999999997,3.0050125313284872,3.0050125313283176,434,158
drift_global,0.05,2101,8,condition_then,linear_oracle,0.9999999999999997,3.0050125313284872,3.0050125313283176,434,158
drift_global,0.05,2101,8,condition_then,shortest_oracle,0.9999999999999999,3.105263157894786,3.1052631578947296,434,158
drift_global,0.05,2101,8,condition_then,ssp_optimal,1.0,3.000250626566416,3.000250626566416,434,158
drift_global,0.05,2101,9,sequence,linear,0.0,512.0,,693,158
drift_global,0.05,2101,9,sequence,shortest,0.0,512.0,,693,158
drift_global,0.05,2101,9,sequence,linear_empirical,0.0,512.0,,693,158
drift_global,0.05,2101,9,sequence,certainty_equivalent,0.0,512.0,,693,158
drift_global,0.05,2101,9,sequence,linear_oracle,0.999999999999999,21.914190507569575,21.914190507569085,693,158
drift_global,0.05,2101,9,sequence,shortest_oracle,0.9999999999999986,23.000000000000707,23.0,693,158
drift_global,0.05,2101,9,sequence,ssp_optimal,0.9999999999999988,21.748147639234272,21.74814763923367,693,158
drift_global,0.05,2101,10,all_of,linear,0.0,512.0,,1380,158
drift_global,0.05,2101,10,all_of,shortest,0.0,512.0,,1380,158
drift_global,0.05,2101,10,all_of,linear_empirical,0.0,512.0,,1380,158
drift_global,0.05,2101,10,all_of,certainty_equivalent,0.0,512.0,,1380,158
drift_global,0.05,2101,10,all_of,linear_oracle,0.9999999999999991,20.595283159045472,20.595283159045035,1380,158
drift_global,0.05,2101,10,all_of,shortest_oracle,0.9999999999999983,20.57894736842184,20.578947368421023,1380,158
drift_global,0.05,2101,10,all_of,ssp_optimal,0.9999999999999996,19.29815361297657,19.29815361297635,1380,158
drift_global,0.05,2101,11,condition_then,linear,0.9999999999999993,12.245230185213632,12.2452301852133,501,158
drift_global,0.05,2101,11,condition_then,shortest,0.999999999999999,13.157894736842591,13.157894736842092,501,158
drift_global,0.05,2101,11,condition_then,linear_empirical,0.9999999999999993,12.245230185213632,12.2452301852133,501,158
drift_global,0.05,2101,11,condition_then,certainty_equivalent,0.999999999999999,13.157894736842591,13.157894736842092,501,158
drift_global,0.05,2101,11,condition_then,linear_oracle,0.9999999999999993,12.245230185213632,12.2452301852133,501,158
drift_global,0.05,2101,11,condition_then,shortest_oracle,0.999999999999999,13.157894736842591,13.157894736842092,501,158
drift_global,0.05,2101,11,condition_then,ssp_optimal,0.9999999999999993,12.245230185213632,12.2452301852133,501,158
drift_global,0.05,2101,12,sequence,linear,0.9999999999999991,21.308686629123617,21.30868662912318,693,158
drift_global,0.05,2101,12,sequence,shortest,0.9999999999999986,22.000000000000703,21.999999999999996,693,158
drift_global,0.05,2101,12,sequence,linear_empirical,0.9999999999999991,21.308686629123617,21.30868662912318,693,158
drift_global,0.05,2101,12,sequence,certainty_equivalent,0.9999999999999989,21.92869076811251,21.928690768111966,693,158
drift_global,0.05,2101,12,sequence,linear_oracle,0.9999999999999984,21.327350067765877,21.327350067765114,693,158
drift_global,0.05,2101,12,sequence,shortest_oracle,0.9999999999999986,22.000000000000703,21.999999999999996,693,158
drift_global,0.05,2101,12,sequence,ssp_optimal,0.9999999999999982,21.21363412535134,21.21363412535047,693,158
drift_global,0.05,2101,13,all_of,linear,0.9999999999999991,13.90179395145937,13.901793951458927,1380,158
drift_global,0.05,2101,13,all_of,shortest,0.9999999999999984,14.26315789473758,14.263157894736805,1380,158
drift_global,0.05,2101,13,all_of,linear_empirical,0.9999999999999991,13.90179395145937,13.901793951458927,1380,158
drift_global,0.05,2101,13,all_of,certainty_equivalent,0.9999999999999992,14.217583425143523,14.217583425143136,1380,158
drift_global,0.05,2101,13,all_of,linear_oracle,0.9999999999999992,13.91544485877295,13.915444858772563,1380,158
drift_global,0.05,2101,13,all_of,shortest_oracle,0.9999999999999984,14.26315789473758,14.263157894736805,1380,158
drift_global,0.05,2101,13,all_of,ssp_optimal,0.9999999999999989,13.884430599228335,13.884430599227782,1380,158
drift_global,0.05,2101,14,condition_then,linear,0.9999999999999991,5.502185168136194,5.502185168135744,505,158
drift_global,0.05,2101,14,condition_then,shortest,0.9999999999999997,5.526315789473853,5.526315789473684,505,158
drift_global,0.05,2101,14,condition_then,linear_empirical,0.9999999999999991,5.502185168136194,5.502185168135744,505,158
drift_global,0.05,2101,14,condition_then,certainty_equivalent,0.9999999999999997,5.526315789473853,5.526315789473684,505,158
drift_global,0.05,2101,14,condition_then,linear_oracle,0.9999999999999998,5.4600190889140805,5.460019088913968,505,158
drift_global,0.05,2101,14,condition_then,shortest_oracle,0.9999999999999997,5.526315789473853,5.526315789473684,505,158
drift_global,0.05,2101,14,condition_then,ssp_optimal,0.9999999999999998,5.4600190889140805,5.460019088913968,505,158
drift_global,0.05,2101,15,sequence,linear,0.9999999999999983,18.91704033970373,18.917040339702908,693,158
drift_global,0.05,2101,15,sequence,shortest,0.9999999999999989,19.684210526316324,19.684210526315777,693,158
drift_global,0.05,2101,15,sequence,linear_empirical,0.9999999999999983,18.809536670080593,18.809536670079773,693,158
drift_global,0.05,2101,15,sequence,certainty_equivalent,0.9999999999999981,19.669650316267756,19.669650316266825,693,158
drift_global,0.05,2101,15,sequence,linear_oracle,0.9999999999999987,18.826900022311573,18.826900022310916,693,158
drift_global,0.05,2101,15,sequence,shortest_oracle,0.9999999999999989,19.684210526316324,19.684210526315777,693,158
drift_global,0.05,2101,15,sequence,ssp_optimal,0.9999999999999992,18.63379736859111,18.633797368590727,693,158
drift_global,0.05,2101,16,all_of,linear,0.9999999999999993,17.084795328081224,17.084795328080894,1380,158
drift_global,0.05,2101,16,all_of,shortest,0.9999999999999983,17.578947368421847,17.578947368421023,1380,158
drift_global,0.05,2101,16,all_of,linear_empirical,0.9999999999999989,17.058793599864984,17.058793599864433,1380,158
drift_global,0.05,2101,16,all_of,certainty_equivalent,0.999999999999999,17.198456675107966,17.198456675107472,1380,158
drift_global,0.05,2101,16,all_of,linear_oracle,0.9999999999999992,15.97089379420122,15.970893794200835,1380,158
drift_global,0.05,2101,16,all_of,shortest_oracle,0.9999999999999991,15.368421052632021,15.36842105263158,1380,158
drift_global,0.05,2101,16,all_of,ssp_optimal,0.9999999999999993,14.746043111702605,14.746043111702274,1380,158
drift_global,0.05,2101,17,condition_then,linear,0.9999999999999991,10.90720090903065,10.907200909030204,505,158
drift_global,0.05,2101,17,condition_then,shortest,0.9999999999999992,11.052631578947754,11.052631578947365,505,158
drift_global,0.05,2101,17,condition_then,linear_empirical,0.9999999999999993,10.90706441663351,10.907064416633176,505,158
drift_global,0.05,2101,17,condition_then,certainty_equivalent,0.9999999999999992,11.052631578947754,11.052631578947365,505,158
drift_global,0.05,2101,17,condition_then,linear_oracle,0.9999999999999997,8.696538100843872,8.696538100843705,505,158
drift_global,0.05,2101,17,condition_then,shortest_oracle,0.9999999999999994,8.842105263158166,8.842105263157887,505,158
drift_global,0.05,2101,17,condition_then,ssp_optimal,0.9999999999999997,8.696538100843872,8.696538100843705,505,158
drift_global,0.05,2101,18,sequence,linear,0.0,512.0,,693,158
drift_global,0.05,2101,18,sequence,shortest,0.0,512.0,,693,158
drift_global,0.05,2101,18,sequence,linear_empirical,0.0,512.0,,693,158
drift_global,0.05,2101,18,sequence,certainty_equivalent,0.0,512.0,,693,158
drift_global,0.05,2101,18,sequence,linear_oracle,0.9999999999999992,21.692218085802146,21.692218085801766,693,158
drift_global,0.05,2101,18,sequence,shortest_oracle,0.9999999999999983,22.89473684210605,22.894736842105235,693,158
drift_global,0.05,2101,18,sequence,ssp_optimal,0.9999999999999991,21.36427163494989,21.364271634949453,693,158
drift_global,0.05,2101,19,all_of,linear,0.0,512.0,,1380,158
drift_global,0.05,2101,19,all_of,shortest,0.0,512.0,,1380,158
drift_global,0.05,2101,19,all_of,linear_empirical,0.0,512.0,,1380,158
drift_global,0.05,2101,19,all_of,certainty_equivalent,0.0,512.0,,1380,158
drift_global,0.05,2101,19,all_of,linear_oracle,0.9999999999999991,20.21288590343172,20.21288590343128,1380,158
drift_global,0.05,2101,19,all_of,shortest_oracle,0.9999999999999988,20.78947368421111,20.78947368421051,1380,158
drift_global,0.05,2101,19,all_of,ssp_optimal,0.9999999999999988,19.99238386581216,19.99238386581156,1380,158
drift_global,0.05,2101,20,condition_then,linear,0.9999999999999997,7.6862551043413,7.686255104341132,465,158
drift_global,0.05,2101,20,condition_then,shortest,0.9999999999999994,7.736842105263437,7.7368421052631575,465,158
drift_global,0.05,2101,20,condition_then,linear_empirical,0.9999999999999997,7.6862551043413,7.686255104341132,465,158
drift_global,0.05,2101,20,condition_then,certainty_equivalent,0.999999999999999,7.7318295739353236,7.73182957393482,465,158
drift_global,0.05,2101,20,condition_then,linear_oracle,0.9999999999999997,7.620273413398057,7.620273413397889,465,158
drift_global,0.05,2101,20,condition_then,shortest_oracle,0.9999999999999994,7.736842105263437,7.7368421052631575,465,158
drift_global,0.05,2101,20,condition_then,ssp_optimal,0.9999999999999997,7.620273413398057,7.620273413397889,465,158
drift_global,0.05,2101,21,sequence,linear,0.9999999999999986,20.36581667228105,20.36581667228034,693,158
drift_global,0.05,2101,21,sequence,shortest,0.9999999999999983,20.894736842106052,20.894736842105235,693,158
drift_global,0.05,2101,21,sequence,linear_empirical,0.9999999999999988,20.45371647794456,20.45371647794396,693,158
drift_global,0.05,2101,21,sequence,certainty_equivalent,0.999999999999999,20.553203574051018,20.553203574050528,693,158
