seed,budget,task_id,task_type,method,success,steps,shortest_product_steps,base_learned_states,task_memory_states,reachable_product_states
2505,4096,45,branch,product_compiler,True,8,8.0,297,4,1184
2505,8192,0,sequence,static_source,False,512,17.0,297,4,0
2505,8192,0,sequence,dynamic_source,True,17,17.0,297,4,0
2505,8192,0,sequence,product_compiler,True,17,17.0,297,4,1185
2505,8192,1,all_of,static_source,False,512,15.0,297,8,0
2505,8192,1,all_of,dynamic_source,True,15,15.0,297,8,0
2505,8192,1,all_of,product_compiler,True,15,15.0,297,8,2364
2505,8192,2,condition_then,static_source,False,512,6.0,297,3,0
2505,8192,2,condition_then,dynamic_source,True,6,6.0,297,3,0
2505,8192,2,condition_then,product_compiler,True,6,6.0,297,3,653
2505,8192,3,sequence,static_source,False,512,17.0,297,4,0
2505,8192,3,sequence,dynamic_source,True,17,17.0,297,4,0
2505,8192,3,sequence,product_compiler,True,17,17.0,297,4,1185
2505,8192,4,all_of,static_source,False,512,14.0,297,8,0
2505,8192,4,all_of,dynamic_source,True,16,14.0,297,8,0
2505,8192,4,all_of,product_compiler,True,16,14.0,297,8,2364
2505,8192,5,condition_then,static_source,False,512,8.0,297,3,0
2505,8192,5,condition_then,dynamic_source,True,8,8.0,297,3,0
2505,8192,5,condition_then,product_compiler,True,8,8.0,297,3,773
2505,8192,6,sequence,static_source,False,512,20.0,297,4,0
2505,8192,6,sequence,dynamic_source,True,20,20.0,297,4,0
2505,8192,6,sequence,product_compiler,True,20,20.0,297,4,1185
2505,8192,7,all_of,static_source,False,512,17.0,297,8,0
2505,8192,7,all_of,dynamic_source,True,17,17.0,297,8,0
2505,8192,7,all_of,product_compiler,True,17,17.0,297,8,2364
2505,8192,8,condition_then,static_source,False,512,7.0,297,3,0
2505,8192,8,condition_then,dynamic_source,True,7,7.0,297,3,0
2505,8192,8,condition_then,product_compiler,True,7,7.0,297,3,740
2505,8192,9,sequence,static_source,False,512,22.0,297,4,0
2505,8192,9,sequence,dynamic_source,True,22,22.0,297,4,0
2505,8192,9,sequence,product_compiler,True,22,22.0,297,4,1185
2505,8192,10,all_of,static_source,False,512,18.0,297,8,0
2505,8192,10,all_of,dynamic_source,True,18,18.0,297,8,0
2505,8192,10,all_of,product_compiler,True,18,18.0,297,8,2364
2505,8192,11,condition_then,static_source,False,512,10.0,297,3,0
2505,8192,11,condition_then,dynamic_source,True,10,10.0,297,3,0
2505,8192,11,condition_then,product_compiler,True,10,10.0,297,3,788
2505,8192,12,sequence,static_source,False,512,25.0,297,4,0
2505,8192,12,sequence,dynamic_source,True,25,25.0,297,4,0
2505,8192,12,sequence,product_compiler,True,25,25.0,297,4,1185
