seed,task_id,task_type,structural_capped,frontier_t0_capped,virtual_frontier_capped,task_virtual_frontier_capped,structural_success,frontier_t0_success,virtual_frontier_success,task_virtual_frontier_success,D_task,G_task,success_task_minus_generic,success_generic_minus_frontier
73000037,3,sequence,30,30,30,30,True,True,True,True,0,0,0,0
73000037,4,all_of,20,20,20,20,True,True,True,True,0,0,0,0
73000037,5,condition_then,4,4,4,4,True,True,True,True,0,0,0,0
73000037,6,sequence,15,15,15,15,True,True,True,True,0,0,0,0
73000037,7,all_of,22,22,22,22,True,True,True,True,0,0,0,0
73000037,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000037,9,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000037,10,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000037,11,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000038,0,sequence,269,176,172,172,True,True,True,True,0,-4,0,0
73000038,1,all_of,54,54,45,45,True,True,True,True,0,-9,0,0
73000038,2,condition_then,16,16,16,16,True,True,True,True,0,0,0,0
73000038,3,sequence,26,26,26,26,True,True,True,True,0,0,0,0
73000038,4,all_of,19,19,19,19,True,True,True,True,0,0,0,0
73000038,5,condition_then,6,6,6,6,True,True,True,True,0,0,0,0
73000038,6,sequence,985,214,192,192,True,True,True,True,0,-22,0,0
73000038,7,all_of,980,204,180,186,True,True,True,True,6,-24,0,0
73000038,8,condition_then,103,98,61,61,True,True,True,True,0,-37,0,0
73000038,9,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000038,10,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000038,11,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000039,0,sequence,4096,270,255,255,False,True,True,True,0,-15,0,0
73000039,1,all_of,4096,261,246,246,False,True,True,True,0,-15,0,0
73000039,2,condition_then,2348,71,62,62,True,True,True,True,0,-9,0,0
73000039,3,sequence,707,79,70,70,True,True,True,True,0,-9,0,0
73000039,4,all_of,983,69,60,60,True,True,True,True,0,-9,0,0
73000039,5,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000039,6,sequence,29,33,29,29,True,True,True,True,0,-4,0,0
73000039,7,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000039,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000039,9,branch,25,28,43,43,True,True,True,True,0,15,0,0
73000039,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000039,11,branch,4096,93,102,102,False,True,True,True,0,9,0,0
73000040,0,sequence,22,22,22,22,True,True,True,True,0,0,0,0
73000040,1,all_of,3021,130,113,113,True,True,True,True,0,-17,0,0
73000040,2,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000040,3,sequence,29,29,29,29,True,True,True,True,0,0,0,0
73000040,4,all_of,19,19,19,19,True,True,True,True,0,0,0,0
73000040,5,condition_then,14,14,14,14,True,True,True,True,0,0,0,0
73000040,6,sequence,2630,124,100,100,True,True,True,True,0,-24,0,0
73000040,7,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000040,8,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000040,9,branch,14,14,14,14,True,True,True,True,0,0,0,0
73000040,10,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000040,11,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000041,0,sequence,26,26,26,26,True,True,True,True,0,0,0,0
73000041,1,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000041,2,condition_then,13,13,13,13,True,True,True,True,0,0,0,0
73000041,3,sequence,30,30,30,30,True,True,True,True,0,0,0,0
73000041,4,all_of,14,14,14,14,True,True,True,True,0,0,0,0
73000041,5,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000041,6,sequence,23,23,23,23,True,True,True,True,0,0,0,0
73000041,7,all_of,20,20,20,20,True,True,True,True,0,0,0,0
73000041,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000041,9,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000041,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000041,11,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000042,0,sequence,22,22,22,22,True,True,True,True,0,0,0,0
73000042,1,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000042,2,condition_then,16,16,16,16,True,True,True,True,0,0,0,0
73000042,3,sequence,16,16,16,16,True,True,True,True,0,0,0,0
73000042,4,all_of,17,17,17,17,True,True,True,True,0,0,0,0
73000042,5,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000042,6,sequence,20,20,20,20,True,True,True,True,0,0,0,0
73000042,7,all_of,12,12,12,12,True,True,True,True,0,0,0,0
73000042,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000042,9,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000042,10,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000042,11,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000043,0,sequence,1104,638,890,873,True,True,True,True,-17,252,0,0
73000043,1,all_of,1905,683,882,865,True,True,True,True,-17,199,0,0
73000043,2,condition_then,27,27,27,27,True,True,True,True,0,0,0,0
73000043,3,sequence,397,453,272,268,True,True,True,True,-4,-181,0,0
73000043,4,all_of,4096,1381,1132,1132,False,True,True,True,0,-249,0,0
73000043,5,condition_then,35,35,35,35,True,True,True,True,0,0,0,0
73000043,6,sequence,4096,1023,943,943,False,True,True,True,0,-80,0,0
73000043,7,all_of,4096,1014,934,934,False,True,True,True,0,-80,0,0
73000043,8,condition_then,2390,822,740,754,True,True,True,True,14,-82,0,0
73000043,9,branch,1141,524,396,396,True,True,True,True,0,-128,0,0
73000043,10,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000043,11,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000044,0,sequence,17,17,17,17,True,True,True,True,0,0,0,0
73000044,1,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000044,2,condition_then,16,16,16,16,True,True,True,True,0,0,0,0
73000044,3,sequence,3059,91,115,115,True,True,True,True,0,24,0,0
73000044,4,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000044,5,condition_then,15,15,15,15,True,True,True,True,0,0,0,0
73000044,6,sequence,14,14,14,14,True,True,True,True,0,0,0,0
73000044,7,all_of,16,16,16,16,True,True,True,True,0,0,0,0
73000044,8,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000044,9,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000044,10,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000044,11,branch,14,14,14,14,True,True,True,True,0,0,0,0
73000045,0,sequence,4096,198,195,195,False,True,True,True,0,-3,0,0
73000045,1,all_of,4096,186,181,181,False,True,True,True,0,-5,0,0
73000045,2,condition_then,4064,59,59,59,True,True,True,True,0,0,0,0
73000045,3,sequence,11,11,11,11,True,True,True,True,0,0,0,0
73000045,4,all_of,11,11,11,11,True,True,True,True,0,0,0,0
73000045,5,condition_then,4096,114,106,106,False,True,True,True,0,-8,0,0
73000045,6,sequence,4096,214,204,204,False,True,True,True,0,-10,0,0
73000045,7,all_of,4096,210,200,200,False,True,True,True,0,-10,0,0
73000045,8,condition_then,834,97,89,89,True,True,True,True,0,-8,0,0
73000045,9,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000045,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000045,11,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000046,0,condition_then,6,6,6,6,True,True,True,True,0,0,0,0
73000046,1,condition_then,8,8,8,8,True,True,True,True,0,0,0,0
73000046,2,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000046,3,sequence,9,9,9,9,True,True,True,True,0,0,0,0
73000046,4,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000046,5,sequence,10,10,10,10,True,True,True,True,0,0,0,0
73000046,6,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000046,7,sequence,9,9,9,9,True,True,True,True,0,0,0,0
73000046,8,all_of,9,9,9,9,True,True,True,True,0,0,0,0
73000046,9,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000046,10,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000046,11,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000047,0,sequence,496,389,424,424,True,True,True,True,0,35,0,0
73000047,1,all_of,489,382,417,410,True,True,True,True,-7,35,0,0
73000047,2,condition_then,455,334,289,289,True,True,True,True,0,-45,0,0
73000047,3,sequence,22,22,22,22,True,True,True,True,0,0,0,0
73000047,4,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000047,5,condition_then,134,134,134,134,True,True,True,True,0,0,0,0
73000047,6,sequence,320,304,320,320,True,True,True,True,0,16,0,0
73000047,7,all_of,167,167,167,167,True,True,True,True,0,0,0,0
73000047,8,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000047,9,branch,12,12,12,12,True,True,True,True,0,0,0,0
73000047,10,branch,18,18,18,18,True,True,True,True,0,0,0,0
73000047,11,branch,12,12,12,12,True,True,True,True,0,0,0,0
73000048,0,sequence,19,19,19,19,True,True,True,True,0,0,0,0
73000048,1,all_of,12,12,12,12,True,True,True,True,0,0,0,0
73000048,2,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000048,3,sequence,13,13,13,13,True,True,True,True,0,0,0,0
73000048,4,all_of,8,8,8,8,True,True,True,True,0,0,0,0
73000048,5,condition_then,8,8,8,8,True,True,True,True,0,0,0,0
73000048,6,sequence,16,16,16,16,True,True,True,True,0,0,0,0
73000048,7,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000048,8,condition_then,4,4,4,4,True,True,True,True,0,0,0,0
73000048,9,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000048,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000048,11,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000049,0,sequence,24,24,24,24,True,True,True,True,0,0,0,0
73000049,1,all_of,24,24,24,24,True,True,True,True,0,0,0,0
73000049,2,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000049,3,sequence,13,13,13,13,True,True,True,True,0,0,0,0
73000049,4,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000049,5,condition_then,8,8,8,8,True,True,True,True,0,0,0,0
73000049,6,sequence,20,20,20,20,True,True,True,True,0,0,0,0
73000049,7,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000049,8,condition_then,13,13,13,13,True,True,True,True,0,0,0,0
73000049,9,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000049,10,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000049,11,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000050,0,sequence,29,29,29,29,True,True,True,True,0,0,0,0
73000050,1,all_of,1054,536,552,613,True,True,True,True,61,16,0,0
73000050,2,condition_then,16,16,16,16,True,True,True,True,0,0,0,0
73000050,3,sequence,861,795,509,509,True,True,True,True,0,-286,0,0
73000050,4,all_of,856,790,505,509,True,True,True,True,4,-285,0,0
73000050,5,condition_then,3,3,3,3,True,True,True,True,0,0,0,0
73000050,6,sequence,152,152,152,152,True,True,True,True,0,0,0,0
73000050,7,all_of,151,151,151,151,True,True,True,True,0,0,0,0
73000050,8,condition_then,21,21,21,21,True,True,True,True,0,0,0,0
73000050,9,branch,1011,616,494,494,True,True,True,True,0,-122,0,0
73000050,10,branch,57,57,57,57,True,True,True,True,0,0,0,0
73000050,11,branch,393,409,422,422,True,True,True,True,0,13,0,0
73000051,0,sequence,337,334,236,236,True,True,True,True,0,-98,0,0
73000051,1,all_of,311,308,210,210,True,True,True,True,0,-98,0,0
73000051,2,condition_then,13,13,13,13,True,True,True,True,0,0,0,0
73000051,3,sequence,77,113,85,85,True,True,True,True,0,-28,0,0
73000051,4,all_of,91,107,79,71,True,True,True,True,-8,-28,0,0
73000051,5,condition_then,668,383,321,321,True,True,True,True,0,-62,0,0
73000051,6,sequence,23,23,23,23,True,True,True,True,0,0,0,0
73000051,7,all_of,110,69,64,64,True,True,True,True,0,-5,0,0
73000051,8,condition_then,559,362,232,232,True,True,True,True,0,-130,0,0
73000051,9,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000051,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000051,11,branch,344,246,237,237,True,True,True,True,0,-9,0,0
73000052,0,sequence,1964,336,392,392,True,True,True,True,0,56,0,0
73000052,1,all_of,4096,436,427,427,False,True,True,True,0,-9,0,0
73000052,2,condition_then,1808,405,464,464,True,True,True,True,0,59,0,0
73000052,3,sequence,18,18,18,18,True,True,True,True,0,0,0,0
73000052,4,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000052,5,condition_then,19,19,19,19,True,True,True,True,0,0,0,0
73000052,6,sequence,2286,217,202,202,True,True,True,True,0,-15,0,0
73000052,7,all_of,4096,412,444,444,False,True,True,True,0,32,0,0
73000052,8,condition_then,1905,198,189,189,True,True,True,True,0,-9,0,0
73000052,9,branch,614,242,249,249,True,True,True,True,0,7,0,0
73000052,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000052,11,branch,6,6,6,6,True,True,True,True,0,0,0,0
73000053,0,sequence,22,22,22,22,True,True,True,True,0,0,0,0
73000053,1,all_of,23,23,23,23,True,True,True,True,0,0,0,0
73000053,2,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000053,3,sequence,19,19,19,19,True,True,True,True,0,0,0,0
73000053,4,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000053,5,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000053,6,sequence,29,29,29,29,True,True,True,True,0,0,0,0
73000053,7,all_of,28,28,28,28,True,True,True,True,0,0,0,0
73000053,8,condition_then,4,4,4,4,True,True,True,True,0,0,0,0
73000053,9,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000053,10,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000053,11,branch,15,15,15,15,True,True,True,True,0,0,0,0
73000054,0,sequence,17,17,17,17,True,True,True,True,0,0,0,0
73000054,1,all_of,14,14,14,14,True,True,True,True,0,0,0,0
73000054,2,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000054,3,sequence,15,15,15,15,True,True,True,True,0,0,0,0
73000054,4,all_of,6,6,6,6,True,True,True,True,0,0,0,0
73000054,5,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000054,6,sequence,12,12,12,12,True,True,True,True,0,0,0,0
73000054,7,all_of,16,16,16,16,True,True,True,True,0,0,0,0
73000054,8,condition_then,13,13,13,13,True,True,True,True,0,0,0,0
73000054,9,branch,11,11,11,11,True,True,True,True,0,0,0,0
73000054,10,branch,11,11,11,11,True,True,True,True,0,0,0,0
73000054,11,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000055,0,sequence,3500,367,406,343,True,True,True,True,-63,39,0,0
73000055,1,all_of,3493,355,394,336,True,True,True,True,-58,39,0,0
73000055,2,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000055,3,sequence,92,212,128,125,True,True,True,True,-3,-84,0,0
73000055,4,all_of,75,202,117,114,True,True,True,True,-3,-85,0,0
73000055,5,condition_then,17,17,17,17,True,True,True,True,0,0,0,0
73000055,6,sequence,278,220,207,207,True,True,True,True,0,-13,0,0
73000055,7,all_of,87,66,135,135,True,True,True,True,0,69,0,0
73000055,8,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000055,9,branch,11,11,11,11,True,True,True,True,0,0,0,0
73000055,10,branch,17,17,17,17,True,True,True,True,0,0,0,0
73000055,11,branch,12,12,12,12,True,True,True,True,0,0,0,0
73000056,0,sequence,598,507,301,403,True,True,True,True,102,-206,0,0
73000056,1,all_of,2804,1163,754,739,True,True,True,True,-15,-409,0,0
73000056,2,condition_then,616,588,186,186,True,True,True,True,0,-402,0,0
73000056,3,sequence,649,438,597,597,True,True,True,True,0,159,0,0
73000056,4,all_of,1963,1104,592,592,True,True,True,True,0,-512,0,0
73000056,5,condition_then,1515,1148,725,536,True,True,True,True,-189,-423,0,0
73000056,6,sequence,2945,801,1156,1153,True,True,True,True,-3,355,0,0
73000056,7,all_of,4096,1626,1157,1157,False,True,True,True,0,-469,0,0
73000056,8,condition_then,4096,1116,1274,1187,False,True,True,True,-87,158,0,0
73000056,9,branch,1920,1135,524,524,True,True,True,True,0,-611,0,0
73000056,10,branch,3090,866,654,654,True,True,True,True,0,-212,0,0
73000056,11,branch,1547,640,677,677,True,True,True,True,0,37,0,0
73000057,0,sequence,18,18,18,18,True,True,True,True,0,0,0,0
73000057,1,all_of,20,20,20,20,True,True,True,True,0,0,0,0
73000057,2,condition_then,15,15,15,15,True,True,True,True,0,0,0,0
73000057,3,sequence,16,16,16,16,True,True,True,True,0,0,0,0
73000057,4,all_of,12,12,12,12,True,True,True,True,0,0,0,0
73000057,5,condition_then,19,19,19,19,True,True,True,True,0,0,0,0
73000057,6,sequence,15,15,15,15,True,True,True,True,0,0,0,0
73000057,7,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000057,8,condition_then,7,7,7,7,True,True,True,True,0,0,0,0
73000057,9,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000057,10,branch,12,12,12,12,True,True,True,True,0,0,0,0
73000057,11,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000058,0,sequence,783,484,246,246,True,True,True,True,0,-238,0,0
73000058,1,all_of,1000,463,237,237,True,True,True,True,0,-226,0,0
73000058,2,condition_then,7,7,7,7,True,True,True,True,0,0,0,0
73000058,3,sequence,4096,123,313,313,False,True,True,True,0,190,0,0
73000058,4,all_of,4096,124,314,314,False,True,True,True,0,190,0,0
73000058,5,condition_then,2289,90,116,116,True,True,True,True,0,26,0,0
73000058,6,sequence,4096,793,735,735,False,True,True,True,0,-58,0,0
73000058,7,all_of,4096,680,497,497,False,True,True,True,0,-183,0,0
73000058,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000058,9,branch,265,68,136,136,True,True,True,True,0,68,0,0
73000058,10,branch,324,617,257,257,True,True,True,True,0,-360,0,0
73000058,11,branch,14,14,14,14,True,True,True,True,0,0,0,0
73000059,0,sequence,13,13,13,13,True,True,True,True,0,0,0,0
73000059,1,all_of,14,14,14,14,True,True,True,True,0,0,0,0
73000059,2,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000059,3,sequence,10,10,10,10,True,True,True,True,0,0,0,0
73000059,4,all_of,7,7,7,7,True,True,True,True,0,0,0,0
73000059,5,condition_then,7,7,7,7,True,True,True,True,0,0,0,0
73000059,6,sequence,19,19,19,19,True,True,True,True,0,0,0,0
73000059,7,all_of,8,8,8,8,True,True,True,True,0,0,0,0
73000059,8,condition_then,7,7,7,7,True,True,True,True,0,0,0,0
73000059,9,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000059,10,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000059,11,branch,6,6,6,6,True,True,True,True,0,0,0,0
73000060,0,sequence,323,423,414,414,True,True,True,True,0,-9,0,0
73000060,1,all_of,315,415,406,406,True,True,True,True,0,-9,0,0
73000060,2,condition_then,310,380,401,405,True,True,True,True,4,21,0,0
73000060,3,sequence,4096,4096,4096,4096,False,False,False,False,0,0,0,0
73000060,4,all_of,19,19,19,19,True,True,True,True,0,0,0,0
73000060,5,condition_then,8,8,8,8,True,True,True,True,0,0,0,0
73000060,6,sequence,592,531,557,557,True,True,True,True,0,26,0,0
73000060,7,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000060,8,condition_then,2,2,2,2,True,True,True,True,0,0,0,0
73000060,9,branch,129,144,136,136,True,True,True,True,0,-8,0,0
73000060,10,branch,9,9,9,9,True,True,True,True,0,0,0,0
73000060,11,branch,381,414,396,396,True,True,True,True,0,-18,0,0
73000061,0,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000061,1,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000061,2,sequence,15,15,15,15,True,True,True,True,0,0,0,0
73000061,3,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000061,4,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000061,5,sequence,12,12,12,12,True,True,True,True,0,0,0,0
73000061,6,all_of,12,12,12,12,True,True,True,True,0,0,0,0
73000061,7,sequence,13,13,13,13,True,True,True,True,0,0,0,0
73000061,8,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000061,9,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000061,10,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000061,11,branch,12,12,12,12,True,True,True,True,0,0,0,0
73000062,0,sequence,19,19,19,19,True,True,True,True,0,0,0,0
73000062,1,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000062,2,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000062,3,sequence,20,20,20,20,True,True,True,True,0,0,0,0
73000062,4,all_of,10,10,10,10,True,True,True,True,0,0,0,0
73000062,5,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000062,6,sequence,18,18,18,18,True,True,True,True,0,0,0,0
73000062,7,all_of,18,18,18,18,True,True,True,True,0,0,0,0
73000062,8,condition_then,6,6,6,6,True,True,True,True,0,0,0,0
73000062,9,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000062,10,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000062,11,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000063,0,sequence,16,16,16,16,True,True,True,True,0,0,0,0
73000063,1,all_of,13,13,13,13,True,True,True,True,0,0,0,0
73000063,2,condition_then,15,15,15,15,True,True,True,True,0,0,0,0
73000063,3,sequence,9,9,9,9,True,True,True,True,0,0,0,0
73000063,4,all_of,6,6,6,6,True,True,True,True,0,0,0,0
73000063,5,condition_then,3,3,3,3,True,True,True,True,0,0,0,0
73000063,6,sequence,17,17,17,17,True,True,True,True,0,0,0,0
73000063,7,all_of,12,12,12,12,True,True,True,True,0,0,0,0
73000063,8,condition_then,9,9,9,9,True,True,True,True,0,0,0,0
73000063,9,branch,11,11,11,11,True,True,True,True,0,0,0,0
73000063,10,branch,6,6,6,6,True,True,True,True,0,0,0,0
73000063,11,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000064,0,sequence,60,62,60,60,True,True,True,True,0,-2,0,0
73000064,1,all_of,26,26,26,26,True,True,True,True,0,0,0,0
73000064,2,condition_then,35,35,35,35,True,True,True,True,0,0,0,0
73000064,3,sequence,2981,223,177,177,True,True,True,True,0,-46,0,0
73000064,4,all_of,2956,220,174,176,True,True,True,True,2,-46,0,0
73000064,5,condition_then,2979,222,175,175,True,True,True,True,0,-47,0,0
73000064,6,sequence,2988,217,126,126,True,True,True,True,0,-91,0,0
73000064,7,all_of,2980,209,114,114,True,True,True,True,0,-95,0,0
73000064,8,condition_then,2977,205,110,110,True,True,True,True,0,-95,0,0
73000064,9,branch,14,14,14,14,True,True,True,True,0,0,0,0
73000064,10,branch,20,20,20,20,True,True,True,True,0,0,0,0
73000064,11,branch,61,61,61,61,True,True,True,True,0,0,0,0
73000065,0,sequence,1690,343,236,236,True,True,True,True,0,-107,0,0
73000065,1,all_of,1684,337,230,230,True,True,True,True,0,-107,0,0
73000065,2,condition_then,44,30,44,33,True,True,True,True,-11,14,0,0
73000065,3,sequence,2305,335,242,242,True,True,True,True,0,-93,0,0
73000065,4,all_of,2294,324,230,230,True,True,True,True,0,-94,0,0
73000065,5,condition_then,22,16,29,29,True,True,True,True,0,13,0,0
73000065,6,sequence,3566,633,428,428,True,True,True,True,0,-205,0,0
73000065,7,all_of,3551,618,410,489,True,True,True,True,79,-208,0,0
73000065,8,condition_then,14,83,14,14,True,True,True,True,0,-69,0,0
73000065,9,branch,4096,933,344,344,False,True,True,True,0,-589,0,0
73000065,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000065,11,branch,78,125,94,94,True,True,True,True,0,-31,0,0
73000066,0,sequence,16,16,16,16,True,True,True,True,0,0,0,0
73000066,1,all_of,11,11,11,11,True,True,True,True,0,0,0,0
73000066,2,condition_then,6,6,6,6,True,True,True,True,0,0,0,0
73000066,3,sequence,20,20,20,20,True,True,True,True,0,0,0,0
73000066,4,all_of,15,15,15,15,True,True,True,True,0,0,0,0
73000066,5,condition_then,14,14,14,14,True,True,True,True,0,0,0,0
73000066,6,sequence,57,64,161,161,True,True,True,True,0,97,0,0
73000066,7,all_of,42,49,147,147,True,True,True,True,0,98,0,0
73000066,8,condition_then,12,12,12,12,True,True,True,True,0,0,0,0
73000066,9,branch,13,13,13,13,True,True,True,True,0,0,0,0
73000066,10,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000066,11,branch,10,10,10,10,True,True,True,True,0,0,0,0
73000067,0,sequence,22,22,22,22,True,True,True,True,0,0,0,0
73000067,1,all_of,19,19,19,19,True,True,True,True,0,0,0,0
73000067,2,condition_then,23,23,23,23,True,True,True,True,0,0,0,0
73000067,3,sequence,2031,228,130,130,True,True,True,True,0,-98,0,0
73000067,4,all_of,2035,232,134,121,True,True,True,True,-13,-98,0,0
73000067,5,condition_then,11,11,11,11,True,True,True,True,0,0,0,0
73000067,6,sequence,18,18,18,18,True,True,True,True,0,0,0,0
73000067,7,all_of,14,14,14,14,True,True,True,True,0,0,0,0
73000067,8,condition_then,10,10,10,10,True,True,True,True,0,0,0,0
73000067,9,branch,8,8,8,8,True,True,True,True,0,0,0,0
73000067,10,branch,17,17,17,17,True,True,True,True,0,0,0,0
73000067,11,branch,7,7,7,7,True,True,True,True,0,0,0,0
73000068,0,sequence,40,40,40,40,True,True,True,True,0,0,0,0
73000068,1,all_of,43,43,43,43,True,True,True,True,0,0,0,0
73000068,2,condition_then,31,31,31,31,True,True,True,True,0,0,0,0
73000068,3,sequence,239,239,239,239,True,True,True,True,0,0,0,0
73000068,4,all_of,22,22,22,22,True,True,True,True,0,0,0,0
73000068,5,condition_then,176,176,176,106,True,True,True,True,-70,0,0,0
73000068,6,sequence,634,613,606,606,True,True,True,True,0,-7,0,0
73000068,7,all_of,616,595,588,588,True,True,True,True,0,-7,0,0
73000068,8,condition_then,95,48,48,48,True,True,True,True,0,0,0,0
73000068,9,branch,235,235,235,235,True,True,True,True,0,0,0,0
73000068,10,branch,262,262,262,262,True,True,True,True,0,0,0,0
73000068,11,branch,97,97,97,97,True,True,True,True,0,0,0,0
