slip,seed,task_id,task_type,method,success,steps,replans,why,shortest_in_model,learned_states
0.0,2808,38,branch,shortest,True,8,1,success,8,97
0.0,2808,38,branch,expected,True,8,1,success,8,97
0.0,2808,39,branch,linear,True,10,1,success,10,97
0.0,2808,39,branch,linear_empirical,True,10,1,success,10,97
0.0,2808,39,branch,shortest,True,10,1,success,10,97
0.0,2808,39,branch,expected,True,10,1,success,10,97
0.0,2808,40,branch,linear,True,17,1,success,13,97
0.0,2808,40,branch,linear_empirical,True,17,1,success,13,97
0.0,2808,40,branch,shortest,True,13,1,success,13,97
0.0,2808,40,branch,expected,True,13,1,success,13,97
0.0,2808,41,branch,linear,True,11,1,success,11,97
0.0,2808,41,branch,linear_empirical,True,11,1,success,11,97
0.0,2808,41,branch,shortest,True,11,1,success,11,97
0.0,2808,41,branch,expected,True,11,1,success,11,97
0.0,2808,42,branch,linear,True,8,1,success,8,97
0.0,2808,42,branch,linear_empirical,True,8,1,success,8,97
0.0,2808,42,branch,shortest,True,8,1,success,8,97
0.0,2808,42,branch,expected,True,8,1,success,8,97
0.0,2808,43,branch,linear,True,6,1,success,6,97
0.0,2808,43,branch,linear_empirical,True,6,1,success,6,97
0.0,2808,43,branch,shortest,True,6,1,success,6,97
0.0,2808,43,branch,expected,True,6,1,success,6,97
0.0,2808,44,branch,linear,True,9,1,success,9,97
0.0,2808,44,branch,linear_empirical,True,9,1,success,9,97
0.0,2808,44,branch,shortest,True,9,1,success,9,97
0.0,2808,44,branch,expected,True,9,1,success,9,97
0.0,2808,45,branch,linear,True,10,1,success,10,97
0.0,2808,45,branch,linear_empirical,True,10,1,success,10,97
0.0,2808,45,branch,shortest,True,10,1,success,10,97
0.0,2808,45,branch,expected,True,10,1,success,10,97
0.05,2101,0,sequence,linear,True,23,1,success,23,172
0.05,2101,0,sequence,linear_empirical,True,23,1,success,23,172
0.05,2101,0,sequence,shortest,True,91,1,success,23,172
0.05,2101,0,sequence,expected,True,91,1,success,23,172
0.05,2101,1,all_of,linear,True,188,1,success,16,172
0.05,2101,1,all_of,linear_empirical,True,188,1,success,16,172
0.05,2101,1,all_of,shortest,True,187,1,success,16,172
0.05,2101,1,all_of,expected,True,187,1,success,16,172
0.05,2101,2,condition_then,linear,True,56,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,True,56,1,success,12,172
0.05,2101,2,condition_then,shortest,True,12,1,success,12,172
0.05,2101,2,condition_then,expected,True,12,1,success,12,172
0.05,2101,3,sequence,linear,True,27,1,success,20,172
0.05,2101,3,sequence,linear_empirical,True,27,1,success,20,172
0.05,2101,3,sequence,shortest,True,84,1,success,20,172
0.05,2101,3,sequence,expected,True,84,1,success,20,172
0.05,2101,4,all_of,linear,True,127,1,success,13,172
0.05,2101,4,all_of,linear_empirical,True,127,1,success,13,172
0.05,2101,4,all_of,shortest,True,97,1,success,13,172
0.05,2101,4,all_of,expected,True,97,1,success,13,172
0.05,2101,5,condition_then,linear,True,11,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,True,11,1,success,10,172
0.05,2101,5,condition_then,shortest,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,True,27,1,success,10,172
0.05,2101,6,sequence,linear,True,23,1,success,21,172
0.05,2101,6,sequence,linear_empirical,True,23,1,success,21,172
0.05,2101,6,sequence,shortest,True,23,1,success,21,172
0.05,2101,6,sequence,expected,True,23,1,success,21,172
0.05,2101,7,all_of,linear,True,17,1,success,16,172
0.05,2101,7,all_of,linear_empirical,True,17,1,success,16,172
0.05,2101,7,all_of,shortest,True,17,1,success,16,172
0.05,2101,7,all_of,expected,True,16,1,success,16,172
0.05,2101,8,condition_then,linear,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,True,6,1,success,6,172
0.05,2101,9,sequence,linear,True,20,1,success,19,172
0.05,2101,9,sequence,linear_empirical,True,20,1,success,19,172
0.05,2101,9,sequence,shortest,True,19,1,success,19,172
0.05,2101,9,sequence,expected,True,19,1,success,19,172
0.05,2101,10,all_of,linear,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,True,19,1,success,18,172
0.05,2101,10,all_of,expected,True,19,1,success,18,172
0.05,2101,11,condition_then,linear,True,12,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,True,12,1,success,9,172
0.05,2101,11,condition_then,shortest,True,18,1,success,9,172
0.05,2101,11,condition_then,expected,True,12,1,success,9,172
0.05,2101,12,sequence,linear,True,17,1,success,17,172
0.05,2101,12,sequence,linear_empirical,True,18,1,success,17,172
0.05,2101,12,sequence,shortest,True,17,1,success,17,172
0.05,2101,12,sequence,expected,True,17,1,success,17,172
0.05,2101,13,all_of,linear,True,14,1,success,13,172
0.05,2101,13,all_of,linear_empirical,True,16,1,success,13,172
0.05,2101,13,all_of,shortest,True,14,1,success,13,172
0.05,2101,13,all_of,expected,True,13,1,success,13,172
0.05,2101,14,condition_then,linear,True,13,1,success,13,172
0.05,2101,14,condition_then,linear_empirical,True,13,1,success,13,172
0.05,2101,14,condition_then,shortest,True,13,1,success,13,172
0.05,2101,14,condition_then,expected,True,13,1,success,13,172
0.05,2101,15,sequence,linear,True,16,1,success,15,172
0.05,2101,15,sequence,linear_empirical,True,14,1,success,15,172
0.05,2101,15,sequence,shortest,True,16,1,success,15,172
0.05,2101,15,sequence,expected,True,14,1,success,15,172
0.05,2101,16,all_of,linear,True,15,1,success,14,172
0.05,2101,16,all_of,linear_empirical,True,13,1,success,14,172
0.05,2101,16,all_of,shortest,True,15,1,success,14,172
0.05,2101,16,all_of,expected,True,13,1,success,14,172
0.05,2101,17,condition_then,linear,True,7,1,success,7,172
0.05,2101,17,condition_then,linear_empirical,True,7,1,success,7,172
0.05,2101,17,condition_then,shortest,True,7,1,success,7,172
0.05,2101,17,condition_then,expected,True,7,1,success,7,172
0.05,2101,18,sequence,linear,True,42,1,success,21,172
0.05,2101,18,sequence,linear_empirical,True,26,1,success,21,172
0.05,2101,18,sequence,shortest,True,42,1,success,21,172
0.05,2101,18,sequence,expected,True,26,1,success,21,172
0.05,2101,19,all_of,linear,True,21,1,success,19,172
0.05,2101,19,all_of,linear_empirical,True,21,1,success,19,172
0.05,2101,19,all_of,shortest,True,21,1,success,19,172
0.05,2101,19,all_of,expected,True,21,1,success,19,172
0.05,2101,20,condition_then,linear,True,333,1,success,6,172
0.05,2101,20,condition_then,linear_empirical,True,10,1,success,6,172
0.05,2101,20,condition_then,shortest,True,12,1,success,6,172
0.05,2101,20,condition_then,expected,True,10,1,success,6,172
0.05,2101,21,sequence,linear,True,23,1,success,21,172
0.05,2101,21,sequence,linear_empirical,True,23,1,success,21,172
0.05,2101,21,sequence,shortest,True,21,1,success,21,172
0.05,2101,21,sequence,expected,True,21,1,success,21,172
0.05,2101,22,all_of,linear,True,17,1,success,16,172
0.05,2101,22,all_of,linear_empirical,True,17,1,success,16,172
0.05,2101,22,all_of,shortest,True,17,1,success,16,172
0.05,2101,22,all_of,expected,True,17,1,success,16,172
0.05,2101,23,condition_then,linear,True,13,1,success,12,172
0.05,2101,23,condition_then,linear_empirical,True,13,1,success,12,172
0.05,2101,23,condition_then,shortest,True,14,1,success,12,172
0.05,2101,23,condition_then,expected,True,14,1,success,12,172
0.05,2101,24,sequence,linear,True,167,1,success,17,172
0.05,2101,24,sequence,linear_empirical,True,167,1,success,17,172
0.05,2101,24,sequence,shortest,True,167,1,success,17,172
0.05,2101,24,sequence,expected,True,167,1,success,17,172
0.05,2101,25,all_of,linear,True,188,1,success,18,172
0.05,2101,25,all_of,linear_empirical,True,188,1,success,18,172
0.05,2101,25,all_of,shortest,True,188,1,success,18,172
0.05,2101,25,all_of,expected,True,188,1,success,18,172
0.05,2101,26,condition_then,linear,True,365,1,success,3,172
0.05,2101,26,condition_then,linear_empirical,True,365,1,success,3,172
0.05,2101,26,condition_then,shortest,True,365,1,success,3,172
0.05,2101,26,condition_then,expected,True,365,1,success,3,172
0.05,2101,27,sequence,linear,False,512,1,horizon,23,172
0.05,2101,27,sequence,linear_empirical,False,512,1,horizon,23,172
0.05,2101,27,sequence,shortest,False,512,1,horizon,23,172
0.05,2101,27,sequence,expected,False,512,1,horizon,23,172
0.05,2101,28,all_of,linear,True,15,1,success,15,172
0.05,2101,28,all_of,linear_empirical,True,15,1,success,15,172
0.05,2101,28,all_of,shortest,True,15,1,success,15,172
0.05,2101,28,all_of,expected,True,15,1,success,15,172
0.05,2101,29,condition_then,linear,True,14,1,success,12,172
0.05,2101,29,condition_then,linear_empirical,True,14,1,success,12,172
0.05,2101,29,condition_then,shortest,True,14,1,success,12,172
0.05,2101,29,condition_then,expected,True,14,1,success,12,172
0.05,2101,30,sequence,linear,True,19,1,success,19,172
0.05,2101,30,sequence,linear_empirical,True,19,1,success,19,172
0.05,2101,30,sequence,shortest,True,19,1,success,19,172
0.05,2101,30,sequence,expected,True,19,1,success,19,172
0.05,2101,31,all_of,linear,True,15,1,success,14,172
0.05,2101,31,all_of,linear_empirical,True,14,1,success,14,172
0.05,2101,31,all_of,shortest,True,15,1,success,14,172
0.05,2101,31,all_of,expected,True,14,1,success,14,172
0.05,2101,32,condition_then,linear,True,11,1,success,11,172
0.05,2101,32,condition_then,linear_empirical,True,11,1,success,11,172
0.05,2101,32,condition_then,shortest,True,11,1,success,11,172
0.05,2101,32,condition_then,expected,True,11,1,success,11,172
0.05,2101,33,sequence,linear,True,19,1,success,16,172
0.05,2101,33,sequence,linear_empirical,True,19,1,success,16,172
0.05,2101,33,sequence,shortest,True,16,1,success,16,172
0.05,2101,33,sequence,expected,True,17,1,success,16,172
0.05,2101,34,all_of,linear,True,18,1,success,18,172
0.05,2101,34,all_of,linear_empirical,True,24,1,success,18,172
0.05,2101,34,all_of,shortest,True,18,1,success,18,172
0.05,2101,34,all_of,expected,True,18,1,success,18,172
0.05,2101,35,condition_then,linear,True,9,1,success,9,172
0.05,2101,35,condition_then,linear_empirical,True,9,1,success,9,172
0.05,2101,35,condition_then,shortest,True,9,1,success,9,172
0.05,2101,35,condition_then,expected,True,9,1,success,9,172
0.05,2101,36,branch,linear,True,8,1,success,8,172
0.05,2101,36,branch,linear_empirical,True,8,1,success,8,172
0.05,2101,36,branch,shortest,True,8,1,success,8,172
0.05,2101,36,branch,expected,True,8,1,success,8,172
0.05,2101,37,branch,linear,True,10,1,success,10,172
0.05,2101,37,branch,linear_empirical,True,10,1,success,10,172
0.05,2101,37,branch,shortest,True,10,1,success,10,172
0.05,2101,37,branch,expected,True,10,1,success,10,172
0.05,2101,38,branch,linear,True,8,1,success,8,172
0.05,2101,38,branch,linear_empirical,True,8,1,success,8,172
0.05,2101,38,branch,shortest,True,8,1,success,8,172
0.05,2101,38,branch,expected,True,8,1,success,8,172
0.05,2101,39,branch,linear,True,11,1,success,9,172
0.05,2101,39,branch,linear_empirical,True,9,1,success,9,172
0.05,2101,39,branch,shortest,True,65,1,success,9,172
0.05,2101,39,branch,expected,True,9,1,success,9,172
0.05,2101,40,branch,linear,True,12,1,success,10,172
0.05,2101,40,branch,linear_empirical,True,12,1,success,10,172
0.05,2101,40,branch,shortest,True,12,1,success,10,172
0.05,2101,40,branch,expected,True,12,1,success,10,172
0.05,2101,41,branch,linear,True,184,1,success,11,172
0.05,2101,41,branch,linear_empirical,True,184,1,success,11,172
0.05,2101,41,branch,shortest,True,184,1,success,11,172
0.05,2101,41,branch,expected,True,184,1,success,11,172
0.05,2101,42,branch,linear,True,12,1,success,10,172
0.05,2101,42,branch,linear_empirical,True,12,1,success,10,172
0.05,2101,42,branch,shortest,True,12,1,success,10,172
0.05,2101,42,branch,expected,True,12,1,success,10,172
0.05,2101,43,branch,linear,True,53,1,success,11,172
0.05,2101,43,branch,linear_empirical,True,53,1,success,11,172
0.05,2101,43,branch,shortest,True,53,1,success,11,172
0.05,2101,43,branch,expected,True,53,1,success,11,172
0.05,2101,44,branch,linear,True,9,1,success,9,172
0.05,2101,44,branch,linear_empirical,True,9,1,success,9,172
0.05,2101,44,branch,shortest,True,9,1,success,9,172
0.05,2101,44,branch,expected,True,9,1,success,9,172
0.05,2101,45,branch,linear,True,12,1,success,10,172
0.05,2101,45,branch,linear_empirical,True,12,1,success,10,172
0.05,2101,45,branch,shortest,True,12,1,success,10,172
0.05,2101,45,branch,expected,True,12,1,success,10,172
0.05,2202,0,sequence,linear,True,18,1,success,16,136
0.05,2202,0,sequence,linear_empirical,True,18,1,success,16,136
0.05,2202,0,sequence,shortest,True,18,1,success,16,136
0.05,2202,0,sequence,expected,True,18,1,success,16,136
0.05,2202,1,all_of,linear,True,18,1,success,10,136
0.05,2202,1,all_of,linear_empirical,True,17,1,success,10,136
0.05,2202,1,all_of,shortest,True,18,1,success,10,136
0.05,2202,1,all_of,expected,True,18,1,success,10,136
0.05,2202,2,condition_then,linear,True,8,1,success,8,136
0.05,2202,2,condition_then,linear_empirical,True,8,1,success,8,136
0.05,2202,2,condition_then,shortest,True,8,1,success,8,136
0.05,2202,2,condition_then,expected,True,8,1,success,8,136
0.05,2202,3,sequence,linear,True,15,1,success,14,136
0.05,2202,3,sequence,linear_empirical,True,15,1,success,14,136
0.05,2202,3,sequence,shortest,True,16,1,success,14,136
0.05,2202,3,sequence,expected,True,19,1,success,14,136
0.05,2202,4,all_of,linear,True,13,1,success,13,136
0.05,2202,4,all_of,linear_empirical,True,13,1,success,13,136
0.05,2202,4,all_of,shortest,True,13,1,success,13,136
0.05,2202,4,all_of,expected,True,13,1,success,13,136
0.05,2202,5,condition_then,linear,True,8,1,success,8,136
0.05,2202,5,condition_then,linear_empirical,True,8,1,success,8,136
0.05,2202,5,condition_then,shortest,True,15,1,success,8,136
0.05,2202,5,condition_then,expected,True,8,1,success,8,136
0.05,2202,6,sequence,linear,True,19,1,success,19,136
0.05,2202,6,sequence,linear_empirical,True,19,1,success,19,136
0.05,2202,6,sequence,shortest,True,19,1,success,19,136
0.05,2202,6,sequence,expected,True,19,1,success,19,136
0.05,2202,7,all_of,linear,True,20,1,success,17,136
0.05,2202,7,all_of,linear_empirical,True,20,1,success,17,136
0.05,2202,7,all_of,shortest,True,21,1,success,17,136
0.05,2202,7,all_of,expected,True,18,1,success,17,136
0.05,2202,8,condition_then,linear,True,8,1,success,8,136
0.05,2202,8,condition_then,linear_empirical,True,8,1,success,8,136
0.05,2202,8,condition_then,shortest,True,8,1,success,8,136
0.05,2202,8,condition_then,expected,True,8,1,success,8,136
0.05,2202,9,sequence,linear,True,21,1,success,16,136
0.05,2202,9,sequence,linear_empirical,True,16,1,success,16,136
0.05,2202,9,sequence,shortest,True,21,1,success,16,136
0.05,2202,9,sequence,expected,True,16,1,success,16,136
0.05,2202,10,all_of,linear,True,22,1,success,15,136
0.05,2202,10,all_of,linear_empirical,True,22,1,success,15,136
0.05,2202,10,all_of,shortest,True,22,1,success,15,136
0.05,2202,10,all_of,expected,True,22,1,success,15,136
0.05,2202,11,condition_then,linear,True,20,1,success,16,136
0.05,2202,11,condition_then,linear_empirical,True,20,1,success,16,136
0.05,2202,11,condition_then,shortest,True,20,1,success,16,136
0.05,2202,11,condition_then,expected,True,20,1,success,16,136
0.05,2202,12,sequence,linear,True,25,1,success,20,136
0.05,2202,12,sequence,linear_empirical,True,25,1,success,20,136
0.05,2202,12,sequence,shortest,True,25,1,success,20,136
0.05,2202,12,sequence,expected,True,25,1,success,20,136
0.05,2202,13,all_of,linear,True,17,1,success,13,136
0.05,2202,13,all_of,linear_empirical,True,13,1,success,13,136
0.05,2202,13,all_of,shortest,True,17,1,success,13,136
0.05,2202,13,all_of,expected,True,13,1,success,13,136
0.05,2202,14,condition_then,linear,True,9,1,success,8,136
0.05,2202,14,condition_then,linear_empirical,True,9,1,success,8,136
0.05,2202,14,condition_then,shortest,True,8,1,success,8,136
0.05,2202,14,condition_then,expected,True,8,1,success,8,136
0.05,2202,15,sequence,linear,True,19,1,success,19,136
0.05,2202,15,sequence,linear_empirical,True,17,1,success,19,136
0.05,2202,15,sequence,shortest,True,19,1,success,19,136
0.05,2202,15,sequence,expected,True,17,1,success,19,136
0.05,2202,16,all_of,linear,True,16,1,success,15,136
0.05,2202,16,all_of,linear_empirical,True,13,1,success,15,136
0.05,2202,16,all_of,shortest,True,15,1,success,15,136
0.05,2202,16,all_of,expected,True,13,1,success,15,136
0.05,2202,17,condition_then,linear,True,13,1,success,11,136
0.05,2202,17,condition_then,linear_empirical,True,13,1,success,11,136
0.05,2202,17,condition_then,shortest,True,14,1,success,11,136
0.05,2202,17,condition_then,expected,True,13,1,success,11,136
0.05,2202,18,sequence,linear,False,20,1,slipped into a state the model has never seen,21,136
0.05,2202,18,sequence,linear_empirical,False,20,1,slipped into a state the model has never seen,21,136
0.05,2202,18,sequence,shortest,False,20,1,slipped into a state the model has never seen,21,136
0.05,2202,18,sequence,expected,True,21,1,success,21,136
0.05,2202,19,all_of,linear,True,19,1,success,19,136
0.05,2202,19,all_of,linear_empirical,True,19,1,success,19,136
0.05,2202,19,all_of,shortest,True,20,1,success,19,136
0.05,2202,19,all_of,expected,True,19,1,success,19,136
0.05,2202,20,condition_then,linear,True,8,1,success,8,136
0.05,2202,20,condition_then,linear_empirical,True,8,1,success,8,136
0.05,2202,20,condition_then,shortest,True,8,1,success,8,136
0.05,2202,20,condition_then,expected,True,8,1,success,8,136
0.05,2202,21,sequence,linear,True,23,1,success,23,136
0.05,2202,21,sequence,linear_empirical,True,23,1,success,23,136
0.05,2202,21,sequence,shortest,True,23,1,success,23,136
0.05,2202,21,sequence,expected,True,23,1,success,23,136
0.05,2202,22,all_of,linear,True,23,1,success,20,136
0.05,2202,22,all_of,linear_empirical,True,23,1,success,20,136
0.05,2202,22,all_of,shortest,True,23,1,success,20,136
0.05,2202,22,all_of,expected,True,23,1,success,20,136
0.05,2202,23,condition_then,linear,True,12,1,success,11,136
0.05,2202,23,condition_then,linear_empirical,True,12,1,success,11,136
0.05,2202,23,condition_then,shortest,True,17,1,success,11,136
0.05,2202,23,condition_then,expected,True,12,1,success,11,136
0.05,2202,24,sequence,linear,True,19,1,success,19,136
0.05,2202,24,sequence,linear_empirical,True,19,1,success,19,136
0.05,2202,24,sequence,shortest,True,19,1,success,19,136
0.05,2202,24,sequence,expected,True,19,1,success,19,136
0.05,2202,25,all_of,linear,True,17,1,success,17,136
0.05,2202,25,all_of,linear_empirical,True,17,1,success,17,136
0.05,2202,25,all_of,shortest,True,17,1,success,17,136
0.05,2202,25,all_of,expected,True,21,1,success,17,136
0.05,2202,26,condition_then,linear,True,6,1,success,6,136
0.05,2202,26,condition_then,linear_empirical,True,6,1,success,6,136
0.05,2202,26,condition_then,shortest,True,6,1,success,6,136
0.05,2202,26,condition_then,expected,True,6,1,success,6,136
0.05,2202,27,sequence,linear,True,16,1,success,16,136
0.05,2202,27,sequence,linear_empirical,True,16,1,success,16,136
0.05,2202,27,sequence,shortest,True,16,1,success,16,136
0.05,2202,27,sequence,expected,True,16,1,success,16,136
0.05,2202,28,all_of,linear,True,17,1,success,15,136
0.05,2202,28,all_of,linear_empirical,True,17,1,success,15,136
0.05,2202,28,all_of,shortest,True,27,1,success,15,136
0.05,2202,28,all_of,expected,True,20,1,success,15,136
0.05,2202,29,condition_then,linear,True,7,1,success,7,136
0.05,2202,29,condition_then,linear_empirical,True,7,1,success,7,136
0.05,2202,29,condition_then,shortest,True,7,1,success,7,136
0.05,2202,29,condition_then,expected,True,7,1,success,7,136
0.05,2202,30,sequence,linear,True,32,1,success,21,136
0.05,2202,30,sequence,linear_empirical,True,22,1,success,21,136
0.05,2202,30,sequence,shortest,True,32,1,success,21,136
0.05,2202,30,sequence,expected,True,32,1,success,21,136
0.05,2202,31,all_of,linear,True,17,1,success,14,136
0.05,2202,31,all_of,linear_empirical,True,17,1,success,14,136
0.05,2202,31,all_of,shortest,True,17,1,success,14,136
0.05,2202,31,all_of,expected,True,17,1,success,14,136
0.05,2202,32,condition_then,linear,True,12,1,success,10,136
0.05,2202,32,condition_then,linear_empirical,True,12,1,success,10,136
0.05,2202,32,condition_then,shortest,True,10,1,success,10,136
0.05,2202,32,condition_then,expected,True,10,1,success,10,136
0.05,2202,33,sequence,linear,True,11,1,success,10,136
0.05,2202,33,sequence,linear_empirical,True,10,1,success,10,136
0.05,2202,33,sequence,shortest,True,14,1,success,10,136
0.05,2202,33,sequence,expected,True,10,1,success,10,136
0.05,2202,34,all_of,linear,True,11,1,success,11,136
0.05,2202,34,all_of,linear_empirical,True,11,1,success,11,136
0.05,2202,34,all_of,shortest,True,11,1,success,11,136
0.05,2202,34,all_of,expected,True,11,1,success,11,136
0.05,2202,35,condition_then,linear,True,7,1,success,7,136
0.05,2202,35,condition_then,linear_empirical,True,7,1,success,7,136
0.05,2202,35,condition_then,shortest,True,7,1,success,7,136
0.05,2202,35,condition_then,expected,True,7,1,success,7,136
0.05,2202,36,branch,linear,True,11,1,success,9,136
0.05,2202,36,branch,linear_empirical,True,11,1,success,9,136
0.05,2202,36,branch,shortest,True,11,1,success,9,136
0.05,2202,36,branch,expected,True,11,1,success,9,136
0.05,2202,37,branch,linear,True,10,1,success,10,136
0.05,2202,37,branch,linear_empirical,True,10,1,success,10,136
0.05,2202,37,branch,shortest,True,10,1,success,10,136
0.05,2202,37,branch,expected,True,10,1,success,10,136
0.05,2202,38,branch,linear,True,10,1,success,10,136
0.05,2202,38,branch,linear_empirical,True,10,1,success,10,136
0.05,2202,38,branch,shortest,True,10,1,success,10,136
0.05,2202,38,branch,expected,True,10,1,success,10,136
0.05,2202,39,branch,linear,True,9,1,success,9,136
0.05,2202,39,branch,linear_empirical,True,9,1,success,9,136
0.05,2202,39,branch,shortest,True,14,1,success,9,136
0.05,2202,39,branch,expected,True,9,1,success,9,136
0.05,2202,40,branch,linear,True,9,1,success,7,136
0.05,2202,40,branch,linear_empirical,True,9,1,success,7,136
0.05,2202,40,branch,shortest,True,9,1,success,7,136
0.05,2202,40,branch,expected,True,9,1,success,7,136
0.05,2202,41,branch,linear,True,11,1,success,10,136
0.05,2202,41,branch,linear_empirical,True,11,1,success,10,136
0.05,2202,41,branch,shortest,True,11,1,success,10,136
0.05,2202,41,branch,expected,True,11,1,success,10,136
0.05,2202,42,branch,linear,True,10,1,success,10,136
0.05,2202,42,branch,linear_empirical,True,10,1,success,10,136
0.05,2202,42,branch,shortest,True,10,1,success,10,136
0.05,2202,42,branch,expected,True,10,1,success,10,136
0.05,2202,43,branch,linear,True,9,1,success,9,136
0.05,2202,43,branch,linear_empirical,True,9,1,success,9,136
0.05,2202,43,branch,shortest,True,9,1,success,9,136
0.05,2202,43,branch,expected,True,9,1,success,9,136
0.05,2202,44,branch,linear,True,13,1,success,11,136
0.05,2202,44,branch,linear_empirical,True,13,1,success,11,136
0.05,2202,44,branch,shortest,True,13,1,success,11,136
0.05,2202,44,branch,expected,True,13,1,success,11,136
0.05,2202,45,branch,linear,True,9,1,success,9,136
0.05,2202,45,branch,linear_empirical,True,9,1,success,9,136
0.05,2202,45,branch,shortest,True,9,1,success,9,136
0.05,2202,45,branch,expected,True,9,1,success,9,136
0.05,2303,0,sequence,linear,True,24,1,success,22,94
0.05,2303,0,sequence,linear_empirical,True,24,1,success,22,94
0.05,2303,0,sequence,shortest,True,24,1,success,22,94
0.05,2303,0,sequence,expected,True,24,1,success,22,94
0.05,2303,1,all_of,linear,True,10,1,success,10,94
0.05,2303,1,all_of,linear_empirical,True,10,1,success,10,94
0.05,2303,1,all_of,shortest,True,10,1,success,10,94
0.05,2303,1,all_of,expected,True,10,1,success,10,94
0.05,2303,2,condition_then,linear,True,10,1,success,8,94
0.05,2303,2,condition_then,linear_empirical,True,10,1,success,8,94
0.05,2303,2,condition_then,shortest,True,10,1,success,8,94
0.05,2303,2,condition_then,expected,True,10,1,success,8,94
0.05,2303,3,sequence,linear,True,22,1,success,22,94
0.05,2303,3,sequence,linear_empirical,True,22,1,success,22,94
0.05,2303,3,sequence,shortest,True,22,1,success,22,94
0.05,2303,3,sequence,expected,True,22,1,success,22,94
0.05,2303,4,all_of,linear,True,14,1,success,14,94
0.05,2303,4,all_of,linear_empirical,True,14,1,success,14,94
0.05,2303,4,all_of,shortest,True,14,1,success,14,94
0.05,2303,4,all_of,expected,True,14,1,success,14,94
0.05,2303,5,condition_then,linear,True,10,1,success,10,94
0.05,2303,5,condition_then,linear_empirical,True,10,1,success,10,94
0.05,2303,5,condition_then,shortest,True,10,1,success,10,94
0.05,2303,5,condition_then,expected,True,10,1,success,10,94
0.05,2303,6,sequence,linear,True,16,1,success,14,94
0.05,2303,6,sequence,linear_empirical,True,16,1,success,14,94
0.05,2303,6,sequence,shortest,True,16,1,success,14,94
0.05,2303,6,sequence,expected,True,16,1,success,14,94
0.05,2303,7,all_of,linear,True,14,1,success,14,94
0.05,2303,7,all_of,linear_empirical,True,14,1,success,14,94
0.05,2303,7,all_of,shortest,True,14,1,success,14,94
0.05,2303,7,all_of,expected,True,14,1,success,14,94
0.05,2303,8,condition_then,linear,True,10,1,success,10,94
0.05,2303,8,condition_then,linear_empirical,True,10,1,success,10,94
0.05,2303,8,condition_then,shortest,True,10,1,success,10,94
0.05,2303,8,condition_then,expected,True,10,1,success,10,94
0.05,2303,9,sequence,linear,True,22,1,success,20,94
0.05,2303,9,sequence,linear_empirical,True,22,1,success,20,94
0.05,2303,9,sequence,shortest,True,22,1,success,20,94
0.05,2303,9,sequence,expected,True,22,1,success,20,94
0.05,2303,10,all_of,linear,True,14,1,success,14,94
0.05,2303,10,all_of,linear_empirical,True,14,1,success,14,94
0.05,2303,10,all_of,shortest,True,14,1,success,14,94
0.05,2303,10,all_of,expected,True,14,1,success,14,94
0.05,2303,11,condition_then,linear,True,13,1,success,13,94
0.05,2303,11,condition_then,linear_empirical,True,13,1,success,13,94
0.05,2303,11,condition_then,shortest,True,13,1,success,13,94
0.05,2303,11,condition_then,expected,True,13,1,success,13,94
0.05,2303,12,sequence,linear,True,20,1,success,20,94
0.05,2303,12,sequence,linear_empirical,True,20,1,success,20,94
0.05,2303,12,sequence,shortest,True,20,1,success,20,94
0.05,2303,12,sequence,expected,True,20,1,success,20,94
0.05,2303,13,all_of,linear,True,15,1,success,15,94
0.05,2303,13,all_of,linear_empirical,True,15,1,success,15,94
0.05,2303,13,all_of,shortest,True,15,1,success,15,94
0.05,2303,13,all_of,expected,True,15,1,success,15,94
0.05,2303,14,condition_then,linear,True,3,1,success,3,94
0.05,2303,14,condition_then,linear_empirical,True,3,1,success,3,94
0.05,2303,14,condition_then,shortest,True,3,1,success,3,94
0.05,2303,14,condition_then,expected,True,3,1,success,3,94
0.05,2303,15,sequence,linear,True,22,1,success,20,94
0.05,2303,15,sequence,linear_empirical,True,22,1,success,20,94
0.05,2303,15,sequence,shortest,True,22,1,success,20,94
0.05,2303,15,sequence,expected,True,22,1,success,20,94
0.05,2303,16,all_of,linear,True,13,1,success,11,94
0.05,2303,16,all_of,linear_empirical,True,13,1,success,11,94
0.05,2303,16,all_of,shortest,True,13,1,success,11,94
0.05,2303,16,all_of,expected,True,13,1,success,11,94
0.05,2303,17,condition_then,linear,True,12,1,success,12,94
0.05,2303,17,condition_then,linear_empirical,True,12,1,success,12,94
0.05,2303,17,condition_then,shortest,True,12,1,success,12,94
0.05,2303,17,condition_then,expected,True,12,1,success,12,94
0.05,2303,18,sequence,linear,True,15,1,success,13,94
0.05,2303,18,sequence,linear_empirical,True,15,1,success,13,94
0.05,2303,18,sequence,shortest,True,19,1,success,13,94
0.05,2303,18,sequence,expected,True,19,1,success,13,94
0.05,2303,19,all_of,linear,True,17,1,success,17,94
