slip,seed,task_id,task_type,method,replicate,success,steps,replans,why,shortest_in_model,learned_states
0.05,2303,23,condition_then,shortest,5,True,16,1,success,14,94
0.05,2303,23,condition_then,expected,5,True,16,1,success,14,94
0.05,2303,23,condition_then,linear,6,True,14,1,success,14,94
0.05,2303,23,condition_then,linear_empirical,6,True,14,1,success,14,94
0.05,2303,23,condition_then,shortest,6,True,14,1,success,14,94
0.05,2303,23,condition_then,expected,6,True,14,1,success,14,94
0.05,2303,23,condition_then,linear,7,True,16,1,success,14,94
0.05,2303,23,condition_then,linear_empirical,7,True,16,1,success,14,94
0.05,2303,23,condition_then,shortest,7,True,17,1,success,14,94
0.05,2303,23,condition_then,expected,7,True,16,1,success,14,94
0.05,2303,23,condition_then,linear,8,True,16,1,success,14,94
0.05,2303,23,condition_then,linear_empirical,8,True,16,1,success,14,94
0.05,2303,23,condition_then,shortest,8,True,16,1,success,14,94
0.05,2303,23,condition_then,expected,8,True,16,1,success,14,94
0.05,2303,24,sequence,linear,1,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,1,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,1,True,20,1,success,20,94
0.05,2303,24,sequence,expected,1,True,20,1,success,20,94
0.05,2303,24,sequence,linear,2,True,22,1,success,20,94
0.05,2303,24,sequence,linear_empirical,2,True,22,1,success,20,94
0.05,2303,24,sequence,shortest,2,True,22,1,success,20,94
0.05,2303,24,sequence,expected,2,True,22,1,success,20,94
0.05,2303,24,sequence,linear,3,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,3,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,3,True,20,1,success,20,94
0.05,2303,24,sequence,expected,3,True,20,1,success,20,94
0.05,2303,24,sequence,linear,4,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,4,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,4,True,20,1,success,20,94
0.05,2303,24,sequence,expected,4,True,20,1,success,20,94
0.05,2303,24,sequence,linear,5,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,5,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,5,True,20,1,success,20,94
0.05,2303,24,sequence,expected,5,True,20,1,success,20,94
0.05,2303,24,sequence,linear,6,True,22,1,success,20,94
0.05,2303,24,sequence,linear_empirical,6,True,22,1,success,20,94
0.05,2303,24,sequence,shortest,6,True,22,1,success,20,94
0.05,2303,24,sequence,expected,6,True,22,1,success,20,94
0.05,2303,24,sequence,linear,7,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,7,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,7,True,20,1,success,20,94
0.05,2303,24,sequence,expected,7,True,20,1,success,20,94
0.05,2303,24,sequence,linear,8,True,20,1,success,20,94
0.05,2303,24,sequence,linear_empirical,8,True,20,1,success,20,94
0.05,2303,24,sequence,shortest,8,True,20,1,success,20,94
0.05,2303,24,sequence,expected,8,True,20,1,success,20,94
0.05,2303,25,all_of,linear,1,True,19,1,success,14,94
0.05,2303,25,all_of,linear_empirical,1,True,19,1,success,14,94
0.05,2303,25,all_of,shortest,1,True,15,1,success,14,94
0.05,2303,25,all_of,expected,1,True,14,1,success,14,94
0.05,2303,25,all_of,linear,2,True,20,1,success,14,94
0.05,2303,25,all_of,linear_empirical,2,True,20,1,success,14,94
0.05,2303,25,all_of,shortest,2,True,16,1,success,14,94
0.05,2303,25,all_of,expected,2,True,16,1,success,14,94
0.05,2303,25,all_of,linear,3,True,23,1,success,14,94
0.05,2303,25,all_of,linear_empirical,3,True,23,1,success,14,94
0.05,2303,25,all_of,shortest,3,True,16,1,success,14,94
0.05,2303,25,all_of,expected,3,True,16,1,success,14,94
0.05,2303,25,all_of,linear,4,True,19,1,success,14,94
0.05,2303,25,all_of,linear_empirical,4,True,19,1,success,14,94
0.05,2303,25,all_of,shortest,4,True,14,1,success,14,94
0.05,2303,25,all_of,expected,4,True,14,1,success,14,94
0.05,2303,25,all_of,linear,5,True,21,1,success,14,94
0.05,2303,25,all_of,linear_empirical,5,True,21,1,success,14,94
0.05,2303,25,all_of,shortest,5,True,16,1,success,14,94
0.05,2303,25,all_of,expected,5,True,16,1,success,14,94
0.05,2303,25,all_of,linear,6,True,14,1,success,14,94
0.05,2303,25,all_of,linear_empirical,6,True,16,1,success,14,94
0.05,2303,25,all_of,shortest,6,True,14,1,success,14,94
0.05,2303,25,all_of,expected,6,True,14,1,success,14,94
0.05,2303,25,all_of,linear,7,True,19,1,success,14,94
0.05,2303,25,all_of,linear_empirical,7,True,19,1,success,14,94
0.05,2303,25,all_of,shortest,7,True,14,1,success,14,94
0.05,2303,25,all_of,expected,7,True,14,1,success,14,94
0.05,2303,25,all_of,linear,8,True,23,1,success,14,94
0.05,2303,25,all_of,linear_empirical,8,True,23,1,success,14,94
0.05,2303,25,all_of,shortest,8,True,16,1,success,14,94
0.05,2303,25,all_of,expected,8,True,16,1,success,14,94
0.05,2303,26,condition_then,linear,1,True,17,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,1,True,17,1,success,17,94
0.05,2303,26,condition_then,shortest,1,True,17,1,success,17,94
0.05,2303,26,condition_then,expected,1,True,17,1,success,17,94
0.05,2303,26,condition_then,linear,2,True,17,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,2,True,17,1,success,17,94
0.05,2303,26,condition_then,shortest,2,True,17,1,success,17,94
0.05,2303,26,condition_then,expected,2,True,17,1,success,17,94
0.05,2303,26,condition_then,linear,3,True,18,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,3,True,18,1,success,17,94
0.05,2303,26,condition_then,shortest,3,True,18,1,success,17,94
0.05,2303,26,condition_then,expected,3,True,18,1,success,17,94
0.05,2303,26,condition_then,linear,4,True,17,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,4,True,17,1,success,17,94
0.05,2303,26,condition_then,shortest,4,True,18,1,success,17,94
0.05,2303,26,condition_then,expected,4,True,18,1,success,17,94
0.05,2303,26,condition_then,linear,5,True,20,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,5,True,20,1,success,17,94
0.05,2303,26,condition_then,shortest,5,True,20,1,success,17,94
0.05,2303,26,condition_then,expected,5,True,20,1,success,17,94
0.05,2303,26,condition_then,linear,6,True,18,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,6,True,18,1,success,17,94
0.05,2303,26,condition_then,shortest,6,True,19,1,success,17,94
0.05,2303,26,condition_then,expected,6,True,19,1,success,17,94
0.05,2303,26,condition_then,linear,7,True,17,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,7,True,17,1,success,17,94
0.05,2303,26,condition_then,shortest,7,True,17,1,success,17,94
0.05,2303,26,condition_then,expected,7,True,17,1,success,17,94
0.05,2303,26,condition_then,linear,8,True,19,1,success,17,94
0.05,2303,26,condition_then,linear_empirical,8,True,19,1,success,17,94
0.05,2303,26,condition_then,shortest,8,True,19,1,success,17,94
0.05,2303,26,condition_then,expected,8,True,19,1,success,17,94
0.05,2303,27,sequence,linear,1,True,17,1,success,17,94
0.05,2303,27,sequence,linear_empirical,1,True,17,1,success,17,94
0.05,2303,27,sequence,shortest,1,True,17,1,success,17,94
0.05,2303,27,sequence,expected,1,True,17,1,success,17,94
0.05,2303,27,sequence,linear,2,True,22,1,success,17,94
0.05,2303,27,sequence,linear_empirical,2,True,22,1,success,17,94
0.05,2303,27,sequence,shortest,2,True,22,1,success,17,94
0.05,2303,27,sequence,expected,2,True,22,1,success,17,94
0.05,2303,27,sequence,linear,3,True,19,1,success,17,94
0.05,2303,27,sequence,linear_empirical,3,True,19,1,success,17,94
0.05,2303,27,sequence,shortest,3,True,19,1,success,17,94
0.05,2303,27,sequence,expected,3,True,19,1,success,17,94
0.05,2303,27,sequence,linear,4,True,19,1,success,17,94
0.05,2303,27,sequence,linear_empirical,4,True,19,1,success,17,94
0.05,2303,27,sequence,shortest,4,True,19,1,success,17,94
0.05,2303,27,sequence,expected,4,True,19,1,success,17,94
0.05,2303,27,sequence,linear,5,True,17,1,success,17,94
0.05,2303,27,sequence,linear_empirical,5,True,17,1,success,17,94
0.05,2303,27,sequence,shortest,5,True,17,1,success,17,94
0.05,2303,27,sequence,expected,5,True,17,1,success,17,94
0.05,2303,27,sequence,linear,6,True,17,1,success,17,94
0.05,2303,27,sequence,linear_empirical,6,True,17,1,success,17,94
0.05,2303,27,sequence,shortest,6,True,17,1,success,17,94
0.05,2303,27,sequence,expected,6,True,17,1,success,17,94
0.05,2303,27,sequence,linear,7,True,17,1,success,17,94
0.05,2303,27,sequence,linear_empirical,7,True,17,1,success,17,94
0.05,2303,27,sequence,shortest,7,True,17,1,success,17,94
0.05,2303,27,sequence,expected,7,True,17,1,success,17,94
0.05,2303,27,sequence,linear,8,True,19,1,success,17,94
0.05,2303,27,sequence,linear_empirical,8,True,19,1,success,17,94
0.05,2303,27,sequence,shortest,8,True,19,1,success,17,94
0.05,2303,27,sequence,expected,8,True,19,1,success,17,94
0.05,2303,28,all_of,linear,1,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,1,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,1,True,13,1,success,13,94
0.05,2303,28,all_of,expected,1,True,13,1,success,13,94
0.05,2303,28,all_of,linear,2,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,2,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,2,True,13,1,success,13,94
0.05,2303,28,all_of,expected,2,True,13,1,success,13,94
0.05,2303,28,all_of,linear,3,True,15,1,success,13,94
0.05,2303,28,all_of,linear_empirical,3,True,15,1,success,13,94
0.05,2303,28,all_of,shortest,3,True,15,1,success,13,94
0.05,2303,28,all_of,expected,3,True,15,1,success,13,94
0.05,2303,28,all_of,linear,4,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,4,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,4,True,13,1,success,13,94
0.05,2303,28,all_of,expected,4,True,13,1,success,13,94
0.05,2303,28,all_of,linear,5,True,15,1,success,13,94
0.05,2303,28,all_of,linear_empirical,5,True,15,1,success,13,94
0.05,2303,28,all_of,shortest,5,True,15,1,success,13,94
0.05,2303,28,all_of,expected,5,True,15,1,success,13,94
0.05,2303,28,all_of,linear,6,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,6,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,6,True,13,1,success,13,94
0.05,2303,28,all_of,expected,6,True,13,1,success,13,94
0.05,2303,28,all_of,linear,7,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,7,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,7,True,13,1,success,13,94
0.05,2303,28,all_of,expected,7,True,13,1,success,13,94
0.05,2303,28,all_of,linear,8,True,13,1,success,13,94
0.05,2303,28,all_of,linear_empirical,8,True,13,1,success,13,94
0.05,2303,28,all_of,shortest,8,True,13,1,success,13,94
0.05,2303,28,all_of,expected,8,True,13,1,success,13,94
0.05,2303,29,condition_then,linear,1,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,1,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,1,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,1,True,11,1,success,11,94
0.05,2303,29,condition_then,linear,2,True,12,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,2,True,12,1,success,11,94
0.05,2303,29,condition_then,shortest,2,True,13,1,success,11,94
0.05,2303,29,condition_then,expected,2,True,13,1,success,11,94
0.05,2303,29,condition_then,linear,3,True,17,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,3,True,17,1,success,11,94
0.05,2303,29,condition_then,shortest,3,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,3,True,11,1,success,11,94
0.05,2303,29,condition_then,linear,4,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,4,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,4,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,4,True,11,1,success,11,94
0.05,2303,29,condition_then,linear,5,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,5,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,5,True,13,1,success,11,94
0.05,2303,29,condition_then,expected,5,True,13,1,success,11,94
0.05,2303,29,condition_then,linear,6,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,6,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,6,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,6,True,11,1,success,11,94
0.05,2303,29,condition_then,linear,7,True,11,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,7,True,11,1,success,11,94
0.05,2303,29,condition_then,shortest,7,True,11,1,success,11,94
0.05,2303,29,condition_then,expected,7,True,11,1,success,11,94
0.05,2303,29,condition_then,linear,8,True,12,1,success,11,94
0.05,2303,29,condition_then,linear_empirical,8,True,12,1,success,11,94
0.05,2303,29,condition_then,shortest,8,True,13,1,success,11,94
0.05,2303,29,condition_then,expected,8,True,13,1,success,11,94
0.05,2303,30,sequence,linear,1,True,27,1,success,24,94
0.05,2303,30,sequence,linear_empirical,1,True,27,1,success,24,94
0.05,2303,30,sequence,shortest,1,True,24,1,success,24,94
0.05,2303,30,sequence,expected,1,True,24,1,success,24,94
0.05,2303,30,sequence,linear,2,True,32,1,success,24,94
0.05,2303,30,sequence,linear_empirical,2,True,32,1,success,24,94
0.05,2303,30,sequence,shortest,2,True,32,1,success,24,94
0.05,2303,30,sequence,expected,2,True,32,1,success,24,94
0.05,2303,30,sequence,linear,3,True,29,1,success,24,94
0.05,2303,30,sequence,linear_empirical,3,True,29,1,success,24,94
0.05,2303,30,sequence,shortest,3,True,30,1,success,24,94
0.05,2303,30,sequence,expected,3,True,29,1,success,24,94
0.05,2303,30,sequence,linear,4,True,26,1,success,24,94
0.05,2303,30,sequence,linear_empirical,4,True,26,1,success,24,94
0.05,2303,30,sequence,shortest,4,True,24,1,success,24,94
0.05,2303,30,sequence,expected,4,True,24,1,success,24,94
0.05,2303,30,sequence,linear,5,True,28,1,success,24,94
0.05,2303,30,sequence,linear_empirical,5,True,28,1,success,24,94
0.05,2303,30,sequence,shortest,5,True,26,1,success,24,94
0.05,2303,30,sequence,expected,5,True,26,1,success,24,94
0.05,2303,30,sequence,linear,6,True,26,1,success,24,94
0.05,2303,30,sequence,linear_empirical,6,True,26,1,success,24,94
0.05,2303,30,sequence,shortest,6,True,26,1,success,24,94
0.05,2303,30,sequence,expected,6,True,26,1,success,24,94
0.05,2303,30,sequence,linear,7,True,28,1,success,24,94
0.05,2303,30,sequence,linear_empirical,7,True,28,1,success,24,94
0.05,2303,30,sequence,shortest,7,True,26,1,success,24,94
0.05,2303,30,sequence,expected,7,True,26,1,success,24,94
0.05,2303,30,sequence,linear,8,True,30,1,success,24,94
0.05,2303,30,sequence,linear_empirical,8,True,30,1,success,24,94
0.05,2303,30,sequence,shortest,8,True,28,1,success,24,94
0.05,2303,30,sequence,expected,8,True,28,1,success,24,94
0.05,2303,31,all_of,linear,1,True,19,1,success,17,94
0.05,2303,31,all_of,linear_empirical,1,True,19,1,success,17,94
0.05,2303,31,all_of,shortest,1,True,19,1,success,17,94
0.05,2303,31,all_of,expected,1,True,19,1,success,17,94
0.05,2303,31,all_of,linear,2,True,17,1,success,17,94
0.05,2303,31,all_of,linear_empirical,2,True,17,1,success,17,94
0.05,2303,31,all_of,shortest,2,True,17,1,success,17,94
0.05,2303,31,all_of,expected,2,True,17,1,success,17,94
0.05,2303,31,all_of,linear,3,True,17,1,success,17,94
0.05,2303,31,all_of,linear_empirical,3,True,17,1,success,17,94
0.05,2303,31,all_of,shortest,3,True,17,1,success,17,94
0.05,2303,31,all_of,expected,3,True,17,1,success,17,94
0.05,2303,31,all_of,linear,4,True,17,1,success,17,94
0.05,2303,31,all_of,linear_empirical,4,True,17,1,success,17,94
0.05,2303,31,all_of,shortest,4,True,17,1,success,17,94
0.05,2303,31,all_of,expected,4,True,17,1,success,17,94
0.05,2303,31,all_of,linear,5,True,19,1,success,17,94
0.05,2303,31,all_of,linear_empirical,5,True,19,1,success,17,94
0.05,2303,31,all_of,shortest,5,True,21,1,success,17,94
0.05,2303,31,all_of,expected,5,True,19,1,success,17,94
0.05,2303,31,all_of,linear,6,True,19,1,success,17,94
0.05,2303,31,all_of,linear_empirical,6,True,19,1,success,17,94
0.05,2303,31,all_of,shortest,6,True,19,1,success,17,94
0.05,2303,31,all_of,expected,6,True,19,1,success,17,94
0.05,2303,31,all_of,linear,7,True,20,1,success,17,94
0.05,2303,31,all_of,linear_empirical,7,True,20,1,success,17,94
0.05,2303,31,all_of,shortest,7,True,20,1,success,17,94
0.05,2303,31,all_of,expected,7,True,20,1,success,17,94
0.05,2303,31,all_of,linear,8,True,17,1,success,17,94
0.05,2303,31,all_of,linear_empirical,8,True,17,1,success,17,94
0.05,2303,31,all_of,shortest,8,True,17,1,success,17,94
0.05,2303,31,all_of,expected,8,True,17,1,success,17,94
0.05,2303,32,condition_then,linear,1,True,11,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,1,True,11,1,success,11,94
0.05,2303,32,condition_then,shortest,1,True,11,1,success,11,94
0.05,2303,32,condition_then,expected,1,True,11,1,success,11,94
0.05,2303,32,condition_then,linear,2,True,13,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,2,True,13,1,success,11,94
0.05,2303,32,condition_then,shortest,2,True,13,1,success,11,94
0.05,2303,32,condition_then,expected,2,True,13,1,success,11,94
0.05,2303,32,condition_then,linear,3,True,11,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,3,True,11,1,success,11,94
0.05,2303,32,condition_then,shortest,3,True,11,1,success,11,94
0.05,2303,32,condition_then,expected,3,True,11,1,success,11,94
0.05,2303,32,condition_then,linear,4,True,13,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,4,True,13,1,success,11,94
0.05,2303,32,condition_then,shortest,4,True,13,1,success,11,94
0.05,2303,32,condition_then,expected,4,True,13,1,success,11,94
0.05,2303,32,condition_then,linear,5,True,13,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,5,True,13,1,success,11,94
0.05,2303,32,condition_then,shortest,5,True,13,1,success,11,94
0.05,2303,32,condition_then,expected,5,True,13,1,success,11,94
0.05,2303,32,condition_then,linear,6,True,13,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,6,True,13,1,success,11,94
0.05,2303,32,condition_then,shortest,6,True,13,1,success,11,94
0.05,2303,32,condition_then,expected,6,True,13,1,success,11,94
0.05,2303,32,condition_then,linear,7,True,11,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,7,True,11,1,success,11,94
0.05,2303,32,condition_then,shortest,7,True,11,1,success,11,94
0.05,2303,32,condition_then,expected,7,True,11,1,success,11,94
0.05,2303,32,condition_then,linear,8,True,11,1,success,11,94
0.05,2303,32,condition_then,linear_empirical,8,True,11,1,success,11,94
0.05,2303,32,condition_then,shortest,8,True,11,1,success,11,94
0.05,2303,32,condition_then,expected,8,True,11,1,success,11,94
0.05,2303,33,sequence,linear,1,True,21,1,success,21,94
0.05,2303,33,sequence,linear_empirical,1,True,21,1,success,21,94
0.05,2303,33,sequence,shortest,1,True,21,1,success,21,94
0.05,2303,33,sequence,expected,1,True,21,1,success,21,94
0.05,2303,33,sequence,linear,2,True,21,1,success,21,94
0.05,2303,33,sequence,linear_empirical,2,True,21,1,success,21,94
0.05,2303,33,sequence,shortest,2,True,21,1,success,21,94
0.05,2303,33,sequence,expected,2,True,21,1,success,21,94
0.05,2303,33,sequence,linear,3,True,23,1,success,21,94
0.05,2303,33,sequence,linear_empirical,3,True,23,1,success,21,94
0.05,2303,33,sequence,shortest,3,True,22,1,success,21,94
0.05,2303,33,sequence,expected,3,True,22,1,success,21,94
0.05,2303,33,sequence,linear,4,True,23,1,success,21,94
0.05,2303,33,sequence,linear_empirical,4,True,23,1,success,21,94
0.05,2303,33,sequence,shortest,4,True,23,1,success,21,94
0.05,2303,33,sequence,expected,4,True,23,1,success,21,94
0.05,2303,33,sequence,linear,5,True,21,1,success,21,94
0.05,2303,33,sequence,linear_empirical,5,True,21,1,success,21,94
0.05,2303,33,sequence,shortest,5,True,21,1,success,21,94
0.05,2303,33,sequence,expected,5,True,21,1,success,21,94
0.05,2303,33,sequence,linear,6,True,25,1,success,21,94
0.05,2303,33,sequence,linear_empirical,6,True,25,1,success,21,94
0.05,2303,33,sequence,shortest,6,True,25,1,success,21,94
0.05,2303,33,sequence,expected,6,True,25,1,success,21,94
0.05,2303,33,sequence,linear,7,True,23,1,success,21,94
0.05,2303,33,sequence,linear_empirical,7,True,23,1,success,21,94
0.05,2303,33,sequence,shortest,7,True,23,1,success,21,94
0.05,2303,33,sequence,expected,7,True,23,1,success,21,94
0.05,2303,33,sequence,linear,8,True,21,1,success,21,94
0.05,2303,33,sequence,linear_empirical,8,True,21,1,success,21,94
0.05,2303,33,sequence,shortest,8,True,21,1,success,21,94
0.05,2303,33,sequence,expected,8,True,21,1,success,21,94
0.05,2303,34,all_of,linear,1,True,18,1,success,16,94
0.05,2303,34,all_of,linear_empirical,1,True,18,1,success,16,94
0.05,2303,34,all_of,shortest,1,True,18,1,success,16,94
0.05,2303,34,all_of,expected,1,True,18,1,success,16,94
0.05,2303,34,all_of,linear,2,True,19,1,success,16,94
0.05,2303,34,all_of,linear_empirical,2,True,19,1,success,16,94
0.05,2303,34,all_of,shortest,2,True,20,1,success,16,94
0.05,2303,34,all_of,expected,2,True,20,1,success,16,94
0.05,2303,34,all_of,linear,3,True,16,1,success,16,94
0.05,2303,34,all_of,linear_empirical,3,True,16,1,success,16,94
0.05,2303,34,all_of,shortest,3,True,16,1,success,16,94
0.05,2303,34,all_of,expected,3,True,16,1,success,16,94
0.05,2303,34,all_of,linear,4,True,16,1,success,16,94
0.05,2303,34,all_of,linear_empirical,4,True,16,1,success,16,94
0.05,2303,34,all_of,shortest,4,True,16,1,success,16,94
0.05,2303,34,all_of,expected,4,True,16,1,success,16,94
0.05,2303,34,all_of,linear,5,True,18,1,success,16,94
0.05,2303,34,all_of,linear_empirical,5,True,18,1,success,16,94
0.05,2303,34,all_of,shortest,5,True,18,1,success,16,94
0.05,2303,34,all_of,expected,5,True,18,1,success,16,94
0.05,2303,34,all_of,linear,6,True,16,1,success,16,94
0.05,2303,34,all_of,linear_empirical,6,True,16,1,success,16,94
0.05,2303,34,all_of,shortest,6,True,16,1,success,16,94
0.05,2303,34,all_of,expected,6,True,16,1,success,16,94
0.05,2303,34,all_of,linear,7,True,16,1,success,16,94
0.05,2303,34,all_of,linear_empirical,7,True,16,1,success,16,94
0.05,2303,34,all_of,shortest,7,True,16,1,success,16,94
0.05,2303,34,all_of,expected,7,True,16,1,success,16,94
0.05,2303,34,all_of,linear,8,True,18,1,success,16,94
0.05,2303,34,all_of,linear_empirical,8,True,18,1,success,16,94
0.05,2303,34,all_of,shortest,8,True,18,1,success,16,94
0.05,2303,34,all_of,expected,8,True,18,1,success,16,94
0.05,2303,35,condition_then,linear,1,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,1,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,1,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,1,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,2,True,16,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,2,True,16,1,success,14,94
0.05,2303,35,condition_then,shortest,2,True,16,1,success,14,94
0.05,2303,35,condition_then,expected,2,True,16,1,success,14,94
0.05,2303,35,condition_then,linear,3,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,3,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,3,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,3,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,4,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,4,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,4,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,4,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,5,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,5,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,5,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,5,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,6,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,6,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,6,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,6,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,7,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,7,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,7,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,7,True,14,1,success,14,94
0.05,2303,35,condition_then,linear,8,True,14,1,success,14,94
0.05,2303,35,condition_then,linear_empirical,8,True,14,1,success,14,94
0.05,2303,35,condition_then,shortest,8,True,14,1,success,14,94
0.05,2303,35,condition_then,expected,8,True,14,1,success,14,94
0.05,2303,36,branch,linear,1,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,1,True,7,1,success,7,94
0.05,2303,36,branch,shortest,1,True,7,1,success,7,94
0.05,2303,36,branch,expected,1,True,7,1,success,7,94
0.05,2303,36,branch,linear,2,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,2,True,7,1,success,7,94
0.05,2303,36,branch,shortest,2,True,7,1,success,7,94
0.05,2303,36,branch,expected,2,True,7,1,success,7,94
0.05,2303,36,branch,linear,3,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,3,True,7,1,success,7,94
0.05,2303,36,branch,shortest,3,True,7,1,success,7,94
0.05,2303,36,branch,expected,3,True,7,1,success,7,94
0.05,2303,36,branch,linear,4,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,4,True,7,1,success,7,94
0.05,2303,36,branch,shortest,4,True,7,1,success,7,94
0.05,2303,36,branch,expected,4,True,7,1,success,7,94
0.05,2303,36,branch,linear,5,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,5,True,7,1,success,7,94
0.05,2303,36,branch,shortest,5,True,7,1,success,7,94
0.05,2303,36,branch,expected,5,True,7,1,success,7,94
0.05,2303,36,branch,linear,6,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,6,True,7,1,success,7,94
0.05,2303,36,branch,shortest,6,True,7,1,success,7,94
0.05,2303,36,branch,expected,6,True,7,1,success,7,94
0.05,2303,36,branch,linear,7,True,7,1,success,7,94
0.05,2303,36,branch,linear_empirical,7,True,7,1,success,7,94
0.05,2303,36,branch,shortest,7,True,7,1,success,7,94
0.05,2303,36,branch,expected,7,True,7,1,success,7,94
0.05,2303,36,branch,linear,8,True,9,1,success,7,94
0.05,2303,36,branch,linear_empirical,8,True,9,1,success,7,94
0.05,2303,36,branch,shortest,8,True,9,1,success,7,94
0.05,2303,36,branch,expected,8,True,9,1,success,7,94
0.05,2303,37,branch,linear,1,True,11,1,success,11,94
0.05,2303,37,branch,linear_empirical,1,True,11,1,success,11,94
0.05,2303,37,branch,shortest,1,True,11,1,success,11,94
0.05,2303,37,branch,expected,1,True,11,1,success,11,94
0.05,2303,37,branch,linear,2,True,15,1,success,11,94
0.05,2303,37,branch,linear_empirical,2,True,15,1,success,11,94
0.05,2303,37,branch,shortest,2,True,15,1,success,11,94
0.05,2303,37,branch,expected,2,True,15,1,success,11,94
0.05,2303,37,branch,linear,3,True,13,1,success,11,94
0.05,2303,37,branch,linear_empirical,3,True,13,1,success,11,94
0.05,2303,37,branch,shortest,3,True,13,1,success,11,94
0.05,2303,37,branch,expected,3,True,13,1,success,11,94
0.05,2303,37,branch,linear,4,True,11,1,success,11,94
