slip,seed,task_id,task_type,method,replicate,success,steps,replans,why,shortest_in_model,learned_states
0.05,2101,0,sequence,linear,1,True,24,1,success,23,172
0.05,2101,0,sequence,linear_empirical,1,True,24,1,success,23,172
0.05,2101,0,sequence,shortest,1,True,29,1,success,23,172
0.05,2101,0,sequence,expected,1,True,29,1,success,23,172
0.05,2101,0,sequence,linear,2,True,23,1,success,23,172
0.05,2101,0,sequence,linear_empirical,2,True,23,1,success,23,172
0.05,2101,0,sequence,shortest,2,True,76,1,success,23,172
0.05,2101,0,sequence,expected,2,True,74,1,success,23,172
0.05,2101,0,sequence,linear,3,True,23,1,success,23,172
0.05,2101,0,sequence,linear_empirical,3,True,23,1,success,23,172
0.05,2101,0,sequence,shortest,3,True,310,1,success,23,172
0.05,2101,0,sequence,expected,3,True,307,1,success,23,172
0.05,2101,0,sequence,linear,4,True,25,1,success,23,172
0.05,2101,0,sequence,linear_empirical,4,True,25,1,success,23,172
0.05,2101,0,sequence,shortest,4,True,37,1,success,23,172
0.05,2101,0,sequence,expected,4,True,37,1,success,23,172
0.05,2101,0,sequence,linear,5,True,24,1,success,23,172
0.05,2101,0,sequence,linear_empirical,5,True,24,1,success,23,172
0.05,2101,0,sequence,shortest,5,True,87,1,success,23,172
0.05,2101,0,sequence,expected,5,True,87,1,success,23,172
0.05,2101,0,sequence,linear,6,True,23,1,success,23,172
0.05,2101,0,sequence,linear_empirical,6,True,23,1,success,23,172
0.05,2101,0,sequence,shortest,6,True,121,1,success,23,172
0.05,2101,0,sequence,expected,6,True,121,1,success,23,172
0.05,2101,0,sequence,linear,7,True,23,1,success,23,172
0.05,2101,0,sequence,linear_empirical,7,True,23,1,success,23,172
0.05,2101,0,sequence,shortest,7,True,503,1,success,23,172
0.05,2101,0,sequence,expected,7,True,503,1,success,23,172
0.05,2101,0,sequence,linear,8,True,24,1,success,23,172
0.05,2101,0,sequence,linear_empirical,8,True,24,1,success,23,172
0.05,2101,0,sequence,shortest,8,True,170,1,success,23,172
0.05,2101,0,sequence,expected,8,True,170,1,success,23,172
0.05,2101,1,all_of,linear,1,True,31,1,success,16,172
0.05,2101,1,all_of,linear_empirical,1,True,31,1,success,16,172
0.05,2101,1,all_of,shortest,1,True,267,1,success,16,172
0.05,2101,1,all_of,expected,1,True,267,1,success,16,172
0.05,2101,1,all_of,linear,2,True,91,1,success,16,172
0.05,2101,1,all_of,linear_empirical,2,True,91,1,success,16,172
0.05,2101,1,all_of,shortest,2,True,92,1,success,16,172
0.05,2101,1,all_of,expected,2,True,92,1,success,16,172
0.05,2101,1,all_of,linear,3,True,30,1,success,16,172
0.05,2101,1,all_of,linear_empirical,3,True,30,1,success,16,172
0.05,2101,1,all_of,shortest,3,True,213,1,success,16,172
0.05,2101,1,all_of,expected,3,True,213,1,success,16,172
0.05,2101,1,all_of,linear,4,True,94,1,success,16,172
0.05,2101,1,all_of,linear_empirical,4,True,94,1,success,16,172
0.05,2101,1,all_of,shortest,4,True,94,1,success,16,172
0.05,2101,1,all_of,expected,4,True,94,1,success,16,172
0.05,2101,1,all_of,linear,5,True,19,1,success,16,172
0.05,2101,1,all_of,linear_empirical,5,True,19,1,success,16,172
0.05,2101,1,all_of,shortest,5,True,247,1,success,16,172
0.05,2101,1,all_of,expected,5,True,247,1,success,16,172
0.05,2101,1,all_of,linear,6,True,43,1,success,16,172
0.05,2101,1,all_of,linear_empirical,6,True,43,1,success,16,172
0.05,2101,1,all_of,shortest,6,True,211,1,success,16,172
0.05,2101,1,all_of,expected,6,True,211,1,success,16,172
0.05,2101,1,all_of,linear,7,True,140,1,success,16,172
0.05,2101,1,all_of,linear_empirical,7,True,140,1,success,16,172
0.05,2101,1,all_of,shortest,7,True,506,1,success,16,172
0.05,2101,1,all_of,expected,7,True,506,1,success,16,172
0.05,2101,1,all_of,linear,8,True,46,1,success,16,172
0.05,2101,1,all_of,linear_empirical,8,True,46,1,success,16,172
0.05,2101,1,all_of,shortest,8,True,199,1,success,16,172
0.05,2101,1,all_of,expected,8,True,199,1,success,16,172
0.05,2101,2,condition_then,linear,1,True,45,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,1,True,45,1,success,12,172
0.05,2101,2,condition_then,shortest,1,True,12,1,success,12,172
0.05,2101,2,condition_then,expected,1,True,12,1,success,12,172
0.05,2101,2,condition_then,linear,2,True,27,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,2,True,27,1,success,12,172
0.05,2101,2,condition_then,shortest,2,True,13,1,success,12,172
0.05,2101,2,condition_then,expected,2,True,13,1,success,12,172
0.05,2101,2,condition_then,linear,3,True,33,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,3,True,33,1,success,12,172
0.05,2101,2,condition_then,shortest,3,True,14,1,success,12,172
0.05,2101,2,condition_then,expected,3,True,14,1,success,12,172
0.05,2101,2,condition_then,linear,4,True,48,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,4,True,48,1,success,12,172
0.05,2101,2,condition_then,shortest,4,True,12,1,success,12,172
0.05,2101,2,condition_then,expected,4,True,12,1,success,12,172
0.05,2101,2,condition_then,linear,5,True,56,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,5,True,56,1,success,12,172
0.05,2101,2,condition_then,shortest,5,True,12,1,success,12,172
0.05,2101,2,condition_then,expected,5,True,12,1,success,12,172
0.05,2101,2,condition_then,linear,6,True,21,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,6,True,21,1,success,12,172
0.05,2101,2,condition_then,shortest,6,True,14,1,success,12,172
0.05,2101,2,condition_then,expected,6,True,14,1,success,12,172
0.05,2101,2,condition_then,linear,7,True,66,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,7,True,66,1,success,12,172
0.05,2101,2,condition_then,shortest,7,True,12,1,success,12,172
0.05,2101,2,condition_then,expected,7,True,12,1,success,12,172
0.05,2101,2,condition_then,linear,8,True,19,1,success,12,172
0.05,2101,2,condition_then,linear_empirical,8,True,21,1,success,12,172
0.05,2101,2,condition_then,shortest,8,True,16,1,success,12,172
0.05,2101,2,condition_then,expected,8,True,16,1,success,12,172
0.05,2101,3,sequence,linear,1,True,29,1,success,20,172
0.05,2101,3,sequence,linear_empirical,1,True,29,1,success,20,172
0.05,2101,3,sequence,shortest,1,True,32,1,success,20,172
0.05,2101,3,sequence,expected,1,True,32,1,success,20,172
0.05,2101,3,sequence,linear,2,True,52,1,success,20,172
0.05,2101,3,sequence,linear_empirical,2,True,52,1,success,20,172
0.05,2101,3,sequence,shortest,2,True,47,1,success,20,172
0.05,2101,3,sequence,expected,2,True,47,1,success,20,172
0.05,2101,3,sequence,linear,3,True,31,1,success,20,172
0.05,2101,3,sequence,linear_empirical,3,True,31,1,success,20,172
0.05,2101,3,sequence,shortest,3,True,131,1,success,20,172
0.05,2101,3,sequence,expected,3,True,131,1,success,20,172
0.05,2101,3,sequence,linear,4,True,42,1,success,20,172
0.05,2101,3,sequence,linear_empirical,4,True,42,1,success,20,172
0.05,2101,3,sequence,shortest,4,True,41,1,success,20,172
0.05,2101,3,sequence,expected,4,True,41,1,success,20,172
0.05,2101,3,sequence,linear,5,True,55,1,success,20,172
0.05,2101,3,sequence,linear_empirical,5,True,55,1,success,20,172
0.05,2101,3,sequence,shortest,5,True,72,1,success,20,172
0.05,2101,3,sequence,expected,5,True,72,1,success,20,172
0.05,2101,3,sequence,linear,6,True,68,1,success,20,172
0.05,2101,3,sequence,linear_empirical,6,True,68,1,success,20,172
0.05,2101,3,sequence,shortest,6,True,62,1,success,20,172
0.05,2101,3,sequence,expected,6,True,62,1,success,20,172
0.05,2101,3,sequence,linear,7,True,51,1,success,20,172
0.05,2101,3,sequence,linear_empirical,7,True,51,1,success,20,172
0.05,2101,3,sequence,shortest,7,True,46,1,success,20,172
0.05,2101,3,sequence,expected,7,True,46,1,success,20,172
0.05,2101,3,sequence,linear,8,True,53,1,success,20,172
0.05,2101,3,sequence,linear_empirical,8,True,53,1,success,20,172
0.05,2101,3,sequence,shortest,8,True,39,1,success,20,172
0.05,2101,3,sequence,expected,8,True,39,1,success,20,172
0.05,2101,4,all_of,linear,1,True,116,1,success,13,172
0.05,2101,4,all_of,linear_empirical,1,True,116,1,success,13,172
0.05,2101,4,all_of,shortest,1,True,65,1,success,13,172
0.05,2101,4,all_of,expected,1,True,65,1,success,13,172
0.05,2101,4,all_of,linear,2,True,41,1,success,13,172
0.05,2101,4,all_of,linear_empirical,2,True,41,1,success,13,172
0.05,2101,4,all_of,shortest,2,True,35,1,success,13,172
0.05,2101,4,all_of,expected,2,True,35,1,success,13,172
0.05,2101,4,all_of,linear,3,True,41,1,success,13,172
0.05,2101,4,all_of,linear_empirical,3,True,41,1,success,13,172
0.05,2101,4,all_of,shortest,3,True,38,1,success,13,172
0.05,2101,4,all_of,expected,3,True,38,1,success,13,172
0.05,2101,4,all_of,linear,4,True,46,1,success,13,172
0.05,2101,4,all_of,linear_empirical,4,True,46,1,success,13,172
0.05,2101,4,all_of,shortest,4,True,41,1,success,13,172
0.05,2101,4,all_of,expected,4,True,41,1,success,13,172
0.05,2101,4,all_of,linear,5,True,37,1,success,13,172
0.05,2101,4,all_of,linear_empirical,5,True,37,1,success,13,172
0.05,2101,4,all_of,shortest,5,True,28,1,success,13,172
0.05,2101,4,all_of,expected,5,True,28,1,success,13,172
0.05,2101,4,all_of,linear,6,True,42,1,success,13,172
0.05,2101,4,all_of,linear_empirical,6,True,42,1,success,13,172
0.05,2101,4,all_of,shortest,6,True,19,1,success,13,172
0.05,2101,4,all_of,expected,6,True,19,1,success,13,172
0.05,2101,4,all_of,linear,7,True,49,1,success,13,172
0.05,2101,4,all_of,linear_empirical,7,True,49,1,success,13,172
0.05,2101,4,all_of,shortest,7,True,17,1,success,13,172
0.05,2101,4,all_of,expected,7,True,17,1,success,13,172
0.05,2101,4,all_of,linear,8,True,40,1,success,13,172
0.05,2101,4,all_of,linear_empirical,8,True,40,1,success,13,172
0.05,2101,4,all_of,shortest,8,True,39,1,success,13,172
0.05,2101,4,all_of,expected,8,True,39,1,success,13,172
0.05,2101,5,condition_then,linear,1,True,13,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,1,True,13,1,success,10,172
0.05,2101,5,condition_then,shortest,1,True,11,1,success,10,172
0.05,2101,5,condition_then,expected,1,True,191,1,success,10,172
0.05,2101,5,condition_then,linear,2,True,12,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,2,True,12,1,success,10,172
0.05,2101,5,condition_then,shortest,2,True,12,1,success,10,172
0.05,2101,5,condition_then,expected,2,True,224,1,success,10,172
0.05,2101,5,condition_then,linear,3,True,10,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,3,True,10,1,success,10,172
0.05,2101,5,condition_then,shortest,3,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,3,True,70,1,success,10,172
0.05,2101,5,condition_then,linear,4,True,10,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,4,True,10,1,success,10,172
0.05,2101,5,condition_then,shortest,4,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,4,True,99,1,success,10,172
0.05,2101,5,condition_then,linear,5,True,10,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,5,True,10,1,success,10,172
0.05,2101,5,condition_then,shortest,5,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,5,True,101,1,success,10,172
0.05,2101,5,condition_then,linear,6,True,13,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,6,True,13,1,success,10,172
0.05,2101,5,condition_then,shortest,6,True,13,1,success,10,172
0.05,2101,5,condition_then,expected,6,True,97,1,success,10,172
0.05,2101,5,condition_then,linear,7,True,10,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,7,True,10,1,success,10,172
0.05,2101,5,condition_then,shortest,7,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,7,True,49,1,success,10,172
0.05,2101,5,condition_then,linear,8,True,10,1,success,10,172
0.05,2101,5,condition_then,linear_empirical,8,True,10,1,success,10,172
0.05,2101,5,condition_then,shortest,8,True,10,1,success,10,172
0.05,2101,5,condition_then,expected,8,True,84,1,success,10,172
0.05,2101,6,sequence,linear,1,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,1,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,1,True,21,1,success,21,172
0.05,2101,6,sequence,expected,1,True,21,1,success,21,172
0.05,2101,6,sequence,linear,2,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,2,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,2,True,21,1,success,21,172
0.05,2101,6,sequence,expected,2,True,21,1,success,21,172
0.05,2101,6,sequence,linear,3,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,3,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,3,True,21,1,success,21,172
0.05,2101,6,sequence,expected,3,True,21,1,success,21,172
0.05,2101,6,sequence,linear,4,True,22,1,success,21,172
0.05,2101,6,sequence,linear_empirical,4,True,22,1,success,21,172
0.05,2101,6,sequence,shortest,4,True,21,1,success,21,172
0.05,2101,6,sequence,expected,4,True,21,1,success,21,172
0.05,2101,6,sequence,linear,5,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,5,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,5,True,21,1,success,21,172
0.05,2101,6,sequence,expected,5,True,21,1,success,21,172
0.05,2101,6,sequence,linear,6,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,6,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,6,True,25,1,success,21,172
0.05,2101,6,sequence,expected,6,True,25,1,success,21,172
0.05,2101,6,sequence,linear,7,True,21,1,success,21,172
0.05,2101,6,sequence,linear_empirical,7,True,21,1,success,21,172
0.05,2101,6,sequence,shortest,7,True,21,1,success,21,172
0.05,2101,6,sequence,expected,7,True,21,1,success,21,172
0.05,2101,6,sequence,linear,8,True,30,1,success,21,172
0.05,2101,6,sequence,linear_empirical,8,True,30,1,success,21,172
0.05,2101,6,sequence,shortest,8,True,22,1,success,21,172
0.05,2101,6,sequence,expected,8,True,22,1,success,21,172
0.05,2101,7,all_of,linear,1,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,1,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,1,True,16,1,success,16,172
0.05,2101,7,all_of,expected,1,True,16,1,success,16,172
0.05,2101,7,all_of,linear,2,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,2,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,2,True,16,1,success,16,172
0.05,2101,7,all_of,expected,2,True,16,1,success,16,172
0.05,2101,7,all_of,linear,3,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,3,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,3,True,16,1,success,16,172
0.05,2101,7,all_of,expected,3,True,16,1,success,16,172
0.05,2101,7,all_of,linear,4,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,4,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,4,True,17,1,success,16,172
0.05,2101,7,all_of,expected,4,True,17,1,success,16,172
0.05,2101,7,all_of,linear,5,True,18,1,success,16,172
0.05,2101,7,all_of,linear_empirical,5,True,18,1,success,16,172
0.05,2101,7,all_of,shortest,5,True,19,1,success,16,172
0.05,2101,7,all_of,expected,5,True,18,1,success,16,172
0.05,2101,7,all_of,linear,6,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,6,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,6,True,18,1,success,16,172
0.05,2101,7,all_of,expected,6,True,16,1,success,16,172
0.05,2101,7,all_of,linear,7,True,16,1,success,16,172
0.05,2101,7,all_of,linear_empirical,7,True,16,1,success,16,172
0.05,2101,7,all_of,shortest,7,True,19,1,success,16,172
0.05,2101,7,all_of,expected,7,True,19,1,success,16,172
0.05,2101,7,all_of,linear,8,True,17,1,success,16,172
0.05,2101,7,all_of,linear_empirical,8,True,17,1,success,16,172
0.05,2101,7,all_of,shortest,8,True,19,1,success,16,172
0.05,2101,7,all_of,expected,8,True,20,1,success,16,172
0.05,2101,8,condition_then,linear,1,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,1,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,1,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,1,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,2,True,9,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,2,True,9,1,success,6,172
0.05,2101,8,condition_then,shortest,2,True,9,1,success,6,172
0.05,2101,8,condition_then,expected,2,True,9,1,success,6,172
0.05,2101,8,condition_then,linear,3,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,3,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,3,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,3,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,4,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,4,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,4,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,4,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,5,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,5,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,5,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,5,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,6,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,6,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,6,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,6,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,7,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,7,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,7,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,7,True,6,1,success,6,172
0.05,2101,8,condition_then,linear,8,True,6,1,success,6,172
0.05,2101,8,condition_then,linear_empirical,8,True,6,1,success,6,172
0.05,2101,8,condition_then,shortest,8,True,6,1,success,6,172
0.05,2101,8,condition_then,expected,8,True,6,1,success,6,172
0.05,2101,9,sequence,linear,1,True,20,1,success,19,172
0.05,2101,9,sequence,linear_empirical,1,True,20,1,success,19,172
0.05,2101,9,sequence,shortest,1,True,19,1,success,19,172
0.05,2101,9,sequence,expected,1,True,19,1,success,19,172
0.05,2101,9,sequence,linear,2,True,20,1,success,19,172
0.05,2101,9,sequence,linear_empirical,2,True,20,1,success,19,172
0.05,2101,9,sequence,shortest,2,True,19,1,success,19,172
0.05,2101,9,sequence,expected,2,True,19,1,success,19,172
0.05,2101,9,sequence,linear,3,True,21,1,success,19,172
0.05,2101,9,sequence,linear_empirical,3,True,21,1,success,19,172
0.05,2101,9,sequence,shortest,3,True,23,1,success,19,172
0.05,2101,9,sequence,expected,3,True,23,1,success,19,172
0.05,2101,9,sequence,linear,4,True,20,1,success,19,172
0.05,2101,9,sequence,linear_empirical,4,True,20,1,success,19,172
0.05,2101,9,sequence,shortest,4,True,19,1,success,19,172
0.05,2101,9,sequence,expected,4,True,19,1,success,19,172
0.05,2101,9,sequence,linear,5,True,21,1,success,19,172
0.05,2101,9,sequence,linear_empirical,5,True,21,1,success,19,172
0.05,2101,9,sequence,shortest,5,True,21,1,success,19,172
0.05,2101,9,sequence,expected,5,True,21,1,success,19,172
0.05,2101,9,sequence,linear,6,True,21,1,success,19,172
0.05,2101,9,sequence,linear_empirical,6,True,21,1,success,19,172
0.05,2101,9,sequence,shortest,6,True,22,1,success,19,172
0.05,2101,9,sequence,expected,6,True,22,1,success,19,172
0.05,2101,9,sequence,linear,7,True,22,1,success,19,172
0.05,2101,9,sequence,linear_empirical,7,True,22,1,success,19,172
0.05,2101,9,sequence,shortest,7,True,21,1,success,19,172
0.05,2101,9,sequence,expected,7,True,21,1,success,19,172
0.05,2101,9,sequence,linear,8,True,22,1,success,19,172
0.05,2101,9,sequence,linear_empirical,8,True,22,1,success,19,172
0.05,2101,9,sequence,shortest,8,True,21,1,success,19,172
0.05,2101,9,sequence,expected,8,True,21,1,success,19,172
0.05,2101,10,all_of,linear,1,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,1,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,1,True,21,1,success,18,172
0.05,2101,10,all_of,expected,1,True,21,1,success,18,172
0.05,2101,10,all_of,linear,2,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,2,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,2,True,19,1,success,18,172
0.05,2101,10,all_of,expected,2,True,19,1,success,18,172
0.05,2101,10,all_of,linear,3,True,21,1,success,18,172
0.05,2101,10,all_of,linear_empirical,3,True,21,1,success,18,172
0.05,2101,10,all_of,shortest,3,True,21,1,success,18,172
0.05,2101,10,all_of,expected,3,True,21,1,success,18,172
0.05,2101,10,all_of,linear,4,True,23,1,success,18,172
0.05,2101,10,all_of,linear_empirical,4,True,23,1,success,18,172
0.05,2101,10,all_of,shortest,4,True,25,1,success,18,172
0.05,2101,10,all_of,expected,4,True,25,1,success,18,172
0.05,2101,10,all_of,linear,5,True,21,1,success,18,172
0.05,2101,10,all_of,linear_empirical,5,True,21,1,success,18,172
0.05,2101,10,all_of,shortest,5,True,21,1,success,18,172
0.05,2101,10,all_of,expected,5,True,21,1,success,18,172
0.05,2101,10,all_of,linear,6,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,6,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,6,True,19,1,success,18,172
0.05,2101,10,all_of,expected,6,True,19,1,success,18,172
0.05,2101,10,all_of,linear,7,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,7,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,7,True,24,1,success,18,172
0.05,2101,10,all_of,expected,7,True,24,1,success,18,172
0.05,2101,10,all_of,linear,8,True,19,1,success,18,172
0.05,2101,10,all_of,linear_empirical,8,True,19,1,success,18,172
0.05,2101,10,all_of,shortest,8,True,19,1,success,18,172
0.05,2101,10,all_of,expected,8,True,19,1,success,18,172
0.05,2101,11,condition_then,linear,1,True,9,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,1,True,9,1,success,9,172
0.05,2101,11,condition_then,shortest,1,True,9,1,success,9,172
0.05,2101,11,condition_then,expected,1,True,9,1,success,9,172
0.05,2101,11,condition_then,linear,2,True,11,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,2,True,9,1,success,9,172
0.05,2101,11,condition_then,shortest,2,True,9,1,success,9,172
0.05,2101,11,condition_then,expected,2,True,11,1,success,9,172
0.05,2101,11,condition_then,linear,3,True,10,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,3,True,10,1,success,9,172
0.05,2101,11,condition_then,shortest,3,True,11,1,success,9,172
0.05,2101,11,condition_then,expected,3,True,11,1,success,9,172
0.05,2101,11,condition_then,linear,4,True,12,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,4,True,19,1,success,9,172
0.05,2101,11,condition_then,shortest,4,True,19,1,success,9,172
0.05,2101,11,condition_then,expected,4,True,12,1,success,9,172
0.05,2101,11,condition_then,linear,5,True,9,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,5,True,9,1,success,9,172
0.05,2101,11,condition_then,shortest,5,True,9,1,success,9,172
0.05,2101,11,condition_then,expected,5,True,9,1,success,9,172
0.05,2101,11,condition_then,linear,6,True,10,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,6,True,10,1,success,9,172
0.05,2101,11,condition_then,shortest,6,True,11,1,success,9,172
0.05,2101,11,condition_then,expected,6,True,11,1,success,9,172
0.05,2101,11,condition_then,linear,7,True,9,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,7,True,9,1,success,9,172
0.05,2101,11,condition_then,shortest,7,True,9,1,success,9,172
0.05,2101,11,condition_then,expected,7,True,9,1,success,9,172
0.05,2101,11,condition_then,linear,8,True,9,1,success,9,172
0.05,2101,11,condition_then,linear_empirical,8,True,9,1,success,9,172
0.05,2101,11,condition_then,shortest,8,True,9,1,success,9,172
0.05,2101,11,condition_then,expected,8,True,9,1,success,9,172
0.05,2101,12,sequence,linear,1,True,23,1,success,17,172
0.05,2101,12,sequence,linear_empirical,1,True,23,1,success,17,172
0.05,2101,12,sequence,shortest,1,True,18,1,success,17,172
0.05,2101,12,sequence,expected,1,True,18,1,success,17,172
0.05,2101,12,sequence,linear,2,True,17,1,success,17,172
0.05,2101,12,sequence,linear_empirical,2,True,18,1,success,17,172
0.05,2101,12,sequence,shortest,2,True,17,1,success,17,172
0.05,2101,12,sequence,expected,2,True,17,1,success,17,172
0.05,2101,12,sequence,linear,3,True,19,1,success,17,172
0.05,2101,12,sequence,linear_empirical,3,True,19,1,success,17,172
0.05,2101,12,sequence,shortest,3,True,19,1,success,17,172
0.05,2101,12,sequence,expected,3,True,17,1,success,17,172
0.05,2101,12,sequence,linear,4,True,17,1,success,17,172
0.05,2101,12,sequence,linear_empirical,4,True,18,1,success,17,172
0.05,2101,12,sequence,shortest,4,True,17,1,success,17,172
0.05,2101,12,sequence,expected,4,True,17,1,success,17,172
0.05,2101,12,sequence,linear,5,True,19,1,success,17,172
0.05,2101,12,sequence,linear_empirical,5,True,20,1,success,17,172
0.05,2101,12,sequence,shortest,5,True,21,1,success,17,172
0.05,2101,12,sequence,expected,5,True,21,1,success,17,172
0.05,2101,12,sequence,linear,6,True,17,1,success,17,172
0.05,2101,12,sequence,linear_empirical,6,True,18,1,success,17,172
0.05,2101,12,sequence,shortest,6,True,17,1,success,17,172
0.05,2101,12,sequence,expected,6,True,17,1,success,17,172
0.05,2101,12,sequence,linear,7,True,17,1,success,17,172
0.05,2101,12,sequence,linear_empirical,7,True,18,1,success,17,172
0.05,2101,12,sequence,shortest,7,True,17,1,success,17,172
0.05,2101,12,sequence,expected,7,True,17,1,success,17,172
0.05,2101,12,sequence,linear,8,True,18,1,success,17,172
0.05,2101,12,sequence,linear_empirical,8,True,20,1,success,17,172
0.05,2101,12,sequence,shortest,8,True,18,1,success,17,172
0.05,2101,12,sequence,expected,8,True,18,1,success,17,172
0.05,2101,13,all_of,linear,1,True,13,1,success,13,172
0.05,2101,13,all_of,linear_empirical,1,True,14,1,success,13,172
0.05,2101,13,all_of,shortest,1,True,13,1,success,13,172
0.05,2101,13,all_of,expected,1,True,13,1,success,13,172
0.05,2101,13,all_of,linear,2,True,13,1,success,13,172
0.05,2101,13,all_of,linear_empirical,2,True,14,1,success,13,172
0.05,2101,13,all_of,shortest,2,True,13,1,success,13,172
0.05,2101,13,all_of,expected,2,True,13,1,success,13,172
0.05,2101,13,all_of,linear,3,True,16,1,success,13,172
0.05,2101,13,all_of,linear_empirical,3,True,14,1,success,13,172
0.05,2101,13,all_of,shortest,3,True,15,1,success,13,172
0.05,2101,13,all_of,expected,3,True,15,1,success,13,172
0.05,2101,13,all_of,linear,4,True,15,1,success,13,172
0.05,2101,13,all_of,linear_empirical,4,True,16,1,success,13,172
0.05,2101,13,all_of,shortest,4,True,15,1,success,13,172
0.05,2101,13,all_of,expected,4,True,15,1,success,13,172
0.05,2101,13,all_of,linear,5,True,13,1,success,13,172
0.05,2101,13,all_of,linear_empirical,5,True,14,1,success,13,172
0.05,2101,13,all_of,shortest,5,True,13,1,success,13,172
0.05,2101,13,all_of,expected,5,True,13,1,success,13,172
0.05,2101,13,all_of,linear,6,True,14,1,success,13,172
0.05,2101,13,all_of,linear_empirical,6,True,15,1,success,13,172
0.05,2101,13,all_of,shortest,6,True,14,1,success,13,172
0.05,2101,13,all_of,expected,6,True,14,1,success,13,172
0.05,2101,13,all_of,linear,7,True,13,1,success,13,172
0.05,2101,13,all_of,linear_empirical,7,True,14,1,success,13,172
