capped_steps,cpu_seconds,exploration_policy_cpu_seconds,exploration_steps,failure_reason,final_memory,final_memory_accepting,oracle_setup_cpu_seconds,policy,process_peak_rss_bytes_so_far,replans,sampled_peak_rss_bytes,seed,states_known_at_end,success,task_id,task_steps,task_type,wall_seconds
673,2.309052049999991,1.3470889789999063,673,success,7,True,0,current_task,71716864,673,71860224,77000087,213,True,7,673,all_of,2.3092337109999903
18,0.03935142699999972,0.0169226369999933,18,success,7,True,0.011869049999987169,oracle_source,71716864,18,71860224,77000087,130,True,7,18,all_of,0.03936094300001969
18,0.02582444699999087,0.0003313369999915494,18,success,7,True,0.01232422699999347,oracle_direct,71716864,18,71860224,77000087,128,True,7,18,all_of,0.02582583199998112
20,0.020713631999996096,0.004864224999991507,14,success,2,True,0,generic,71716864,20,71860224,77000087,123,True,8,20,condition_then,0.020724975999996786
20,0.022113102000005824,0.005718691999987868,14,success,2,True,0,current_task,71716864,20,71860224,77000087,123,True,8,20,condition_then,0.022115353999993204
9,0.02173675699999933,0.0005757929999958833,2,success,2,True,0.004770429999993553,oracle_source,71716864,9,71860224,77000087,119,True,8,9,condition_then,0.021738991000006536
9,0.0232357750000034,3.176699999585253e-05,2,success,2,True,0.00494542299999523,oracle_direct,71716864,9,71860224,77000087,119,True,8,9,condition_then,0.02324573999999302
252,0.41991425099999447,0.25416510600020104,252,success,3,True,0,generic,71716864,252,71884800,77000087,187,True,9,252,branch,0.4199549530000013
252,0.41995280999999807,0.25392958099993734,252,success,3,True,0,current_task,71716864,252,71884800,77000087,187,True,9,252,branch,0.4199767970000039
8,0.01840190999999436,0.0022821839999664917,8,success,3,True,0.014773073000000636,oracle_source,71716864,8,71884800,77000087,126,True,9,8,branch,0.01840345500002627
8,0.006972310999998399,0.00010593399997560482,8,success,3,True,0.00574410000000114,oracle_direct,71716864,8,71884800,77000087,126,True,9,8,branch,0.0069738820000111446
309,1.068779891999995,0.6294090199996987,309,success,3,True,0,generic,71716864,309,71929856,77000087,165,True,10,309,branch,1.0688507130000175
831,2.70082601,1.5802454860001234,831,success,3,True,0,current_task,71716864,831,71950336,77000087,226,True,10,831,branch,2.7011639510000123
18,0.06850654599999473,0.03826631399998348,18,success,3,True,0.006160097999995173,oracle_source,71716864,18,71950336,77000087,123,True,10,18,branch,0.0685137670000131
12,0.02006100199999139,0.00018818900002770533,12,success,3,True,0.0055701149999976,oracle_direct,71716864,12,71950336,77000087,122,True,10,12,branch,0.02006185599998389
657,1.9274177790000095,1.1327303300002853,657,success,3,True,0,generic,71716864,657,71950336,77000087,208,True,11,657,branch,1.9275679879999927
657,1.9982233720000124,1.1679338940002424,657,success,3,True,0,current_task,71716864,657,71950336,77000087,208,True,11,657,branch,1.9984204700000134
9,0.009937928999988799,0.0024368099999776405,9,success,3,True,0.006023384000002352,oracle_source,71716864,9,71950336,77000087,127,True,11,9,branch,0.009939642000006188
9,0.008071073999985856,0.00017011999997862404,9,success,3,True,0.006481343999979572,oracle_direct,71716864,9,71950336,77000087,127,True,11,9,branch,0.008072897000005241
19,0.007777666000009731,0.0,0,success,3,True,0,generic,71716864,19,71950336,77000089,34,True,0,19,sequence,0.007779644999999391
19,0.008668002999996816,0.0,0,success,3,True,0,current_task,71716864,19,71950336,77000089,34,True,0,19,sequence,0.008670090000009623
19,0.00991752599998108,0.0,0,success,3,True,0.0018195079999827612,oracle_source,71716864,19,71950336,77000089,34,True,0,19,sequence,0.009919550999995863
19,0.008266940999988037,0.0,0,success,3,True,0.0013493619999849216,oracle_direct,71716864,19,71950336,77000089,34,True,0,19,sequence,0.008269054999999526
12,0.005640755000001718,0.0,0,success,7,True,0,generic,71716864,12,71950336,77000089,34,True,1,12,all_of,0.005642959999988761
12,0.005544517000004134,0.0,0,success,7,True,0,current_task,71716864,12,71950336,77000089,34,True,1,12,all_of,0.005546874999993179
12,0.006342438999979549,0.0,0,success,7,True,0.0016921109999827877,oracle_source,71716864,12,71950336,77000089,34,True,1,12,all_of,0.006360397000008788
12,0.00653447799999185,0.0,0,success,7,True,0.0017078600000104416,oracle_direct,71716864,12,71950336,77000089,34,True,1,12,all_of,0.006536464000021169
10,0.0036547629999859055,0.0,0,success,2,True,0,generic,71716864,10,71950336,77000089,34,True,2,10,condition_then,0.0036566280000158713
10,0.0036681849999808946,0.0,0,success,2,True,0,current_task,71716864,10,71950336,77000089,34,True,2,10,condition_then,0.0036700149999830955
10,0.005438502000004064,0.0,0,success,2,True,0.0016382789999909164,oracle_source,71716864,10,71950336,77000089,34,True,2,10,condition_then,0.00544063499998515
10,0.005143314000008559,0.0,0,success,2,True,0.0015694470000084948,oracle_direct,71716864,10,71950336,77000089,34,True,2,10,condition_then,0.005145261000023993
15,0.0057444609999777185,0.0,0,success,3,True,0,generic,71716864,15,71950336,77000089,34,True,3,15,sequence,0.005746399999992491
15,0.006112059999992425,0.0,0,success,3,True,0,current_task,71716864,15,71950336,77000089,34,True,3,15,sequence,0.006114279000001943
15,0.007874694999998155,0.0,0,success,3,True,0.001561048000013443,oracle_source,71716864,15,71950336,77000089,34,True,3,15,sequence,0.007876791999990473
15,0.007135352000005923,0.0,0,success,3,True,0.001365670000012642,oracle_direct,71716864,15,71950336,77000089,34,True,3,15,sequence,0.007137559999989662
15,0.0063937729999850035,0.0,0,success,7,True,0,generic,71716864,15,71950336,77000089,34,True,4,15,all_of,0.0063960999999892465
15,0.006145477999979221,0.0,0,success,7,True,0,current_task,71716864,15,71950336,77000089,34,True,4,15,all_of,0.006147653999988734
15,0.009169915999990508,0.0,0,success,7,True,0.0019343409999805772,oracle_source,71716864,15,71950336,77000089,34,True,4,15,all_of,0.0091720270000053
15,0.008207696999988912,0.0,0,success,7,True,0.0018285149999996975,oracle_direct,71716864,15,71950336,77000089,34,True,4,15,all_of,0.00820992199999182
9,0.003311063000012382,0.0,0,success,2,True,0,generic,71716864,9,71950336,77000089,34,True,5,9,condition_then,0.003313734000016666
9,0.0033830520000037723,0.0,0,success,2,True,0,current_task,71716864,9,71950336,77000089,34,True,5,9,condition_then,0.00338525399999412
9,0.004806160000015325,0.0,0,success,2,True,0.0014492070000073909,oracle_source,71716864,9,71950336,77000089,34,True,5,9,condition_then,0.00480818599999111
9,0.004731685999985302,0.0,0,success,2,True,0.0013707489999887912,oracle_direct,71716864,9,71950336,77000089,34,True,5,9,condition_then,0.004733667000010655
14,0.005935176999997793,0.0,0,success,3,True,0,generic,71716864,14,71950336,77000089,34,True,6,14,sequence,0.005937286000005315
14,0.0052815580000071805,0.0,0,success,3,True,0,current_task,71716864,14,71950336,77000089,34,True,6,14,sequence,0.005283620000000155
14,0.006499458999996932,0.0,0,success,3,True,0.0013356620000024577,oracle_source,71716864,14,71950336,77000089,34,True,6,14,sequence,0.00650165700000116
14,0.006678735999997798,0.0,0,success,3,True,0.0013152610000020104,oracle_direct,71716864,14,71950336,77000089,34,True,6,14,sequence,0.0066808519999881355
11,0.004330308000021432,0.0,0,success,7,True,0,generic,71716864,11,71950336,77000089,34,True,7,11,all_of,0.0043322280000097635
11,0.004254114999980629,0.0,0,success,7,True,0,current_task,71716864,11,71950336,77000089,34,True,7,11,all_of,0.004255991000007953
11,0.005740377999984503,0.0,0,success,7,True,0.00152855900000759,oracle_source,71716864,11,71950336,77000089,34,True,7,11,all_of,0.00574240399998871
11,0.005487980999987485,0.0,0,success,7,True,0.0013938519999783239,oracle_direct,71716864,11,71950336,77000089,34,True,7,11,all_of,0.005489812000007532
11,0.00409476499999073,0.0,0,success,2,True,0,generic,71716864,11,71950336,77000089,34,True,8,11,condition_then,0.004096868999994285
11,0.004806344000002127,0.0,0,success,2,True,0,current_task,71716864,11,71950336,77000089,34,True,8,11,condition_then,0.004808647999993809
11,0.006361265000009553,0.0,0,success,2,True,0.0015588269999966542,oracle_source,71716864,11,71950336,77000089,34,True,8,11,condition_then,0.0063634610000065095
11,0.005731792999995378,0.0,0,success,2,True,0.0014277229999777319,oracle_direct,71716864,11,71950336,77000089,34,True,8,11,condition_then,0.005752117999975326
8,0.004000106999995978,0.0,0,success,3,True,0,generic,71716864,8,71950336,77000089,34,True,9,8,branch,0.0040020010000034745
8,0.004046005000020614,0.0,0,success,3,True,0,current_task,71716864,8,71950336,77000089,34,True,9,8,branch,0.004048010000019531
8,0.006062108999998372,0.0,0,success,3,True,0.0020528599999920516,oracle_source,71716864,8,71950336,77000089,34,True,9,8,branch,0.006064113000007865
8,0.005904622000002746,0.0,0,success,3,True,0.0019309089999808293,oracle_direct,71716864,8,71950336,77000089,34,True,9,8,branch,0.005906587999987778
7,0.0036454620000085924,0.0,0,success,3,True,0,generic,71716864,7,71950336,77000089,34,True,10,7,branch,0.003647392999994281
7,0.0035555080000051476,0.0,0,success,3,True,0,current_task,71716864,7,71950336,77000089,34,True,10,7,branch,0.00355758099999548
7,0.005457094000007601,0.0,0,success,3,True,0.0019385540000200763,oracle_source,71716864,7,71950336,77000089,34,True,10,7,branch,0.005459220000005871
7,0.005398823000007269,0.0,0,success,3,True,0.0019080360000032215,oracle_direct,71716864,7,71950336,77000089,34,True,10,7,branch,0.0054019270000083
7,0.0037073030000271956,0.0,0,success,3,True,0,generic,71716864,7,71950336,77000089,34,True,11,7,branch,0.0037092729999983476
7,0.0036512129999834997,0.0,0,success,3,True,0,current_task,71716864,7,71950336,77000089,34,True,11,7,branch,0.0036532299999976203
7,0.005347182999997813,0.0,0,success,3,True,0.0018365470000105688,oracle_source,71716864,7,71950336,77000089,34,True,11,7,branch,0.00534931600000732
7,0.005611439000006158,0.0,0,success,3,True,0.001918068999998468,oracle_direct,71716864,7,71950336,77000089,34,True,11,7,branch,0.005613514000003761
52,0.11707894000000002,0.06312130400000032,45,success,3,True,0,generic,64016384,52,64253952,77000090,53,True,0,52,sequence,0.1170899580000011
52,0.11608518300000004,0.06211185100000005,45,success,3,True,0,current_task,64016384,52,64315392,77000090,53,True,0,52,sequence,0.11612579300000192
21,0.06496238999999993,0.018704991999999976,15,success,3,True,0.024768900999999954,oracle_source,66543616,21,66920448,77000090,50,True,0,21,sequence,0.06605935600000379
16,0.030037949000000008,0.00020866999999991087,10,success,3,True,0.013848614000000037,oracle_direct,66936832,16,67301376,77000090,49,True,0,16,sequence,0.03004104400000074
42,0.13710322399999997,0.07869103300000013,42,success,7,True,0,generic,66936832,42,67301376,77000090,52,True,1,42,all_of,0.13711518100000575
42,0.13462245100000003,0.07797311299999998,42,success,7,True,0,current_task,66936832,42,67301376,77000090,52,True,1,42,all_of,0.1346258180000035
28,0.0891924369999999,0.049165454000000164,28,success,7,True,0.006020710999999901,oracle_source,66936832,28,67301376,77000090,50,True,1,28,all_of,0.08920400099999881
11,0.018725158000000075,0.0002798029999999674,11,success,7,True,0.006044834999999971,oracle_direct,66936832,11,67301376,77000090,49,True,1,11,all_of,0.01872808300000628
398,0.9960997360000001,0.5730728249999948,398,success,2,True,0,generic,66936832,398,67313664,77000090,78,True,2,398,condition_then,0.9961441690000044
398,0.994567537,0.5718355860000055,398,success,2,True,0,current_task,66936832,398,67317760,77000090,78,True,2,398,condition_then,0.994659427000002
10,0.01965699799999987,0.01036306900000028,10,success,2,True,0.0025073309999998905,oracle_source,66936832,10,67317760,77000090,51,True,2,10,condition_then,0.019659558000000743
8,0.008744615999999983,0.00017848300000089523,8,success,2,True,0.0024937860000000533,oracle_direct,67854336,8,67862528,77000090,49,True,2,8,condition_then,0.00874720600000245
180,0.448698684,0.24079203200000032,161,success,3,True,0,generic,67854336,180,67862528,77000090,69,True,3,180,sequence,0.4487368170000039
180,0.44803997299999976,0.24030466199999623,161,success,3,True,0,current_task,67854336,180,67862528,77000090,69,True,3,180,sequence,0.4480676339999974
262,0.8204171100000002,0.42779138700000097,240,success,3,True,0.0029973659999997793,oracle_source,67854336,262,67862528,77000090,70,True,3,262,sequence,0.8205792820000042
20,0.012890334999999808,0.0004220410000019825,20,success,3,True,0.002931934000000247,oracle_direct,67854336,20,67862528,77000090,57,True,3,20,sequence,0.012893814000001669
121,0.6216462459999992,0.34083514299999784,109,success,7,True,0,generic,67854336,121,68071424,77000090,65,True,4,121,all_of,0.6216837699999971
121,0.6225433209999993,0.3415474739999995,109,success,7,True,0,current_task,67854336,121,67883008,77000090,65,True,4,121,all_of,0.6225845579999998
11,0.015576611000000185,0.00400610700000037,9,success,7,True,0.006128982999999977,oracle_source,67854336,11,67481600,77000090,55,True,4,11,all_of,0.01557960499999922
11,0.011395123999999868,0.00021302999999939232,9,success,7,True,0.005949858000000141,oracle_direct,67854336,11,67481600,77000090,55,True,4,11,all_of,0.011398040999999637
84,0.157702059,0.09484448799999967,84,success,2,True,0,generic,67854336,84,67481600,77000090,62,True,5,84,condition_then,0.15772710200000262
84,0.15796408799999995,0.09505669400000105,84,success,2,True,0,current_task,67854336,84,67481600,77000090,62,True,5,84,condition_then,0.15813973099999856
5,0.006210764000000424,0.0022158570000003763,5,success,2,True,0.0025880909999997925,oracle_source,67854336,5,67481600,77000090,52,True,5,5,condition_then,0.0062134129999975585
5,0.003826162999999383,0.00010429500000075365,5,success,2,True,0.0024981940000001757,oracle_direct,67854336,5,67481600,77000090,52,True,5,5,condition_then,0.0038285270000031346
545,1.485863215000001,0.8417062239999895,543,success,3,True,0,generic,67854336,545,67481600,77000090,86,True,6,545,sequence,1.4860042379999996
546,1.47272465,0.8329724980000108,544,success,3,True,0,current_task,67854336,546,67481600,77000090,86,True,6,546,sequence,1.4730611780000018
15,0.026977174999998965,0.014361152999997628,15,success,3,True,0.0029728499999990277,oracle_source,67854336,15,67481600,77000090,54,True,6,15,sequence,0.026980132000005597
15,0.013962085999999374,0.00031929800000085606,15,success,3,True,0.0029541650000002306,oracle_direct,67854336,15,67481600,77000090,51,True,6,15,sequence,0.013964579999999671
542,1.7507201059999993,0.9845322349999872,542,success,7,True,0,generic,67854336,542,67817472,77000090,86,True,7,542,all_of,1.754934513000002
543,1.6385267409999997,0.9207636299999749,543,success,7,True,0,current_task,67854336,543,67817472,77000090,86,True,7,543,all_of,1.6388715040000008
12,0.04192772600000083,0.02125791999999649,12,success,7,True,0.006148208000000821,oracle_source,67854336,12,67817472,77000090,51,True,7,12,all_of,0.0419309489999975
12,0.02060805400000021,0.00032290100000054167,12,success,7,True,0.0060013239999996415,oracle_direct,67854336,12,67817472,77000090,51,True,7,12,all_of,0.020610638999997377
132,0.27066883199999836,0.1597451049999954,132,success,2,True,0,generic,67854336,132,67817472,77000090,67,True,8,132,condition_then,0.27067318999999657
132,0.27271557299999927,0.16148418200000947,132,success,2,True,0,current_task,67854336,132,67817472,77000090,67,True,8,132,condition_then,0.27284348499999567
9,0.019788821000000567,0.010146091999997608,9,success,2,True,0.00257687100000048,oracle_source,67854336,9,67817472,77000090,49,True,8,9,condition_then,0.019811403000005612
8,0.009100350000000645,0.00017020800000011604,8,success,2,True,0.002511829000001242,oracle_direct,67854336,8,67817472,77000090,48,True,8,8,condition_then,0.00910314299999726
116,0.3195201050000005,0.16120025000000382,95,success,3,True,0,generic,67854336,116,67829760,77000090,60,True,9,116,branch,0.3195388500000007
116,0.31924666499999965,0.1611937770000047,95,success,3,True,0,current_task,67854336,116,67829760,77000090,60,True,9,116,branch,0.31933140099999946
13,0.029762264999998678,0.01401937400000186,11,success,3,True,0.0029644949999987347,oracle_source,67854336,13,67829760,77000090,49,True,9,13,branch,0.02976581000000067
11,0.01386616599999968,0.00019126599999808036,9,success,3,True,0.0029005239999992938,oracle_direct,67854336,11,67829760,77000090,48,True,9,11,branch,0.013879330000001744
60,0.10695134100000026,0.06099106399999776,57,success,3,True,0,generic,67854336,60,67829760,77000090,58,True,10,60,branch,0.10706208799999928
60,0.107608707999999,0.061291632999994405,57,success,3,True,0,current_task,67854336,60,67829760,77000090,58,True,10,60,branch,0.10762414799999931
9,0.01182868300000095,0.00273388399999952,6,success,3,True,0.0030044589999995708,oracle_source,67854336,9,67829760,77000090,51,True,10,9,branch,0.011831942000000595
9,0.008925714000000085,0.00012239800000202194,6,success,3,True,0.002911786000000305,oracle_direct,67854336,9,67829760,77000090,51,True,10,9,branch,0.008928649000004896
115,0.33061475300000076,0.1925682910000006,113,success,3,True,0,generic,67854336,115,67850240,77000090,66,True,11,115,branch,0.3306971689999969
115,0.32973001600000096,0.19112611099999555,113,success,3,True,0,current_task,67854336,115,67850240,77000090,66,True,11,115,branch,0.32973528499999816
7,0.011861985999999547,0.0036261990000010513,5,success,3,True,0.002986827000000858,oracle_source,67854336,7,67850240,77000090,50,True,11,7,branch,0.011865215000000262
7,0.00916840699999888,0.00011023600000292788,5,success,3,True,0.002886568999999284,oracle_direct,67854336,7,67850240,77000090,49,True,11,7,branch,0.00917115400000057
20,0.05231520000000067,0.0,0,success,3,True,0,generic,67854336,20,67915776,77000091,73,True,0,20,sequence,0.052331269999996266
20,0.052748647999999676,0.0,0,success,3,True,0,current_task,67854336,20,67915776,77000091,73,True,0,20,sequence,0.052752489999996044
20,0.05508040199999975,0.0,0,success,3,True,0.0028096949999998344,oracle_source,67854336,20,67915776,77000091,73,True,0,20,sequence,0.05508409099999767
20,0.05726990899999862,0.0,0,success,3,True,0.0027338439999997632,oracle_direct,67854336,20,67915776,77000091,73,True,0,20,sequence,0.05727497799999526
8,0.033918504999999044,0.0,0,success,7,True,0,generic,67854336,8,67915776,77000091,73,True,1,8,all_of,0.0339367350000046
8,0.03414284199999962,0.0,0,success,7,True,0,current_task,67854336,8,67493888,77000091,73,True,1,8,all_of,0.03414815100000368
8,0.039306593000000944,0.0,0,success,7,True,0.0055354750000002895,oracle_source,67854336,8,67493888,77000091,73,True,1,8,all_of,0.03931067999999982
8,0.03938614299999976,0.0,0,success,7,True,0.005647354000000604,oracle_direct,67854336,8,67493888,77000091,73,True,1,8,all_of,0.03939948500000412
12,0.028530544000000546,0.0,0,success,2,True,0,generic,67854336,12,67588096,77000091,73,True,2,12,condition_then,0.028534615999994628
12,0.02870176399999913,0.0,0,success,2,True,0,current_task,67854336,12,67588096,77000091,73,True,2,12,condition_then,0.028706277999994256
12,0.030787658000001272,0.0,0,success,2,True,0.002382237000000842,oracle_source,67854336,12,67588096,77000091,73,True,2,12,condition_then,0.030791948999997487
12,0.031194017000000684,0.0,0,success,2,True,0.0023986880000013144,oracle_direct,67854336,12,67588096,77000091,73,True,2,12,condition_then,0.031198652000000493
17,0.052226754999999514,0.0,0,success,3,True,0,generic,67854336,17,67592192,77000091,73,True,3,17,sequence,0.05223128300000468
17,0.05113345300000027,0.0,0,success,3,True,0,current_task,67854336,17,67592192,77000091,73,True,3,17,sequence,0.05115740000000102
17,0.05369950399999901,0.0,0,success,3,True,0.002782775000000015,oracle_source,67854336,17,67592192,77000091,73,True,3,17,sequence,0.05371731900000043
17,0.053474423000000826,0.0,0,success,3,True,0.002744943999999805,oracle_direct,67854336,17,67592192,77000091,73,True,3,17,sequence,0.05347869100000224
16,0.08386455000000126,0.0,0,success,7,True,0,generic,67854336,16,67608576,77000091,73,True,4,16,all_of,0.08386894699999914
16,0.08397420500000052,0.0,0,success,7,True,0,current_task,67854336,16,67608576,77000091,73,True,4,16,all_of,0.08398889099999707
16,0.09943893699999862,0.0,0,success,7,True,0.005612869000000131,oracle_source,67854336,16,67608576,77000091,73,True,4,16,all_of,0.09956408200000055
16,0.08954095800000061,0.0,0,success,7,True,0.005567764999998559,oracle_direct,67854336,16,67608576,77000091,73,True,4,16,all_of,0.0895632820000003
12,0.02907706499999918,0.0,0,success,2,True,0,generic,67854336,12,67555328,77000091,73,True,5,12,condition_then,0.0290804089999952
12,0.029585404000002313,0.0,0,success,2,True,0,current_task,67854336,12,67555328,77000091,73,True,5,12,condition_then,0.029588943000000256
12,0.032545851000001846,0.0,0,success,2,True,0.002508413000001042,oracle_source,67854336,12,67555328,77000091,73,True,5,12,condition_then,0.03255076599999995
12,0.031530271000001164,0.0,0,success,2,True,0.0024415780000026643,oracle_direct,67854336,12,67555328,77000091,73,True,5,12,condition_then,0.031555589999996414
14,0.04269081999999713,0.0,0,success,3,True,0,generic,67854336,14,67649536,77000091,73,True,6,14,sequence,0.04273568100000347
14,0.0425938400000021,0.0,0,success,3,True,0,current_task,67854336,14,67649536,77000091,73,True,6,14,sequence,0.042597942000000444
14,0.04524108200000043,0.0,0,success,3,True,0.002728703999999027,oracle_source,67854336,14,67649536,77000091,73,True,6,14,sequence,0.04524518600000249
14,0.04513224999999821,0.0,0,success,3,True,0.0027508360000005894,oracle_direct,67854336,14,67649536,77000091,73,True,6,14,sequence,0.04513614100000041
14,0.07459194799999835,0.0,0,success,7,True,0,generic,67854336,14,67649536,77000091,73,True,7,14,all_of,0.07460593000000415
14,0.07315929399999987,0.0,0,success,7,True,0,current_task,67854336,14,67604480,77000091,73,True,7,14,all_of,0.0731719119999994
14,0.07835603599999885,0.0,0,success,7,True,0.0056142719999989765,oracle_source,67854336,14,67604480,77000091,73,True,7,14,all_of,0.078360509999996
14,0.08020574000000025,0.0,0,success,7,True,0.0055313069999982645,oracle_direct,67854336,14,67604480,77000091,73,True,7,14,all_of,0.08022199999999913
8,0.020955762999999905,0.0,0,success,2,True,0,generic,67854336,8,67653632,77000091,73,True,8,8,condition_then,0.020959163999997088
8,0.020951925999998622,0.0,0,success,2,True,0,current_task,67854336,8,67653632,77000091,73,True,8,8,condition_then,0.020955528000001777
8,0.02317868299999759,0.0,0,success,2,True,0.002345087999998441,oracle_source,67854336,8,67653632,77000091,73,True,8,8,condition_then,0.02318188200000293
8,0.02313808699999953,0.0,0,success,2,True,0.002352522000002466,oracle_direct,67854336,8,67653632,77000091,73,True,8,8,condition_then,0.02316247499999946
9,0.027456318999998786,0.0,0,success,3,True,0,generic,67854336,9,67653632,77000091,73,True,9,9,branch,0.02746026199999818
9,0.027486566000000323,0.0,0,success,3,True,0,current_task,67854336,9,67653632,77000091,73,True,9,9,branch,0.02748995799999676
9,0.03439573400000029,0.0,0,success,3,True,0.0027775550000015414,oracle_source,67854336,9,67653632,77000091,73,True,9,9,branch,0.03439991300000145
9,0.030305468000001667,0.0,0,success,3,True,0.002854379000002183,oracle_direct,67854336,9,67653632,77000091,73,True,9,9,branch,0.03030942400000214
10,0.02801957100000152,0.0,0,success,3,True,0,generic,67854336,10,67657728,77000091,73,True,10,10,branch,0.028023308999998164
10,0.027834797000000577,0.0,0,success,3,True,0,current_task,67854336,10,67657728,77000091,73,True,10,10,branch,0.027869209000002115
10,0.030516803000001147,0.0,0,success,3,True,0.002793646000000649,oracle_source,67854336,10,67657728,77000091,73,True,10,10,branch,0.030520468999995387
10,0.030612271000002522,0.0,0,success,3,True,0.002757147000000515,oracle_direct,67854336,10,67657728,77000091,73,True,10,10,branch,0.030615779000001453
13,0.03816555300000246,0.0005571300000006829,1,success,3,True,0,generic,67854336,13,67657728,77000091,74,True,11,13,branch,0.038178216000005705
13,0.038319501000000145,0.0005897909999994511,1,success,3,True,0,current_task,67854336,13,67657728,77000091,74,True,11,13,branch,0.03832336900000399
13,0.040645378000000676,0.0004950539999981629,1,success,3,True,0.0027724959999986254,oracle_source,67854336,13,67657728,77000091,74,True,11,13,branch,0.04066917600000153
13,0.04026580300000049,2.5116999999852396e-05,1,success,3,True,0.002778676999998453,oracle_direct,67854336,13,67657728,77000091,74,True,11,13,branch,0.04027016799999927
365,0.9425631699999997,0.5270863069999727,355,success,3,True,0,generic,67854336,365,67760128,77000092,88,True,0,365,sequence,0.942660133000004
365,0.933468082000001,0.521152596000011,355,success,3,True,0,current_task,67854336,365,67760128,77000092,88,True,0,365,sequence,0.9335753880000013
16,0.0241872160000014,0.0035547460000024955,8,success,3,True,0.002792674000001938,oracle_source,67854336,16,67760128,77000092,72,True,0,16,sequence,0.02419062399999916
16,0.020531169999998156,0.00015651199999666687,8,success,3,True,0.00271062999999927,oracle_direct,67854336,16,67760128,77000092,72,True,0,16,sequence,0.020534264000005464
360,1.870366857999997,1.045692905000024,355,success,7,True,0,generic,67854336,360,67760128,77000092,88,True,1,360,all_of,1.870625784000005
354,1.3551345179999998,0.7679869410000215,354,success,7,True,0,current_task,67854336,354,67678208,77000092,88,True,1,354,all_of,1.3553890230000007
11,0.017153633999999585,0.003459729000002909,8,success,7,True,0.0056233880000000624,oracle_source,67854336,11,67612672,77000092,72,True,1,11,all_of,0.017156561000007287
11,0.013497089000001239,0.0001902759999943271,8,success,7,True,0.005377028999998146,oracle_direct,67854336,11,67612672,77000092,72,True,1,11,all_of,0.013500749999991513
9,0.01577454999999972,0.0005645740000019828,1,success,2,True,0,generic,67854336,9,67612672,77000092,65,True,2,9,condition_then,0.015777374999998983
9,0.015533080000000865,0.0005279850000015074,1,success,2,True,0,current_task,67854336,9,67612672,77000092,65,True,2,9,condition_then,0.01553591399999732
10,0.01480542999999912,0.0021957099999987406,5,success,2,True,0.0022771509999977013,oracle_source,67854336,10,67612672,77000092,69,True,2,10,condition_then,0.01480837000001145
10,0.012630670000000066,0.00012259000000369724,5,success,2,True,0.0022602290000008907,oracle_direct,67854336,10,67612672,77000092,69,True,2,10,condition_then,0.012633414999996262
430,1.1603360909999978,0.6352766530000089,414,success,3,True,0,generic,67854336,430,67760128,77000092,92,True,3,430,sequence,1.1604370820000014
430,1.1556929339999975,0.6331580689999541,414,success,3,True,0,current_task,67854336,430,67760128,77000092,92,True,3,430,sequence,1.1558366000000007
113,0.2736820360000003,0.15741549499999152,113,success,3,True,0.0028044049999991216,oracle_source,67854336,113,67772416,77000092,76,True,3,113,sequence,0.2737717739999965
23,0.021579977999998334,0.00048381200000591207,23,success,3,True,0.0027545119999992096,oracle_direct,67854336,23,67772416,77000092,71,True,3,23,sequence,0.0215826639999932
394,1.3694947299999995,0.7711723190000193,394,success,7,True,0,generic,67854336,394,67772416,77000092,91,True,4,394,all_of,1.369675863999987
394,1.3605239530000013,0.7707212600000126,394,success,7,True,0,current_task,67854336,394,67604480,77000092,91,True,4,394,all_of,1.3607434359999928
30,0.16520116099999882,0.0925143070000054,29,success,7,True,0.005571771999999697,oracle_source,67854336,30,67604480,77000092,70,True,4,30,all_of,0.16523180600000842
14,0.027727354999999676,0.000312015000005772,13,success,7,True,0.005841315000001401,oracle_direct,67854336,14,67600384,77000092,69,True,4,14,all_of,0.027740303999991056
186,0.6666319069999993,0.3478608050000176,162,success,2,True,0,generic,67854336,186,67657728,77000092,76,True,5,186,condition_then,0.666720681000001
154,0.4920118670000022,0.28447846499999585,154,success,2,True,0,current_task,67854336,154,67657728,77000092,76,True,5,154,condition_then,0.492118356000006
59,0.1663470889999985,0.09538122200002519,59,success,2,True,0.0024380710000002637,oracle_source,67854336,59,67665920,77000092,72,True,5,59,condition_then,0.16635134400000595
18,0.023490125000002138,0.00036125099999750887,18,success,2,True,0.0023313320000006854,oracle_direct,67854336,18,67665920,77000092,65,True,5,18,condition_then,0.023492693999997982
19,0.044468880000000155,0.000555497000000571,1,success,3,True,0,generic,67854336,19,67686400,77000092,65,True,6,19,sequence,0.04448230799999919
19,0.044404811000003264,0.000568190999999274,1,success,3,True,0,current_task,67854336,19,67686400,77000092,65,True,6,19,sequence,0.04440806800000985
19,0.04718611400000228,0.0004545590000013533,1,success,3,True,0.0027081260000016982,oracle_source,67854336,19,67686400,77000092,65,True,6,19,sequence,0.04718992199998695
19,0.0459218529999994,2.3914999999874453e-05,1,success,3,True,0.0026401790000001313,oracle_direct,67854336,19,67686400,77000092,65,True,6,19,sequence,0.04593452899999306
13,0.049525429999999204,0.0005892200000019443,1,success,7,True,0,generic,67854336,13,67686400,77000092,65,True,7,13,all_of,0.04952859399999454
13,0.04927365100000003,0.0005312119999985043,1,success,7,True,0,current_task,67854336,13,67588096,77000092,65,True,7,13,all_of,0.04927721299999632
