seed,budget,task_id,task_type,method,success,steps,shortest_product_steps,base_learned_states,task_memory_states,reachable_product_states
2101,2048,32,condition_then,optimal_product,True,13,13,162,3,325
2101,2048,33,sequence,static_source,False,512,25,162,4,0
2101,2048,33,sequence,dynamic_source,True,25,25,162,4,0
2101,2048,33,sequence,product_compiler,True,25,25,162,4,645
2101,2048,33,sequence,optimal_product,True,25,25,162,4,645
2101,2048,34,all_of,static_source,False,512,17,162,8,0
2101,2048,34,all_of,dynamic_source,True,17,17,162,8,0
2101,2048,34,all_of,product_compiler,True,17,17,162,8,1284
2101,2048,34,all_of,optimal_product,True,17,17,162,8,1284
2101,2048,35,condition_then,static_source,False,512,14,162,3,0
2101,2048,35,condition_then,dynamic_source,True,14,14,162,3,0
2101,2048,35,condition_then,product_compiler,True,14,14,162,3,473
2101,2048,35,condition_then,optimal_product,True,14,14,162,3,473
2101,2048,36,branch,static_source,False,512,9,162,4,0
2101,2048,36,branch,dynamic_source,True,15,9,162,4,0
2101,2048,36,branch,product_compiler,True,9,9,162,4,644
2101,2048,36,branch,optimal_product,True,9,9,162,4,644
2101,2048,37,branch,static_source,False,512,10,162,4,0
2101,2048,37,branch,dynamic_source,True,15,10,162,4,0
2101,2048,37,branch,product_compiler,True,10,10,162,4,644
2101,2048,37,branch,optimal_product,True,10,10,162,4,644
2101,2048,38,branch,static_source,False,512,8,162,4,0
2101,2048,38,branch,dynamic_source,True,14,8,162,4,0
2101,2048,38,branch,product_compiler,True,8,8,162,4,644
2101,2048,38,branch,optimal_product,True,8,8,162,4,644
2101,2048,39,branch,static_source,False,512,9,162,4,0
2101,2048,39,branch,dynamic_source,True,9,9,162,4,0
2101,2048,39,branch,product_compiler,True,9,9,162,4,644
2101,2048,39,branch,optimal_product,True,9,9,162,4,644
2101,2048,40,branch,static_source,False,512,8,162,4,0
2101,2048,40,branch,dynamic_source,True,12,8,162,4,0
2101,2048,40,branch,product_compiler,True,8,8,162,4,644
2101,2048,40,branch,optimal_product,True,8,8,162,4,644
2101,2048,41,branch,static_source,False,512,8,162,4,0
2101,2048,41,branch,dynamic_source,True,8,8,162,4,0
2101,2048,41,branch,product_compiler,True,8,8,162,4,643
2101,2048,41,branch,optimal_product,True,8,8,162,4,643
2101,2048,42,branch,static_source,False,512,10,162,4,0
2101,2048,42,branch,dynamic_source,False,5,10,162,4,0
2101,2048,42,branch,product_compiler,True,10,10,162,4,645
2101,2048,42,branch,optimal_product,True,10,10,162,4,645
2101,2048,43,branch,static_source,False,512,11,162,4,0
2101,2048,43,branch,dynamic_source,True,15,11,162,4,0
2101,2048,43,branch,product_compiler,True,11,11,162,4,644
2101,2048,43,branch,optimal_product,True,11,11,162,4,644
2101,2048,44,branch,static_source,False,512,11,162,4,0
2101,2048,44,branch,dynamic_source,True,14,11,162,4,0
2101,2048,44,branch,product_compiler,True,11,11,162,4,644
2101,2048,44,branch,optimal_product,True,11,11,162,4,644
2101,2048,45,branch,static_source,False,512,9,162,4,0
2101,2048,45,branch,dynamic_source,True,9,9,162,4,0
2101,2048,45,branch,product_compiler,True,9,9,162,4,645
2101,2048,45,branch,optimal_product,True,9,9,162,4,645
2101,4096,0,sequence,static_source,False,512,20,170,4,0
2101,4096,0,sequence,dynamic_source,True,20,20,170,4,0
2101,4096,0,sequence,product_compiler,True,20,20,170,4,677
2101,4096,0,sequence,optimal_product,True,20,20,170,4,677
2101,4096,1,all_of,static_source,False,512,11,170,8,0
2101,4096,1,all_of,dynamic_source,True,11,11,170,8,0
2101,4096,1,all_of,product_compiler,True,11,11,170,8,1340
2101,4096,1,all_of,optimal_product,True,11,11,170,8,1340
2101,4096,2,condition_then,static_source,False,512,6,170,3,0
2101,4096,2,condition_then,dynamic_source,True,6,6,170,3,0
2101,4096,2,condition_then,product_compiler,True,6,6,170,3,411
2101,4096,2,condition_then,optimal_product,True,6,6,170,3,411
2101,4096,3,sequence,static_source,False,512,22,170,4,0
2101,4096,3,sequence,dynamic_source,True,22,22,170,4,0
2101,4096,3,sequence,product_compiler,True,22,22,170,4,677
2101,4096,3,sequence,optimal_product,True,22,22,170,4,677
2101,4096,4,all_of,static_source,False,512,17,170,8,0
2101,4096,4,all_of,dynamic_source,True,17,17,170,8,0
2101,4096,4,all_of,product_compiler,True,17,17,170,8,1348
2101,4096,4,all_of,optimal_product,True,17,17,170,8,1348
2101,4096,5,condition_then,static_source,False,512,9,170,3,0
2101,4096,5,condition_then,dynamic_source,True,9,9,170,3,0
2101,4096,5,condition_then,product_compiler,True,9,9,170,3,371
2101,4096,5,condition_then,optimal_product,True,9,9,170,3,371
2101,4096,6,sequence,static_source,False,512,14,170,4,0
2101,4096,6,sequence,dynamic_source,True,14,14,170,4,0
2101,4096,6,sequence,product_compiler,True,14,14,170,4,677
2101,4096,6,sequence,optimal_product,True,14,14,170,4,677
2101,4096,7,all_of,static_source,False,512,10,170,8,0
2101,4096,7,all_of,dynamic_source,True,14,10,170,8,0
2101,4096,7,all_of,product_compiler,True,10,10,170,8,1348
2101,4096,7,all_of,optimal_product,True,10,10,170,8,1348
2101,4096,8,condition_then,static_source,False,512,3,170,3,0
2101,4096,8,condition_then,dynamic_source,True,3,3,170,3,0
2101,4096,8,condition_then,product_compiler,True,3,3,170,3,421
2101,4096,8,condition_then,optimal_product,True,3,3,170,3,421
2101,4096,9,sequence,static_source,False,512,21,170,4,0
2101,4096,9,sequence,dynamic_source,True,21,21,170,4,0
2101,4096,9,sequence,product_compiler,True,21,21,170,4,677
2101,4096,9,sequence,optimal_product,True,21,21,170,4,677
2101,4096,10,all_of,static_source,False,512,19,170,8,0
2101,4096,10,all_of,dynamic_source,True,20,19,170,8,0
2101,4096,10,all_of,product_compiler,True,19,19,170,8,1348
2101,4096,10,all_of,optimal_product,True,19,19,170,8,1348
2101,4096,11,condition_then,static_source,False,512,12,170,3,0
2101,4096,11,condition_then,dynamic_source,True,12,12,170,3,0
2101,4096,11,condition_then,product_compiler,True,12,12,170,3,489
2101,4096,11,condition_then,optimal_product,True,12,12,170,3,489
2101,4096,12,sequence,static_source,False,512,20,170,4,0
2101,4096,12,sequence,dynamic_source,True,20,20,170,4,0
2101,4096,12,sequence,product_compiler,True,20,20,170,4,677
2101,4096,12,sequence,optimal_product,True,20,20,170,4,677
2101,4096,13,all_of,static_source,False,512,14,170,8,0
2101,4096,13,all_of,dynamic_source,True,22,14,170,8,0
2101,4096,13,all_of,product_compiler,True,14,14,170,8,1348
2101,4096,13,all_of,optimal_product,True,14,14,170,8,1348
2101,4096,14,condition_then,static_source,False,512,5,170,3,0
2101,4096,14,condition_then,dynamic_source,True,5,5,170,3,0
2101,4096,14,condition_then,product_compiler,True,5,5,170,3,493
2101,4096,14,condition_then,optimal_product,True,5,5,170,3,493
2101,4096,15,sequence,static_source,False,512,18,170,4,0
2101,4096,15,sequence,dynamic_source,True,18,18,170,4,0
2101,4096,15,sequence,product_compiler,True,18,18,170,4,677
2101,4096,15,sequence,optimal_product,True,18,18,170,4,677
2101,4096,16,all_of,static_source,False,512,16,170,8,0
2101,4096,16,all_of,dynamic_source,True,17,16,170,8,0
2101,4096,16,all_of,product_compiler,True,17,16,170,8,1348
2101,4096,16,all_of,optimal_product,True,16,16,170,8,1348
2101,4096,17,condition_then,static_source,False,512,10,170,3,0
2101,4096,17,condition_then,dynamic_source,True,10,10,170,3,0
2101,4096,17,condition_then,product_compiler,True,10,10,170,3,495
2101,4096,17,condition_then,optimal_product,True,10,10,170,3,495
2101,4096,18,sequence,static_source,False,512,22,170,4,0
2101,4096,18,sequence,dynamic_source,True,23,22,170,4,0
2101,4096,18,sequence,product_compiler,True,23,22,170,4,676
2101,4096,18,sequence,optimal_product,True,22,22,170,4,676
2101,4096,19,all_of,static_source,False,512,23,170,8,0
2101,4096,19,all_of,dynamic_source,True,28,23,170,8,0
2101,4096,19,all_of,product_compiler,True,23,23,170,8,1344
2101,4096,19,all_of,optimal_product,True,23,23,170,8,1344
2101,4096,20,condition_then,static_source,False,512,7,170,3,0
2101,4096,20,condition_then,dynamic_source,True,7,7,170,3,0
2101,4096,20,condition_then,product_compiler,True,7,7,170,3,453
2101,4096,20,condition_then,optimal_product,True,7,7,170,3,453
2101,4096,21,sequence,static_source,False,512,22,170,4,0
2101,4096,21,sequence,dynamic_source,True,22,22,170,4,0
2101,4096,21,sequence,product_compiler,True,22,22,170,4,677
2101,4096,21,sequence,optimal_product,True,22,22,170,4,677
2101,4096,22,all_of,static_source,False,512,19,170,8,0
2101,4096,22,all_of,dynamic_source,True,19,19,170,8,0
2101,4096,22,all_of,product_compiler,True,19,19,170,8,1348
2101,4096,22,all_of,optimal_product,True,19,19,170,8,1348
2101,4096,23,condition_then,static_source,False,512,8,170,3,0
2101,4096,23,condition_then,dynamic_source,True,10,8,170,3,0
2101,4096,23,condition_then,product_compiler,True,8,8,170,3,445
2101,4096,23,condition_then,optimal_product,True,8,8,170,3,445
2101,4096,24,sequence,static_source,False,512,23,170,4,0
2101,4096,24,sequence,dynamic_source,True,24,23,170,4,0
2101,4096,24,sequence,product_compiler,True,24,23,170,4,677
2101,4096,24,sequence,optimal_product,True,23,23,170,4,677
