seed,task_id,task_type,n,condition,true_memory,memory_states,equivalent,registered_success,held_out,held_out_success,held_out_optimal,mean_step_ratio,rounds,sample_traces,seconds
2101,0,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.011
2101,0,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.013
2101,0,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.049
2101,0,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.139
2101,0,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.011
2101,0,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.018
2101,0,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.059
2101,0,sequence,4,rpni_counterexample,4,5,False,False,16,0,0,,17,24,0.185
2101,0,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.011
2101,0,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.034
2101,0,sequence,8,rpni_near_miss,4,4,False,False,16,0,0,,,24,0.034
2101,0,sequence,8,rpni_counterexample,4,5,False,False,16,0,0,,17,32,0.28
2101,0,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.011
2101,0,sequence,16,rpni_random,4,2,False,False,16,0,0,,,32,0.035
2101,0,sequence,16,rpni_near_miss,4,4,False,False,16,0,0,,,48,0.049
2101,0,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.467
2101,1,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.007
2101,1,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.01
2101,1,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.034
2101,1,all_of,2,rpni_counterexample,8,4,False,True,16,16,11,1.0474,6,10,0.077
2101,1,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.007
2101,1,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.013
2101,1,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.033
2101,1,all_of,4,rpni_counterexample,8,4,False,True,16,4,4,1.0,13,21,0.182
2101,1,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.009
2101,1,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.018
2101,1,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.031
2101,1,all_of,8,rpni_counterexample,8,4,False,True,16,3,3,1.0,15,31,0.246
2101,1,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.006
2101,1,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.04
2101,1,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.039
2101,1,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.388
2101,2,condition_then,2,goal_set,3,2,False,False,16,8,8,1.0,,2,0.007
2101,2,condition_then,2,rpni_random,3,2,False,False,16,8,8,1.0,,4,0.011
2101,2,condition_then,2,rpni_near_miss,3,2,False,False,16,8,8,1.0,,6,0.012
2101,2,condition_then,2,rpni_counterexample,3,3,False,True,16,16,7,1.2093,2,6,0.027
2101,2,condition_then,4,goal_set,3,2,False,False,16,8,8,1.0,,4,0.008
2101,2,condition_then,4,rpni_random,3,2,False,False,16,8,8,1.0,,8,0.011
2101,2,condition_then,4,rpni_near_miss,3,3,False,False,16,8,8,1.0,,12,0.015
2101,2,condition_then,4,rpni_counterexample,3,3,False,True,16,16,16,1.0,3,11,0.034
2101,2,condition_then,8,goal_set,3,2,False,False,16,8,8,1.0,,8,0.009
2101,2,condition_then,8,rpni_random,3,3,False,False,16,12,12,1.0,,16,0.02
2101,2,condition_then,8,rpni_near_miss,3,3,False,False,16,12,12,1.0,,24,0.019
2101,2,condition_then,8,rpni_counterexample,3,3,False,True,16,16,16,1.0,1,17,0.035
2101,2,condition_then,16,goal_set,3,2,False,False,16,8,8,1.0,,16,0.009
2101,2,condition_then,16,rpni_random,3,3,False,False,16,9,9,1.0,,32,0.038
2101,2,condition_then,16,rpni_near_miss,3,3,False,False,16,9,9,1.0,,48,0.039
2101,2,condition_then,16,rpni_counterexample,3,3,False,True,16,14,14,1.0,5,37,0.168
2101,3,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.009
2101,3,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.014
2101,3,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.034
2101,3,sequence,2,rpni_counterexample,4,5,False,False,16,0,0,,17,20,0.184
2101,3,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.012
2101,3,sequence,4,rpni_random,4,3,False,False,16,0,0,,,8,0.03
2101,3,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.046
2101,3,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.277
2101,3,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.013
2101,3,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.029
2101,3,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.044
2101,3,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.351
2101,3,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.01
2101,3,sequence,16,rpni_random,4,4,False,False,16,0,0,,,32,0.04
2101,3,sequence,16,rpni_near_miss,4,4,False,False,16,0,0,,,48,0.068
2101,3,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.599
2101,4,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.004
2101,4,all_of,2,rpni_random,8,3,False,False,16,0,0,,,4,0.029
2101,4,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.026
2101,4,all_of,2,rpni_counterexample,8,5,False,False,16,0,0,,17,20,0.25
2101,4,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.005
2101,4,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.035
2101,4,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.033
2101,4,all_of,4,rpni_counterexample,8,5,False,False,16,0,0,,17,24,0.237
2101,4,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.004
2101,4,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.032
2101,4,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.026
2101,4,all_of,8,rpni_counterexample,8,5,False,False,16,0,0,,17,32,0.348
2101,4,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.004
2101,4,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.039
2101,4,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.055
2101,4,all_of,16,rpni_counterexample,8,6,False,False,16,0,0,,17,48,0.588
2101,5,condition_then,2,goal_set,3,2,False,True,16,6,6,1.0,,2,0.009
2101,5,condition_then,2,rpni_random,3,4,False,True,16,6,6,1.0,,4,0.014
2101,5,condition_then,2,rpni_near_miss,3,3,False,True,16,6,6,1.0,,6,0.02
2101,5,condition_then,2,rpni_counterexample,3,4,False,True,16,6,6,1.0,0,4,0.014
2101,5,condition_then,4,goal_set,3,2,False,True,16,6,6,1.0,,4,0.011
2101,5,condition_then,4,rpni_random,3,4,False,True,16,6,6,1.0,,8,0.016
2101,5,condition_then,4,rpni_near_miss,3,3,False,True,16,6,6,1.0,,12,0.02
2101,5,condition_then,4,rpni_counterexample,3,4,False,True,16,6,6,1.0,0,8,0.021
2101,5,condition_then,8,goal_set,3,2,False,True,16,6,6,1.0,,8,0.012
2101,5,condition_then,8,rpni_random,3,4,False,True,16,6,6,1.0,,16,0.031
2101,5,condition_then,8,rpni_near_miss,3,3,False,True,16,6,6,1.0,,24,0.041
2101,5,condition_then,8,rpni_counterexample,3,4,False,True,16,6,6,1.0,0,16,0.022
2101,5,condition_then,16,goal_set,3,2,False,True,16,6,6,1.0,,16,0.008
2101,5,condition_then,16,rpni_random,3,4,False,True,16,6,6,1.0,,32,0.029
2101,5,condition_then,16,rpni_near_miss,3,3,False,True,16,6,6,1.0,,48,0.05
2101,5,condition_then,16,rpni_counterexample,3,4,False,True,16,6,6,1.0,0,32,0.033
2101,6,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.009
2101,6,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.012
2101,6,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.014
2101,6,sequence,2,rpni_counterexample,4,3,False,False,16,0,0,,17,20,0.187
2101,6,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.008
2101,6,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.022
2101,6,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.021
2101,6,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.259
2101,6,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.018
2101,6,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.02
2101,6,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.031
2101,6,sequence,8,rpni_counterexample,4,3,False,False,16,0,0,,17,32,0.475
2101,6,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.011
2101,6,sequence,16,rpni_random,4,2,False,False,16,0,0,,,32,0.047
2101,6,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.095
2101,6,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.613
2101,7,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.025
2101,7,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.022
2101,7,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.025
2101,7,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.137
2101,7,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.011
2101,7,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.035
2101,7,all_of,4,rpni_near_miss,8,4,False,False,16,0,0,,,12,0.032
2101,7,all_of,4,rpni_counterexample,8,5,False,False,16,0,0,,17,24,0.199
2101,7,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.009
2101,7,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.04
2101,7,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.045
2101,7,all_of,8,rpni_counterexample,8,5,False,False,16,0,0,,17,32,0.265
2101,7,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.009
2101,7,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.045
2101,7,all_of,16,rpni_near_miss,8,3,False,False,16,0,0,,,48,0.054
2101,7,all_of,16,rpni_counterexample,8,5,False,True,16,16,16,1.0,12,44,0.458
2101,8,condition_then,2,goal_set,3,2,False,False,16,9,9,1.0,,2,0.009
2101,8,condition_then,2,rpni_random,3,2,False,False,16,9,9,1.0,,4,0.011
2101,8,condition_then,2,rpni_near_miss,3,3,False,False,16,9,9,1.0,,6,0.033
2101,8,condition_then,2,rpni_counterexample,3,3,False,True,16,13,13,1.0,1,5,0.029
2101,8,condition_then,4,goal_set,3,2,False,False,16,9,9,1.0,,4,0.011
2101,8,condition_then,4,rpni_random,3,2,False,False,16,9,9,1.0,,8,0.018
2101,8,condition_then,4,rpni_near_miss,3,3,False,False,16,9,9,1.0,,12,0.015
2101,8,condition_then,4,rpni_counterexample,3,3,False,True,16,13,13,1.0,1,9,0.03
2101,8,condition_then,8,goal_set,3,2,False,False,16,9,9,1.0,,8,0.009
2101,8,condition_then,8,rpni_random,3,2,False,False,16,9,9,1.0,,16,0.023
2101,8,condition_then,8,rpni_near_miss,3,3,False,False,16,9,9,1.0,,24,0.022
2101,8,condition_then,8,rpni_counterexample,3,3,False,True,16,9,9,1.0,1,17,0.032
2101,8,condition_then,16,goal_set,3,2,False,False,16,9,9,1.0,,16,0.008
2101,8,condition_then,16,rpni_random,3,2,False,False,16,9,9,1.0,,32,0.029
2101,8,condition_then,16,rpni_near_miss,3,4,False,False,16,9,9,1.0,,48,0.038
2101,8,condition_then,16,rpni_counterexample,3,3,False,True,16,9,9,1.0,1,33,0.065
2101,9,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.007
2101,9,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.012
2101,9,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.036
2101,9,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.178
2101,9,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.012
2101,9,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.015
2101,9,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.028
2101,9,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.24
2101,9,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.007
2101,9,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.02
2101,9,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.027
2101,9,sequence,8,rpni_counterexample,4,5,False,False,16,0,0,,17,32,0.378
2101,9,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.007
2101,9,sequence,16,rpni_random,4,3,False,False,16,0,0,,,32,0.04
2101,9,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.041
2101,9,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.608
2101,10,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.007
2101,10,all_of,2,rpni_random,8,3,False,False,16,0,0,,,4,0.022
2101,10,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.027
2101,10,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.145
2101,10,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.006
2101,10,all_of,4,rpni_random,8,4,False,False,16,0,0,,,8,0.026
2101,10,all_of,4,rpni_near_miss,8,4,False,False,16,0,0,,,12,0.024
2101,10,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.296
2101,10,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.005
2101,10,all_of,8,rpni_random,8,4,False,False,16,0,0,,,16,0.03
2101,10,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.028
2101,10,all_of,8,rpni_counterexample,8,6,False,False,16,0,0,,17,32,0.379
2101,10,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.006
2101,10,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.044
2101,10,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.212
2101,10,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.969
2101,11,condition_then,2,goal_set,3,2,False,False,16,3,3,1.0,,2,0.011
2101,11,condition_then,2,rpni_random,3,2,False,False,16,3,3,1.0,,4,0.013
2101,11,condition_then,2,rpni_near_miss,3,3,False,False,16,3,3,1.0,,6,0.036
2101,11,condition_then,2,rpni_counterexample,3,4,False,False,16,3,3,1.0,17,20,0.127
2101,11,condition_then,4,goal_set,3,2,False,False,16,3,3,1.0,,4,0.008
2101,11,condition_then,4,rpni_random,3,3,False,False,16,3,3,1.0,,8,0.013
2101,11,condition_then,4,rpni_near_miss,3,3,False,False,16,3,3,1.0,,12,0.023
2101,11,condition_then,4,rpni_counterexample,3,4,False,False,16,3,3,1.0,17,24,0.151
2101,11,condition_then,8,goal_set,3,2,False,False,16,3,3,1.0,,8,0.013
2101,11,condition_then,8,rpni_random,3,3,False,False,16,3,3,1.0,,16,0.023
2101,11,condition_then,8,rpni_near_miss,3,3,False,False,16,3,3,1.0,,24,0.029
2101,11,condition_then,8,rpni_counterexample,3,4,False,False,16,3,3,1.0,17,32,0.253
2101,11,condition_then,16,goal_set,3,2,False,False,16,3,3,1.0,,16,0.008
2101,11,condition_then,16,rpni_random,3,3,False,False,16,3,3,1.0,,32,0.027
2101,11,condition_then,16,rpni_near_miss,3,3,False,False,16,3,3,1.0,,48,0.029
2101,11,condition_then,16,rpni_counterexample,3,5,False,False,16,3,3,1.0,17,48,0.298
2101,12,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.011
2101,12,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.018
2101,12,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.022
2101,12,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.13
2101,12,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.013
2101,12,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.022
2101,12,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.035
2101,12,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.185
2101,12,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.015
2101,12,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.034
2101,12,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.046
2101,12,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.284
2101,12,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.014
2101,12,sequence,16,rpni_random,4,2,False,False,16,0,0,,,32,0.033
2101,12,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.053
2101,12,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.455
2101,13,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.01
2101,13,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.011
2101,13,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.033
2101,13,all_of,2,rpni_counterexample,8,3,False,True,16,16,13,1.0321,12,16,0.109
2101,13,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.008
2101,13,all_of,4,rpni_random,8,2,False,False,16,0,0,,,8,0.014
2101,13,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.038
2101,13,all_of,4,rpni_counterexample,8,3,False,True,16,16,13,1.0321,13,21,0.143
2101,13,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.005
2101,13,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.028
2101,13,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.03
2101,13,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.197
2101,13,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.005
2101,13,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.035
2101,13,all_of,16,rpni_near_miss,8,3,False,False,16,0,0,,,48,0.037
2101,13,all_of,16,rpni_counterexample,8,4,False,False,16,0,0,,17,48,0.422
2101,14,condition_then,2,goal_set,3,2,False,False,16,15,15,1.0,,2,0.017
2101,14,condition_then,2,rpni_random,3,2,False,False,16,15,15,1.0,,4,0.025
2101,14,condition_then,2,rpni_near_miss,3,2,False,False,16,15,15,1.0,,6,0.024
2101,14,condition_then,2,rpni_counterexample,3,3,False,True,16,16,11,1.0739,1,5,0.043
2101,14,condition_then,4,goal_set,3,2,False,False,16,15,15,1.0,,4,0.022
2101,14,condition_then,4,rpni_random,3,2,False,False,16,15,15,1.0,,8,0.031
2101,14,condition_then,4,rpni_near_miss,3,3,False,True,16,16,16,1.0,,12,0.038
2101,14,condition_then,4,rpni_counterexample,3,3,False,True,16,15,15,1.0,1,9,0.036
2101,14,condition_then,8,goal_set,3,2,False,False,16,15,15,1.0,,8,0.018
2101,14,condition_then,8,rpni_random,3,2,False,False,16,15,15,1.0,,16,0.032
2101,14,condition_then,8,rpni_near_miss,3,3,False,False,16,15,15,1.0,,24,0.041
2101,14,condition_then,8,rpni_counterexample,3,4,False,True,16,15,15,1.0,7,23,0.104
2101,14,condition_then,16,goal_set,3,2,False,False,16,15,15,1.0,,16,0.018
2101,14,condition_then,16,rpni_random,3,2,False,False,16,15,15,1.0,,32,0.039
2101,14,condition_then,16,rpni_near_miss,3,4,False,False,16,15,15,1.0,,48,0.067
2101,14,condition_then,16,rpni_counterexample,3,4,False,True,16,15,15,1.0,10,42,0.296
2101,15,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.006
2101,15,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.009
2101,15,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.02
2101,15,sequence,2,rpni_counterexample,4,3,False,False,16,0,0,,17,20,0.139
2101,15,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.008
2101,15,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.011
2101,15,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.016
2101,15,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.138
2101,15,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.005
2101,15,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.016
2101,15,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.02
2101,15,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.271
2101,15,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.007
2101,15,sequence,16,rpni_random,4,3,False,False,16,0,0,,,32,0.033
2101,15,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.033
2101,15,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.439
2101,16,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.011
2101,16,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.015
2101,16,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.017
2101,16,all_of,2,rpni_counterexample,8,3,False,False,16,1,1,1.0,17,20,0.169
2101,16,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.005
2101,16,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.02
2101,16,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.021
2101,16,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.215
2101,16,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.004
2101,16,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.03
2101,16,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.04
2101,16,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.356
2101,16,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.005
2101,16,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.033
2101,16,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.054
2101,16,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.495
2101,17,condition_then,2,goal_set,3,2,False,False,16,4,4,1.0,,2,0.008
2101,17,condition_then,2,rpni_random,3,2,False,False,16,4,4,1.0,,4,0.011
2101,17,condition_then,2,rpni_near_miss,3,3,False,False,16,4,4,1.0,,6,0.014
2101,17,condition_then,2,rpni_counterexample,3,3,False,True,16,16,16,1.0,8,12,0.067
2101,17,condition_then,4,goal_set,3,2,False,False,16,4,4,1.0,,4,0.007
2101,17,condition_then,4,rpni_random,3,2,False,False,16,4,4,1.0,,8,0.014
2101,17,condition_then,4,rpni_near_miss,3,3,False,False,16,4,4,1.0,,12,0.018
2101,17,condition_then,4,rpni_counterexample,3,3,False,True,16,10,10,1.0,9,17,0.101
2101,17,condition_then,8,goal_set,3,2,False,False,16,4,4,1.0,,8,0.007
2101,17,condition_then,8,rpni_random,3,2,False,False,16,4,4,1.0,,16,0.017
2101,17,condition_then,8,rpni_near_miss,3,4,False,False,16,4,4,1.0,,24,0.045
2101,17,condition_then,8,rpni_counterexample,3,4,False,True,16,7,7,1.0,14,30,0.23
2101,17,condition_then,16,goal_set,3,2,False,False,16,4,4,1.0,,16,0.008
2101,17,condition_then,16,rpni_random,3,3,False,False,16,4,4,1.0,,32,0.034
2101,17,condition_then,16,rpni_near_miss,3,4,False,False,16,4,4,1.0,,48,0.048
2101,17,condition_then,16,rpni_counterexample,3,4,False,False,16,5,5,1.0,17,48,0.414
2101,18,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.011
2101,18,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.027
2101,18,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.018
2101,18,sequence,2,rpni_counterexample,4,3,False,False,16,0,0,,17,20,0.194
2101,18,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.013
2101,18,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.02
2101,18,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.025
2101,18,sequence,4,rpni_counterexample,4,3,False,False,16,0,0,,17,24,0.259
2101,18,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.012
2101,18,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.024
2101,18,sequence,8,rpni_near_miss,4,4,False,False,16,0,0,,,24,0.046
2101,18,sequence,8,rpni_counterexample,4,3,False,True,16,16,16,1.0,15,31,0.328
2101,18,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.012
2101,18,sequence,16,rpni_random,4,4,False,False,16,0,0,,,32,0.036
2101,18,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.065
2101,18,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.441
2101,19,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.005
2101,19,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.011
2101,19,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.011
2101,19,all_of,2,rpni_counterexample,8,3,False,True,16,16,12,1.0564,15,19,0.119
2101,19,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.003
2101,19,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.018
2101,19,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.027
2101,19,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.173
2101,19,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.003
2101,19,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.021
2101,19,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.022
2101,19,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.249
2101,19,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.003
2101,19,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.032
2101,19,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.036
2101,19,all_of,16,rpni_counterexample,8,4,False,False,16,0,0,,17,48,0.422
2101,20,condition_then,2,goal_set,3,2,False,True,16,12,12,1.0,,2,0.012
2101,20,condition_then,2,rpni_random,3,2,False,True,16,12,12,1.0,,4,0.018
2101,20,condition_then,2,rpni_near_miss,3,2,False,True,16,12,12,1.0,,6,0.016
2101,20,condition_then,2,rpni_counterexample,3,2,False,True,16,12,12,1.0,0,4,0.016
2101,20,condition_then,4,goal_set,3,2,False,True,16,12,12,1.0,,4,0.008
2101,20,condition_then,4,rpni_random,3,2,False,True,16,12,12,1.0,,8,0.018
2101,20,condition_then,4,rpni_near_miss,3,2,False,True,16,12,12,1.0,,12,0.021
2101,20,condition_then,4,rpni_counterexample,3,2,False,True,16,12,12,1.0,0,8,0.018
2101,20,condition_then,8,goal_set,3,2,False,True,16,12,12,1.0,,8,0.012
2101,20,condition_then,8,rpni_random,3,2,False,True,16,12,12,1.0,,16,0.02
2101,20,condition_then,8,rpni_near_miss,3,3,False,True,16,12,12,1.0,,24,0.026
2101,20,condition_then,8,rpni_counterexample,3,2,False,True,16,12,12,1.0,0,16,0.019
