seed,task_id,task_type,n,condition,true_memory,memory_states,equivalent,registered_success,held_out,held_out_success,held_out_optimal,mean_step_ratio,rounds,sample_traces,seconds
2505,0,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.761
2505,1,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.014
2505,1,all_of,2,rpni_random,8,3,False,False,16,0,0,,,4,0.016
2505,1,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.023
2505,1,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.188
2505,1,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.011
2505,1,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.028
2505,1,all_of,4,rpni_near_miss,8,4,False,False,16,0,0,,,12,0.041
2505,1,all_of,4,rpni_counterexample,8,4,False,True,16,0,0,,16,24,0.289
2505,1,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.009
2505,1,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.043
2505,1,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.055
2505,1,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.417
2505,1,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.011
2505,1,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.057
2505,1,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.065
2505,1,all_of,16,rpni_counterexample,8,4,False,False,16,0,0,,17,48,0.762
2505,2,condition_then,2,goal_set,3,2,False,False,16,10,10,1.0,,2,0.014
2505,2,condition_then,2,rpni_random,3,2,False,False,16,10,10,1.0,,4,0.017
2505,2,condition_then,2,rpni_near_miss,3,2,False,False,16,10,10,1.0,,6,0.019
2505,2,condition_then,2,rpni_counterexample,3,3,False,True,16,10,10,1.0,3,7,0.03
2505,2,condition_then,4,goal_set,3,2,False,False,16,10,10,1.0,,4,0.014
2505,2,condition_then,4,rpni_random,3,2,False,False,16,10,10,1.0,,8,0.022
2505,2,condition_then,4,rpni_near_miss,3,3,False,False,16,10,10,1.0,,12,0.025
2505,2,condition_then,4,rpni_counterexample,3,3,False,True,16,10,10,1.0,3,11,0.054
2505,2,condition_then,8,goal_set,3,2,False,False,16,10,10,1.0,,8,0.013
2505,2,condition_then,8,rpni_random,3,2,False,False,16,10,10,1.0,,16,0.033
2505,2,condition_then,8,rpni_near_miss,3,3,False,False,16,10,10,1.0,,24,0.041
2505,2,condition_then,8,rpni_counterexample,3,4,False,True,16,10,10,1.0,6,22,0.135
2505,2,condition_then,16,goal_set,3,2,False,False,16,10,10,1.0,,16,0.012
2505,2,condition_then,16,rpni_random,3,2,False,False,16,10,10,1.0,,32,0.044
2505,2,condition_then,16,rpni_near_miss,3,3,False,False,16,10,10,1.0,,48,0.055
2505,2,condition_then,16,rpni_counterexample,3,3,False,True,16,10,10,1.0,6,38,0.24
2505,3,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.014
2505,3,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.018
2505,3,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.016
2505,3,sequence,2,rpni_counterexample,4,3,False,True,16,16,16,1.0,16,20,0.166
2505,3,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.01
2505,3,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.025
2505,3,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.029
2505,3,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.234
2505,3,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.011
2505,3,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.036
2505,3,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.037
2505,3,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.411
2505,3,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.013
2505,3,sequence,16,rpni_random,4,3,False,False,16,0,0,,,32,0.055
2505,3,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.073
2505,3,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.68
2505,4,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.01
2505,4,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.016
2505,4,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.018
2505,4,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.124
2505,4,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.006
2505,4,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.018
2505,4,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.011
2505,4,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.204
2505,4,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.004
2505,4,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.03
2505,4,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.032
2505,4,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.443
2505,4,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.007
2505,4,all_of,16,rpni_random,8,3,False,False,16,0,0,,,32,0.046
2505,4,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.057
2505,4,all_of,16,rpni_counterexample,8,4,False,False,16,0,0,,17,48,0.727
2505,5,condition_then,2,goal_set,3,2,False,False,16,6,6,1.0,,2,0.013
2505,5,condition_then,2,rpni_random,3,2,False,False,16,6,6,1.0,,4,0.017
2505,5,condition_then,2,rpni_near_miss,3,3,False,False,16,6,6,1.0,,6,0.024
2505,5,condition_then,2,rpni_counterexample,3,3,False,True,16,9,9,1.0,5,9,0.043
2505,5,condition_then,4,goal_set,3,2,False,False,16,6,6,1.0,,4,0.014
2505,5,condition_then,4,rpni_random,3,3,False,False,16,6,6,1.0,,8,0.021
2505,5,condition_then,4,rpni_near_miss,3,3,False,False,16,6,6,1.0,,12,0.018
2505,5,condition_then,4,rpni_counterexample,3,3,False,True,16,6,6,1.0,2,10,0.03
2505,5,condition_then,8,goal_set,3,2,False,False,16,6,6,1.0,,8,0.012
2505,5,condition_then,8,rpni_random,3,3,False,False,16,6,6,1.0,,16,0.03
2505,5,condition_then,8,rpni_near_miss,3,3,False,False,16,6,6,1.0,,24,0.038
2505,5,condition_then,8,rpni_counterexample,3,3,False,True,16,6,6,1.0,3,19,0.071
2505,5,condition_then,16,goal_set,3,2,False,False,16,6,6,1.0,,16,0.015
2505,5,condition_then,16,rpni_random,3,3,False,False,16,6,6,1.0,,32,0.045
2505,5,condition_then,16,rpni_near_miss,3,3,False,False,16,6,6,1.0,,48,0.052
2505,5,condition_then,16,rpni_counterexample,3,4,False,True,16,6,6,1.0,5,37,0.187
2505,6,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.014
2505,6,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.022
2505,6,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.027
2505,6,sequence,2,rpni_counterexample,4,3,False,False,16,0,0,,17,20,0.211
2505,6,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.015
2505,6,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.023
2505,6,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.038
2505,6,sequence,4,rpni_counterexample,4,3,False,False,16,0,0,,17,24,0.277
2505,6,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.013
2505,6,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.031
2505,6,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.048
2505,6,sequence,8,rpni_counterexample,4,3,False,False,16,0,0,,17,32,0.457
2505,6,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.01
2505,6,sequence,16,rpni_random,4,4,False,False,16,0,0,,,32,0.07
2505,6,sequence,16,rpni_near_miss,4,4,False,False,16,0,0,,,48,0.071
2505,6,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.933
2505,7,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.022
2505,7,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.027
2505,7,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.034
2505,7,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.143
2505,7,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.02
2505,7,all_of,4,rpni_random,8,2,False,False,16,0,0,,,8,0.028
2505,7,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.035
2505,7,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.255
2505,7,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.019
2505,7,all_of,8,rpni_random,8,2,False,False,16,0,0,,,16,0.033
2505,7,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.042
2505,7,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.386
2505,7,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.007
2505,7,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.059
2505,7,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.067
2505,7,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.907
2505,8,condition_then,2,goal_set,3,2,False,False,16,7,7,1.0,,2,0.007
2505,8,condition_then,2,rpni_random,3,2,False,False,16,7,7,1.0,,4,0.016
2505,8,condition_then,2,rpni_near_miss,3,3,False,False,16,7,7,1.0,,6,0.016
2505,8,condition_then,2,rpni_counterexample,3,3,False,True,16,7,5,1.1633,2,6,0.023
2505,8,condition_then,4,goal_set,3,2,False,False,16,7,7,1.0,,4,0.01
2505,8,condition_then,4,rpni_random,3,2,False,False,16,7,7,1.0,,8,0.021
2505,8,condition_then,4,rpni_near_miss,3,3,False,False,16,7,7,1.0,,12,0.02
2505,8,condition_then,4,rpni_counterexample,3,3,False,True,16,7,7,1.0,2,10,0.041
2505,8,condition_then,8,goal_set,3,2,False,False,16,7,7,1.0,,8,0.013
2505,8,condition_then,8,rpni_random,3,2,False,False,16,7,7,1.0,,16,0.026
2505,8,condition_then,8,rpni_near_miss,3,3,False,False,16,8,8,1.0,,24,0.034
2505,8,condition_then,8,rpni_counterexample,3,3,False,True,16,7,7,1.0,2,18,0.063
2505,8,condition_then,16,goal_set,3,2,False,False,16,7,7,1.0,,16,0.01
2505,8,condition_then,16,rpni_random,3,3,False,False,16,7,7,1.0,,32,0.037
2505,8,condition_then,16,rpni_near_miss,3,3,False,False,16,9,9,1.0,,48,0.05
2505,8,condition_then,16,rpni_counterexample,3,3,False,True,16,7,7,1.0,1,33,0.078
2505,9,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.018
2505,9,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.024
2505,9,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.024
2505,9,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.327
2505,9,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.02
2505,9,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.037
2505,9,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.038
2505,9,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.383
2505,9,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.015
2505,9,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.035
2505,9,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.052
2505,9,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.458
2505,9,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.013
2505,9,sequence,16,rpni_random,4,3,False,False,16,0,0,,,32,0.046
2505,9,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.052
2505,9,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.785
2505,10,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.006
2505,10,all_of,2,rpni_random,8,3,False,False,16,0,0,,,4,0.021
2505,10,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.021
2505,10,all_of,2,rpni_counterexample,8,3,False,False,16,0,0,,17,20,0.189
2505,10,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.006
2505,10,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.025
2505,10,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.027
2505,10,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.233
2505,10,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.005
2505,10,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.041
2505,10,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.046
2505,10,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.438
2505,10,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.005
2505,10,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.053
2505,10,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.073
2505,10,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.957
2505,11,condition_then,2,goal_set,3,2,False,False,16,13,13,1.0,,2,0.014
2505,11,condition_then,2,rpni_random,3,2,False,False,16,13,13,1.0,,4,0.017
2505,11,condition_then,2,rpni_near_miss,3,2,False,False,16,13,13,1.0,,6,0.018
2505,11,condition_then,2,rpni_counterexample,3,4,False,False,16,15,15,1.0,17,20,0.087
2505,11,condition_then,4,goal_set,3,2,False,False,16,13,13,1.0,,4,0.009
2505,11,condition_then,4,rpni_random,3,2,False,False,16,13,13,1.0,,8,0.019
2505,11,condition_then,4,rpni_near_miss,3,2,False,False,16,13,13,1.0,,12,0.023
2505,11,condition_then,4,rpni_counterexample,3,4,False,False,16,15,15,1.0,17,24,0.187
2505,11,condition_then,8,goal_set,3,2,False,False,16,13,13,1.0,,8,0.009
2505,11,condition_then,8,rpni_random,3,3,False,False,16,13,13,1.0,,16,0.028
2505,11,condition_then,8,rpni_near_miss,3,3,False,False,16,13,13,1.0,,24,0.027
2505,11,condition_then,8,rpni_counterexample,3,4,False,False,16,13,13,1.0,17,32,0.37
2505,11,condition_then,16,goal_set,3,2,False,False,16,13,13,1.0,,16,0.016
2505,11,condition_then,16,rpni_random,3,3,False,False,16,13,13,1.0,,32,0.048
2505,11,condition_then,16,rpni_near_miss,3,3,False,False,16,13,13,1.0,,48,0.064
2505,11,condition_then,16,rpni_counterexample,3,4,False,False,16,13,13,1.0,17,48,0.565
2505,12,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.012
2505,12,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.019
2505,12,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.021
2505,12,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.183
2505,12,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.034
2505,12,sequence,4,rpni_random,4,3,False,False,16,0,0,,,8,0.039
2505,12,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.024
2505,12,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.336
2505,12,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.014
2505,12,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.045
2505,12,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.043
2505,12,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.586
2505,12,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.013
2505,12,sequence,16,rpni_random,4,4,False,False,16,0,0,,,32,0.065
2505,12,sequence,16,rpni_near_miss,4,4,False,False,16,0,0,,,48,0.076
2505,12,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.756
2505,13,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.01
2505,13,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.016
2505,13,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.013
2505,13,all_of,2,rpni_counterexample,8,3,False,False,16,0,0,,17,20,0.152
2505,13,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.008
2505,13,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.021
2505,13,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.022
2505,13,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.183
2505,13,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.006
2505,13,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.019
2505,13,all_of,8,rpni_near_miss,8,3,False,False,16,0,0,,,24,0.028
2505,13,all_of,8,rpni_counterexample,8,5,False,False,16,0,0,,17,32,0.231
2505,13,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.006
2505,13,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.034
2505,13,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.049
2505,13,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.525
2505,14,condition_then,2,goal_set,3,2,False,False,16,10,10,1.0,,2,0.029
2505,14,condition_then,2,rpni_random,3,2,False,False,16,10,10,1.0,,4,0.022
2505,14,condition_then,2,rpni_near_miss,3,2,False,False,16,10,10,1.0,,6,0.021
2505,14,condition_then,2,rpni_counterexample,3,4,False,False,16,10,10,1.0,17,20,0.098
2505,14,condition_then,4,goal_set,3,2,False,False,16,10,10,1.0,,4,0.018
2505,14,condition_then,4,rpni_random,3,3,False,False,16,10,10,1.0,,8,0.024
2505,14,condition_then,4,rpni_near_miss,3,3,False,False,16,10,10,1.0,,12,0.028
2505,14,condition_then,4,rpni_counterexample,3,4,False,False,16,10,10,1.0,17,24,0.184
2505,14,condition_then,8,goal_set,3,2,False,False,16,10,10,1.0,,8,0.018
2505,14,condition_then,8,rpni_random,3,3,False,False,16,10,10,1.0,,16,0.038
2505,14,condition_then,8,rpni_near_miss,3,3,False,False,16,10,10,1.0,,24,0.048
2505,14,condition_then,8,rpni_counterexample,3,5,False,False,16,10,10,1.0,17,32,0.378
2505,14,condition_then,16,goal_set,3,2,False,False,16,10,10,1.0,,16,0.017
2505,14,condition_then,16,rpni_random,3,3,False,False,16,10,10,1.0,,32,0.071
2505,14,condition_then,16,rpni_near_miss,3,3,False,False,16,10,10,1.0,,48,0.064
2505,14,condition_then,16,rpni_counterexample,3,6,False,False,16,10,10,1.0,17,48,0.756
2505,15,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.016
2505,15,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.024
2505,15,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.036
2505,15,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.257
2505,15,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.017
2505,15,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.029
2505,15,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.039
2505,15,sequence,4,rpni_counterexample,4,3,False,False,16,0,0,,17,24,0.35
2505,15,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.02
2505,15,sequence,8,rpni_random,4,2,False,False,16,0,0,,,16,0.043
2505,15,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.062
2505,15,sequence,8,rpni_counterexample,4,4,False,False,16,0,0,,17,32,0.541
2505,15,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.018
2505,15,sequence,16,rpni_random,4,2,False,False,16,0,0,,,32,0.058
2505,15,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.064
2505,15,sequence,16,rpni_counterexample,4,4,False,False,16,0,0,,17,48,0.805
2505,16,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.008
2505,16,all_of,2,rpni_random,8,3,False,False,16,0,0,,,4,0.016
2505,16,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.022
2505,16,all_of,2,rpni_counterexample,8,4,False,False,16,0,0,,17,20,0.193
2505,16,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.008
2505,16,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.019
2505,16,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.024
2505,16,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.311
2505,16,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.006
2505,16,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.034
2505,16,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.044
2505,16,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.465
2505,16,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.004
2505,16,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.06
2505,16,all_of,16,rpni_near_miss,8,5,False,False,16,0,0,,,48,0.07
2505,16,all_of,16,rpni_counterexample,8,4,False,False,16,0,0,,17,48,0.918
2505,17,condition_then,2,goal_set,3,2,False,False,16,12,12,1.0,,2,0.012
2505,17,condition_then,2,rpni_random,3,2,False,False,16,12,12,1.0,,4,0.018
2505,17,condition_then,2,rpni_near_miss,3,3,False,False,16,12,12,1.0,,6,0.01
2505,17,condition_then,2,rpni_counterexample,3,4,False,False,16,12,9,1.0655,17,20,0.1
2505,17,condition_then,4,goal_set,3,2,False,False,16,12,12,1.0,,4,0.012
2505,17,condition_then,4,rpni_random,3,2,False,False,16,12,12,1.0,,8,0.016
2505,17,condition_then,4,rpni_near_miss,3,3,False,False,16,12,12,1.0,,12,0.017
2505,17,condition_then,4,rpni_counterexample,3,4,False,False,16,12,12,1.0,17,24,0.167
2505,17,condition_then,8,goal_set,3,2,False,False,16,12,12,1.0,,8,0.012
2505,17,condition_then,8,rpni_random,3,2,False,False,16,12,12,1.0,,16,0.019
2505,17,condition_then,8,rpni_near_miss,3,3,False,False,16,12,12,1.0,,24,0.029
2505,17,condition_then,8,rpni_counterexample,3,4,False,False,16,12,12,1.0,17,32,0.279
2505,17,condition_then,16,goal_set,3,2,False,False,16,12,12,1.0,,16,0.009
2505,17,condition_then,16,rpni_random,3,4,False,False,16,12,12,1.0,,32,0.037
2505,17,condition_then,16,rpni_near_miss,3,4,False,False,16,12,12,1.0,,48,0.058
2505,17,condition_then,16,rpni_counterexample,3,4,False,False,16,12,12,1.0,17,48,0.625
2505,18,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.013
2505,18,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.02
2505,18,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.027
2505,18,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.174
2505,18,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.016
2505,18,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.025
2505,18,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.028
2505,18,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.26
2505,18,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.017
2505,18,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.051
2505,18,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.043
2505,18,sequence,8,rpni_counterexample,4,5,False,False,16,0,0,,17,32,0.423
2505,18,sequence,16,goal_set,4,2,False,False,16,0,0,,,16,0.015
2505,18,sequence,16,rpni_random,4,3,False,False,16,0,0,,,32,0.051
2505,18,sequence,16,rpni_near_miss,4,3,False,False,16,0,0,,,48,0.07
2505,18,sequence,16,rpni_counterexample,4,5,False,False,16,0,0,,17,48,0.742
2505,19,all_of,2,goal_set,8,2,False,False,16,0,0,,,2,0.019
2505,19,all_of,2,rpni_random,8,2,False,False,16,0,0,,,4,0.024
2505,19,all_of,2,rpni_near_miss,8,3,False,False,16,0,0,,,6,0.045
2505,19,all_of,2,rpni_counterexample,8,3,False,False,16,0,0,,17,20,0.201
2505,19,all_of,4,goal_set,8,2,False,False,16,0,0,,,4,0.01
2505,19,all_of,4,rpni_random,8,3,False,False,16,0,0,,,8,0.027
2505,19,all_of,4,rpni_near_miss,8,3,False,False,16,0,0,,,12,0.041
2505,19,all_of,4,rpni_counterexample,8,4,False,False,16,0,0,,17,24,0.304
2505,19,all_of,8,goal_set,8,2,False,False,16,0,0,,,8,0.007
2505,19,all_of,8,rpni_random,8,3,False,False,16,0,0,,,16,0.034
2505,19,all_of,8,rpni_near_miss,8,4,False,False,16,0,0,,,24,0.052
2505,19,all_of,8,rpni_counterexample,8,4,False,False,16,0,0,,17,32,0.37
2505,19,all_of,16,goal_set,8,2,False,False,16,0,0,,,16,0.005
2505,19,all_of,16,rpni_random,8,4,False,False,16,0,0,,,32,0.057
2505,19,all_of,16,rpni_near_miss,8,4,False,False,16,0,0,,,48,0.053
2505,19,all_of,16,rpni_counterexample,8,5,False,False,16,0,0,,17,48,0.794
2505,20,condition_then,2,goal_set,3,2,False,False,16,5,5,1.0,,2,0.02
2505,20,condition_then,2,rpni_random,3,2,False,False,16,5,5,1.0,,4,0.024
2505,20,condition_then,2,rpni_near_miss,3,2,False,False,16,5,5,1.0,,6,0.026
2505,20,condition_then,2,rpni_counterexample,3,3,False,True,16,10,10,1.0,12,16,0.126
2505,20,condition_then,4,goal_set,3,2,False,False,16,5,5,1.0,,4,0.025
2505,20,condition_then,4,rpni_random,3,2,False,False,16,5,5,1.0,,8,0.03
2505,20,condition_then,4,rpni_near_miss,3,3,False,False,16,5,5,1.0,,12,0.038
2505,20,condition_then,4,rpni_counterexample,3,4,False,False,16,6,6,1.0,17,24,0.263
2505,20,condition_then,8,goal_set,3,2,False,False,16,5,5,1.0,,8,0.02
2505,20,condition_then,8,rpni_random,3,2,False,False,16,5,5,1.0,,16,0.041
2505,20,condition_then,8,rpni_near_miss,3,3,False,False,16,5,5,1.0,,24,0.052
2505,20,condition_then,8,rpni_counterexample,3,4,False,False,16,5,5,1.0,17,32,0.429
2505,20,condition_then,16,goal_set,3,2,False,False,16,5,5,1.0,,16,0.021
2505,20,condition_then,16,rpni_random,3,3,False,False,16,5,5,1.0,,32,0.047
2505,20,condition_then,16,rpni_near_miss,3,3,False,False,16,5,5,1.0,,48,0.065
2505,20,condition_then,16,rpni_counterexample,3,4,False,False,16,5,5,1.0,17,48,0.626
2505,21,sequence,2,goal_set,4,2,False,False,16,0,0,,,2,0.012
2505,21,sequence,2,rpni_random,4,2,False,False,16,0,0,,,4,0.016
2505,21,sequence,2,rpni_near_miss,4,3,False,False,16,0,0,,,6,0.019
2505,21,sequence,2,rpni_counterexample,4,4,False,False,16,0,0,,17,20,0.163
2505,21,sequence,4,goal_set,4,2,False,False,16,0,0,,,4,0.011
2505,21,sequence,4,rpni_random,4,2,False,False,16,0,0,,,8,0.022
2505,21,sequence,4,rpni_near_miss,4,3,False,False,16,0,0,,,12,0.024
2505,21,sequence,4,rpni_counterexample,4,4,False,False,16,0,0,,17,24,0.285
2505,21,sequence,8,goal_set,4,2,False,False,16,0,0,,,8,0.012
2505,21,sequence,8,rpni_random,4,3,False,False,16,0,0,,,16,0.047
2505,21,sequence,8,rpni_near_miss,4,3,False,False,16,0,0,,,24,0.041
