slip,seed,task_id,task_type,planner,replicate,success,steps,exploration_steps,states_added,model_changes,builds,failure_reason,seconds
0.05,2202,7,all_of,linear,3,True,14,1,1,1,2,success,0.013
0.05,2202,7,all_of,shortest,3,True,14,1,1,1,2,success,0.009
0.05,2202,8,condition_then,linear,1,True,4,1,1,1,2,success,0.004
0.05,2202,8,condition_then,shortest,1,True,4,1,1,1,2,success,0.004
0.05,2202,8,condition_then,linear,2,True,4,1,1,1,2,success,0.004
0.05,2202,8,condition_then,shortest,2,True,4,1,1,1,2,success,0.003
0.05,2202,8,condition_then,linear,3,True,4,1,1,1,2,success,0.004
0.05,2202,8,condition_then,shortest,3,True,4,1,1,1,2,success,0.003
0.05,2202,9,sequence,linear,1,True,27,0,0,1,2,success,0.009
0.05,2202,9,sequence,shortest,1,True,26,0,0,1,2,success,0.007
0.05,2202,9,sequence,linear,2,True,27,0,0,1,2,success,0.013
0.05,2202,9,sequence,shortest,2,True,32,0,0,1,2,success,0.014
0.05,2202,9,sequence,linear,3,True,31,0,0,1,2,success,0.01
0.05,2202,9,sequence,shortest,3,True,27,0,0,1,2,success,0.005
0.05,2202,10,all_of,linear,1,True,12,0,0,0,1,success,0.012
0.05,2202,10,all_of,shortest,1,True,12,0,0,1,2,success,0.018
0.05,2202,10,all_of,linear,2,True,18,0,0,1,2,success,0.029
0.05,2202,10,all_of,shortest,2,True,18,0,0,1,2,success,0.017
0.05,2202,10,all_of,linear,3,True,17,1,1,1,3,success,0.025
0.05,2202,10,all_of,shortest,3,True,16,1,1,1,3,success,0.021
0.05,2202,11,condition_then,linear,1,True,14,0,0,0,1,success,0.005
0.05,2202,11,condition_then,shortest,1,True,13,0,0,0,1,success,0.003
0.05,2202,11,condition_then,linear,2,True,15,0,0,0,1,success,0.006
0.05,2202,11,condition_then,shortest,2,True,14,0,0,0,1,success,0.004
0.05,2202,11,condition_then,linear,3,True,16,0,0,0,1,success,0.005
0.05,2202,11,condition_then,shortest,3,True,15,0,0,0,1,success,0.003
0.05,2202,12,sequence,linear,1,True,19,0,0,1,2,success,0.02
0.05,2202,12,sequence,shortest,1,True,20,0,0,0,1,success,0.006
0.05,2202,12,sequence,linear,2,True,15,0,0,0,1,success,0.006
0.05,2202,12,sequence,shortest,2,True,15,0,0,0,1,success,0.005
0.05,2202,12,sequence,linear,3,True,15,0,0,0,1,success,0.009
0.05,2202,12,sequence,shortest,3,True,15,0,0,0,1,success,0.004
0.05,2202,13,all_of,linear,1,True,15,0,0,0,1,success,0.019
0.05,2202,13,all_of,shortest,1,True,17,0,0,0,1,success,0.012
0.05,2202,13,all_of,linear,2,True,15,0,0,0,1,success,0.015
0.05,2202,13,all_of,shortest,2,True,19,0,0,0,1,success,0.01
0.05,2202,13,all_of,linear,3,True,16,0,0,0,1,success,0.014
0.05,2202,13,all_of,shortest,3,True,15,0,0,0,1,success,0.013
0.05,2202,14,condition_then,linear,1,True,10,0,0,0,1,success,0.011
0.05,2202,14,condition_then,shortest,1,True,10,0,0,0,1,success,0.004
0.05,2202,14,condition_then,linear,2,True,10,0,0,0,1,success,0.004
0.05,2202,14,condition_then,shortest,2,True,10,0,0,0,1,success,0.004
0.05,2202,14,condition_then,linear,3,True,10,0,0,0,1,success,0.005
0.05,2202,14,condition_then,shortest,3,True,14,0,0,0,1,success,0.004
0.05,2202,15,sequence,linear,1,True,18,0,0,0,1,success,0.007
0.05,2202,15,sequence,shortest,1,True,18,0,0,0,1,success,0.007
0.05,2202,15,sequence,linear,2,True,19,0,0,0,1,success,0.008
0.05,2202,15,sequence,shortest,2,True,21,0,0,0,1,success,0.006
0.05,2202,15,sequence,linear,3,True,16,0,0,0,1,success,0.007
0.05,2202,15,sequence,shortest,3,True,16,0,0,0,1,success,0.007
0.05,2202,16,all_of,linear,1,True,12,0,0,0,1,success,0.016
0.05,2202,16,all_of,shortest,1,True,12,0,0,0,1,success,0.01
0.05,2202,16,all_of,linear,2,True,14,0,0,0,1,success,0.018
0.05,2202,16,all_of,shortest,2,True,14,0,0,0,1,success,0.009
0.05,2202,16,all_of,linear,3,True,12,0,0,0,1,success,0.019
0.05,2202,16,all_of,shortest,3,True,12,0,0,0,1,success,0.012
0.05,2202,17,condition_then,linear,1,True,9,0,0,0,1,success,0.004
0.05,2202,17,condition_then,shortest,1,True,10,0,0,0,1,success,0.003
0.05,2202,17,condition_then,linear,2,True,8,0,0,0,1,success,0.004
0.05,2202,17,condition_then,shortest,2,True,8,0,0,0,1,success,0.004
0.05,2202,17,condition_then,linear,3,True,8,0,0,0,1,success,0.004
0.05,2202,17,condition_then,shortest,3,True,8,0,0,0,1,success,0.005
0.05,2202,18,sequence,linear,1,True,67,46,4,26,27,success,0.054
0.05,2202,18,sequence,shortest,1,True,68,46,4,26,27,success,0.05
0.05,2202,18,sequence,linear,2,True,98,81,7,41,42,success,0.089
0.05,2202,18,sequence,shortest,2,True,106,81,7,40,41,success,0.077
0.05,2202,18,sequence,linear,3,True,49,30,2,10,11,success,0.03
0.05,2202,18,sequence,shortest,3,True,52,30,2,10,11,success,0.026
0.05,2202,19,all_of,linear,1,True,74,70,6,33,34,success,0.154
0.05,2202,19,all_of,shortest,1,True,74,70,6,33,34,success,0.141
0.05,2202,19,all_of,linear,2,True,85,81,6,41,42,success,0.17
0.05,2202,19,all_of,shortest,2,True,85,81,6,41,42,success,0.182
0.05,2202,19,all_of,linear,3,True,101,97,10,42,43,success,0.159
0.05,2202,19,all_of,shortest,3,True,101,97,10,42,43,success,0.169
0.05,2202,20,condition_then,linear,1,True,4,0,0,0,1,success,0.007
0.05,2202,20,condition_then,shortest,1,True,4,0,0,0,1,success,0.003
0.05,2202,20,condition_then,linear,2,True,4,0,0,0,1,success,0.005
0.05,2202,20,condition_then,shortest,2,True,4,0,0,0,1,success,0.004
0.05,2202,20,condition_then,linear,3,True,4,0,0,0,1,success,0.008
0.05,2202,20,condition_then,shortest,3,True,4,0,0,0,1,success,0.004
0.05,2202,21,sequence,linear,1,True,19,0,0,0,1,success,0.01
0.05,2202,21,sequence,shortest,1,True,19,0,0,0,1,success,0.004
0.05,2202,21,sequence,linear,2,True,20,0,0,0,1,success,0.007
0.05,2202,21,sequence,shortest,2,True,23,0,0,0,1,success,0.015
0.05,2202,21,sequence,linear,3,True,18,0,0,0,1,success,0.006
0.05,2202,21,sequence,shortest,3,True,18,0,0,0,1,success,0.007
0.05,2202,22,all_of,linear,1,True,16,0,0,0,1,success,0.017
0.05,2202,22,all_of,shortest,1,True,16,0,0,0,1,success,0.014
0.05,2202,22,all_of,linear,2,True,16,0,0,0,1,success,0.018
0.05,2202,22,all_of,shortest,2,True,16,0,0,0,1,success,0.009
0.05,2202,22,all_of,linear,3,True,16,0,0,0,1,success,0.02
0.05,2202,22,all_of,shortest,3,True,16,0,0,0,1,success,0.014
0.05,2202,23,condition_then,linear,1,True,9,0,0,0,1,success,0.004
0.05,2202,23,condition_then,shortest,1,True,9,0,0,0,1,success,0.003
0.05,2202,23,condition_then,linear,2,True,9,0,0,0,1,success,0.004
0.05,2202,23,condition_then,shortest,2,True,9,0,0,0,1,success,0.004
0.05,2202,23,condition_then,linear,3,True,10,0,0,0,1,success,0.007
0.05,2202,23,condition_then,shortest,3,True,14,0,0,1,2,success,0.004
0.05,2202,24,sequence,linear,1,True,18,0,0,1,2,success,0.012
0.05,2202,24,sequence,shortest,1,True,26,0,0,1,2,success,0.009
0.05,2202,24,sequence,linear,2,True,23,0,0,1,2,success,0.015
0.05,2202,24,sequence,shortest,2,True,23,0,0,1,2,success,0.008
0.05,2202,24,sequence,linear,3,True,21,0,0,1,2,success,0.013
0.05,2202,24,sequence,shortest,3,True,21,0,0,1,2,success,0.008
0.05,2202,25,all_of,linear,1,True,12,0,0,0,1,success,0.014
0.05,2202,25,all_of,shortest,1,True,13,0,0,0,1,success,0.01
0.05,2202,25,all_of,linear,2,True,11,0,0,0,1,success,0.016
0.05,2202,25,all_of,shortest,2,True,11,0,0,0,1,success,0.015
0.05,2202,25,all_of,linear,3,True,14,0,0,0,1,success,0.013
0.05,2202,25,all_of,shortest,3,True,14,0,0,0,1,success,0.01
0.05,2202,26,condition_then,linear,1,True,19,0,0,1,2,success,0.009
0.05,2202,26,condition_then,shortest,1,True,20,0,0,1,2,success,0.009
0.05,2202,26,condition_then,linear,2,True,16,0,0,1,2,success,0.01
0.05,2202,26,condition_then,shortest,2,True,16,0,0,1,2,success,0.005
0.05,2202,26,condition_then,linear,3,True,17,0,0,1,2,success,0.009
0.05,2202,26,condition_then,shortest,3,True,17,0,0,1,2,success,0.006
0.05,2202,27,sequence,linear,1,True,16,0,0,0,1,success,0.008
0.05,2202,27,sequence,shortest,1,True,17,0,0,0,1,success,0.004
0.05,2202,27,sequence,linear,2,True,15,0,0,0,1,success,0.011
0.05,2202,27,sequence,shortest,2,True,15,0,0,0,1,success,0.006
0.05,2202,27,sequence,linear,3,True,15,0,0,0,1,success,0.007
0.05,2202,27,sequence,shortest,3,True,15,0,0,0,1,success,0.006
0.05,2202,28,all_of,linear,1,True,14,0,0,0,1,success,0.021
0.05,2202,28,all_of,shortest,1,True,14,0,0,0,1,success,0.018
0.05,2202,28,all_of,linear,2,True,10,0,0,0,1,success,0.018
0.05,2202,28,all_of,shortest,2,True,10,0,0,0,1,success,0.011
0.05,2202,28,all_of,linear,3,True,12,0,0,0,1,success,0.016
0.05,2202,28,all_of,shortest,3,True,12,0,0,0,1,success,0.013
0.05,2202,29,condition_then,linear,1,True,88,78,8,32,33,success,0.087
0.05,2202,29,condition_then,shortest,1,True,88,78,8,32,33,success,0.068
0.05,2202,29,condition_then,linear,2,True,132,132,13,62,62,success,0.093
0.05,2202,29,condition_then,shortest,2,True,132,132,13,62,62,success,0.079
0.05,2202,29,condition_then,linear,3,True,583,572,37,237,237,success,0.431
0.05,2202,29,condition_then,shortest,3,True,583,572,37,237,237,success,0.412
0.05,2202,30,sequence,linear,1,True,16,0,0,0,1,success,0.009
0.05,2202,30,sequence,shortest,1,True,16,0,0,0,1,success,0.004
0.05,2202,30,sequence,linear,2,True,16,0,0,0,1,success,0.007
0.05,2202,30,sequence,shortest,2,True,16,0,0,0,1,success,0.005
0.05,2202,30,sequence,linear,3,True,16,0,0,0,1,success,0.006
0.05,2202,30,sequence,shortest,3,True,16,0,0,0,1,success,0.004
0.05,2202,31,all_of,linear,1,True,13,0,0,0,1,success,0.017
0.05,2202,31,all_of,shortest,1,True,13,0,0,0,1,success,0.014
0.05,2202,31,all_of,linear,2,True,12,0,0,0,1,success,0.016
0.05,2202,31,all_of,shortest,2,True,12,0,0,0,1,success,0.012
0.05,2202,31,all_of,linear,3,True,12,0,0,0,1,success,0.016
0.05,2202,31,all_of,shortest,3,True,12,0,0,0,1,success,0.012
0.05,2202,32,condition_then,linear,1,True,9,0,0,0,1,success,0.006
0.05,2202,32,condition_then,shortest,1,True,10,0,0,0,1,success,0.003
0.05,2202,32,condition_then,linear,2,True,12,0,0,0,1,success,0.005
0.05,2202,32,condition_then,shortest,2,True,8,0,0,0,1,success,0.003
0.05,2202,32,condition_then,linear,3,True,8,0,0,0,1,success,0.009
0.05,2202,32,condition_then,shortest,3,True,8,0,0,0,1,success,0.005
0.05,2202,33,sequence,linear,1,True,26,0,0,1,2,success,0.013
0.05,2202,33,sequence,shortest,1,True,26,0,0,1,2,success,0.006
0.05,2202,33,sequence,linear,2,True,23,0,0,0,1,success,0.007
0.05,2202,33,sequence,shortest,2,True,28,0,0,1,2,success,0.009
0.05,2202,33,sequence,linear,3,True,21,0,0,0,1,success,0.008
0.05,2202,33,sequence,shortest,3,True,24,0,0,1,2,success,0.014
0.05,2202,34,all_of,linear,1,True,23,0,0,0,1,success,0.017
0.05,2202,34,all_of,shortest,1,True,18,0,0,0,1,success,0.014
0.05,2202,34,all_of,linear,2,True,21,0,0,0,1,success,0.021
0.05,2202,34,all_of,shortest,2,True,18,0,0,0,1,success,0.018
0.05,2202,34,all_of,linear,3,True,23,0,0,0,1,success,0.015
0.05,2202,34,all_of,shortest,3,True,21,0,0,0,1,success,0.011
0.05,2202,35,condition_then,linear,1,True,7,0,0,0,1,success,0.005
0.05,2202,35,condition_then,shortest,1,True,7,0,0,0,1,success,0.003
0.05,2202,35,condition_then,linear,2,True,7,0,0,0,1,success,0.006
0.05,2202,35,condition_then,shortest,2,True,7,0,0,0,1,success,0.004
0.05,2202,35,condition_then,linear,3,True,7,0,0,0,1,success,0.005
0.05,2202,35,condition_then,shortest,3,True,7,0,0,0,1,success,0.003
0.05,2202,36,branch,linear,1,True,10,0,0,0,1,success,0.01
0.05,2202,36,branch,shortest,1,True,10,0,0,0,1,success,0.007
0.05,2202,36,branch,linear,2,True,8,0,0,0,1,success,0.011
0.05,2202,36,branch,shortest,2,True,8,0,0,0,1,success,0.006
0.05,2202,36,branch,linear,3,True,10,0,0,0,1,success,0.007
0.05,2202,36,branch,shortest,3,True,10,0,0,0,1,success,0.004
0.05,2202,37,branch,linear,1,True,8,0,0,0,1,success,0.008
0.05,2202,37,branch,shortest,1,True,8,0,0,0,1,success,0.004
0.05,2202,37,branch,linear,2,True,8,0,0,0,1,success,0.011
0.05,2202,37,branch,shortest,2,True,8,0,0,0,1,success,0.005
0.05,2202,37,branch,linear,3,True,8,0,0,0,1,success,0.009
0.05,2202,37,branch,shortest,3,True,8,0,0,0,1,success,0.004
0.05,2202,38,branch,linear,1,True,7,0,0,0,1,success,0.01
0.05,2202,38,branch,shortest,1,True,7,0,0,0,1,success,0.006
0.05,2202,38,branch,linear,2,True,7,0,0,0,1,success,0.011
0.05,2202,38,branch,shortest,2,True,7,0,0,0,1,success,0.007
0.05,2202,38,branch,linear,3,True,9,0,0,0,1,success,0.008
0.05,2202,38,branch,shortest,3,True,9,0,0,0,1,success,0.004
0.05,2202,39,branch,linear,1,True,7,0,0,0,1,success,0.01
0.05,2202,39,branch,shortest,1,True,7,0,0,0,1,success,0.004
0.05,2202,39,branch,linear,2,True,7,0,0,0,1,success,0.008
0.05,2202,39,branch,shortest,2,True,7,0,0,0,1,success,0.004
0.05,2202,39,branch,linear,3,True,7,0,0,0,1,success,0.008
0.05,2202,39,branch,shortest,3,True,7,0,0,0,1,success,0.005
0.05,2202,40,branch,linear,1,True,10,0,0,0,1,success,0.006
0.05,2202,40,branch,shortest,1,True,10,0,0,0,1,success,0.005
0.05,2202,40,branch,linear,2,True,10,0,0,0,1,success,0.007
0.05,2202,40,branch,shortest,2,True,10,0,0,0,1,success,0.006
0.05,2202,40,branch,linear,3,True,11,0,0,0,1,success,0.01
0.05,2202,40,branch,shortest,3,True,11,0,0,0,1,success,0.011
0.05,2202,41,branch,linear,1,True,8,0,0,0,1,success,0.008
0.05,2202,41,branch,shortest,1,True,8,0,0,0,1,success,0.006
0.05,2202,41,branch,linear,2,True,8,0,0,0,1,success,0.007
0.05,2202,41,branch,shortest,2,True,8,0,0,0,1,success,0.004
0.05,2202,41,branch,linear,3,True,9,0,0,0,1,success,0.007
0.05,2202,41,branch,shortest,3,True,10,0,0,0,1,success,0.004
0.05,2202,42,branch,linear,1,True,8,0,0,0,1,success,0.008
0.05,2202,42,branch,shortest,1,True,8,0,0,0,1,success,0.005
0.05,2202,42,branch,linear,2,True,8,0,0,0,1,success,0.011
0.05,2202,42,branch,shortest,2,True,8,0,0,0,1,success,0.005
0.05,2202,42,branch,linear,3,True,19,0,0,2,3,success,0.02
0.05,2202,42,branch,shortest,3,True,19,0,0,2,3,success,0.009
0.05,2202,43,branch,linear,1,True,9,0,0,0,1,success,0.01
0.05,2202,43,branch,shortest,1,True,9,0,0,0,1,success,0.004
0.05,2202,43,branch,linear,2,True,11,0,0,0,1,success,0.009
0.05,2202,43,branch,shortest,2,True,11,0,0,0,1,success,0.004
0.05,2202,43,branch,linear,3,True,12,1,1,1,3,success,0.019
0.05,2202,43,branch,shortest,3,True,13,0,0,0,1,success,0.004
0.05,2202,44,branch,linear,1,True,8,0,0,0,1,success,0.011
0.05,2202,44,branch,shortest,1,True,8,0,0,0,1,success,0.006
0.05,2202,44,branch,linear,2,True,8,0,0,0,1,success,0.007
0.05,2202,44,branch,shortest,2,True,8,0,0,0,1,success,0.007
0.05,2202,44,branch,linear,3,True,12,0,0,0,1,success,0.01
0.05,2202,44,branch,shortest,3,True,12,0,0,0,1,success,0.005
0.05,2202,45,branch,linear,1,True,10,0,0,0,1,success,0.007
0.05,2202,45,branch,shortest,1,True,11,0,0,0,1,success,0.005
0.05,2202,45,branch,linear,2,True,9,0,0,0,1,success,0.007
0.05,2202,45,branch,shortest,2,True,10,0,0,0,1,success,0.005
0.05,2202,45,branch,linear,3,True,9,0,0,0,1,success,0.009
0.05,2202,45,branch,shortest,3,True,9,0,0,0,1,success,0.007
0.1,2202,0,sequence,linear,1,True,18,0,0,0,1,success,0.009
0.1,2202,0,sequence,shortest,1,True,18,0,0,0,1,success,0.005
0.1,2202,0,sequence,linear,2,True,30,0,0,0,1,success,0.007
0.1,2202,0,sequence,shortest,2,True,18,0,0,0,1,success,0.005
0.1,2202,0,sequence,linear,3,True,18,0,0,0,1,success,0.007
0.1,2202,0,sequence,shortest,3,True,22,0,0,0,1,success,0.005
0.1,2202,1,all_of,linear,1,True,17,0,0,0,1,success,0.015
0.1,2202,1,all_of,shortest,1,True,18,0,0,0,1,success,0.011
0.1,2202,1,all_of,linear,2,True,14,0,0,0,1,success,0.02
0.1,2202,1,all_of,shortest,2,True,13,0,0,0,1,success,0.01
0.1,2202,1,all_of,linear,3,True,9,0,0,0,1,success,0.014
0.1,2202,1,all_of,shortest,3,True,9,0,0,0,1,success,0.013
0.1,2202,2,condition_then,linear,1,True,8,0,0,0,1,success,0.005
0.1,2202,2,condition_then,shortest,1,True,19,0,0,0,1,success,0.003
0.1,2202,2,condition_then,linear,2,True,8,0,0,0,1,success,0.005
0.1,2202,2,condition_then,shortest,2,True,12,0,0,0,1,success,0.003
0.1,2202,2,condition_then,linear,3,True,10,0,0,0,1,success,0.005
0.1,2202,2,condition_then,shortest,3,True,10,0,0,0,1,success,0.003
0.1,2202,3,sequence,linear,1,True,31,0,0,1,2,success,0.01
0.1,2202,3,sequence,shortest,1,True,31,0,0,1,2,success,0.009
0.1,2202,3,sequence,linear,2,True,35,0,0,2,3,success,0.021
0.1,2202,3,sequence,shortest,2,True,36,0,0,2,3,success,0.009
0.1,2202,3,sequence,linear,3,True,25,0,0,1,2,success,0.012
0.1,2202,3,sequence,shortest,3,True,25,0,0,1,2,success,0.009
0.1,2202,4,all_of,linear,1,True,19,0,0,0,1,success,0.016
0.1,2202,4,all_of,shortest,1,True,19,0,0,0,1,success,0.013
0.1,2202,4,all_of,linear,2,True,19,0,0,0,1,success,0.015
0.1,2202,4,all_of,shortest,2,True,19,0,0,0,1,success,0.013
0.1,2202,4,all_of,linear,3,True,26,0,0,0,1,success,0.013
0.1,2202,4,all_of,shortest,3,True,26,0,0,0,1,success,0.01
0.1,2202,5,condition_then,linear,1,True,13,0,0,0,1,success,0.005
0.1,2202,5,condition_then,shortest,1,True,13,0,0,0,1,success,0.002
0.1,2202,5,condition_then,linear,2,True,13,0,0,0,1,success,0.006
0.1,2202,5,condition_then,shortest,2,True,13,0,0,0,1,success,0.003
0.1,2202,5,condition_then,linear,3,True,18,0,0,0,1,success,0.006
0.1,2202,5,condition_then,shortest,3,True,15,0,0,0,1,success,0.002
0.1,2202,6,sequence,linear,1,True,16,0,0,0,1,success,0.011
0.1,2202,6,sequence,shortest,1,True,16,0,0,0,1,success,0.007
0.1,2202,6,sequence,linear,2,True,16,0,0,0,1,success,0.009
0.1,2202,6,sequence,shortest,2,True,16,0,0,0,1,success,0.004
0.1,2202,6,sequence,linear,3,True,18,0,0,0,1,success,0.007
0.1,2202,6,sequence,shortest,3,True,18,0,0,0,1,success,0.004
0.1,2202,7,all_of,linear,1,True,14,0,0,0,1,success,0.019
0.1,2202,7,all_of,shortest,1,True,14,0,0,0,1,success,0.012
0.1,2202,7,all_of,linear,2,True,20,0,0,0,1,success,0.022
0.1,2202,7,all_of,shortest,2,True,22,0,0,0,1,success,0.009
0.1,2202,7,all_of,linear,3,True,17,0,0,0,1,success,0.019
0.1,2202,7,all_of,shortest,3,True,17,0,0,0,1,success,0.011
0.1,2202,8,condition_then,linear,1,True,10,0,0,0,1,success,0.004
0.1,2202,8,condition_then,shortest,1,True,16,0,0,0,1,success,0.004
0.1,2202,8,condition_then,linear,2,True,4,0,0,0,1,success,0.005
0.1,2202,8,condition_then,shortest,2,True,4,0,0,0,1,success,0.004
0.1,2202,8,condition_then,linear,3,True,4,0,0,0,1,success,0.006
0.1,2202,8,condition_then,shortest,3,True,4,0,0,0,1,success,0.005
0.1,2202,9,sequence,linear,1,True,31,0,0,1,2,success,0.016
0.1,2202,9,sequence,shortest,1,True,32,0,0,1,2,success,0.012
0.1,2202,9,sequence,linear,2,True,26,0,0,0,1,success,0.007
0.1,2202,9,sequence,shortest,2,True,25,0,0,0,1,success,0.005
0.1,2202,9,sequence,linear,3,True,32,0,0,0,1,success,0.008
0.1,2202,9,sequence,shortest,3,True,32,0,0,0,1,success,0.005
0.1,2202,10,all_of,linear,1,True,12,0,0,0,1,success,0.018
0.1,2202,10,all_of,shortest,1,True,13,0,0,0,1,success,0.01
0.1,2202,10,all_of,linear,2,True,15,0,0,0,1,success,0.027
0.1,2202,10,all_of,shortest,2,True,15,0,0,0,1,success,0.014
0.1,2202,10,all_of,linear,3,True,15,0,0,0,1,success,0.012
0.1,2202,10,all_of,shortest,3,True,15,0,0,0,1,success,0.014
0.1,2202,11,condition_then,linear,1,True,15,1,1,1,3,success,0.015
0.1,2202,11,condition_then,shortest,1,True,15,1,1,1,3,success,0.01
0.1,2202,11,condition_then,linear,2,True,14,0,0,0,1,success,0.005
0.1,2202,11,condition_then,shortest,2,True,16,0,0,0,1,success,0.005
0.1,2202,11,condition_then,linear,3,True,14,0,0,0,1,success,0.008
0.1,2202,11,condition_then,shortest,3,True,14,0,0,0,1,success,0.003
0.1,2202,12,sequence,linear,1,True,25,0,0,1,2,success,0.014
0.1,2202,12,sequence,shortest,1,True,28,0,0,1,2,success,0.01
0.1,2202,12,sequence,linear,2,True,20,0,0,1,2,success,0.013
0.1,2202,12,sequence,shortest,2,True,20,0,0,1,2,success,0.012
0.1,2202,12,sequence,linear,3,True,25,0,0,2,3,success,0.023
0.1,2202,12,sequence,shortest,3,True,24,0,0,1,2,success,0.008
0.1,2202,13,all_of,linear,1,True,23,0,0,1,2,success,0.025
0.1,2202,13,all_of,shortest,1,True,24,0,0,1,2,success,0.017
0.1,2202,13,all_of,linear,2,True,19,0,0,1,2,success,0.018
0.1,2202,13,all_of,shortest,2,True,19,0,0,1,2,success,0.012
0.1,2202,13,all_of,linear,3,True,37,0,0,3,4,success,0.028
0.1,2202,13,all_of,shortest,3,True,38,0,0,2,3,success,0.015
0.1,2202,14,condition_then,linear,1,True,10,0,0,0,1,success,0.005
0.1,2202,14,condition_then,shortest,1,True,10,0,0,0,1,success,0.003
0.1,2202,14,condition_then,linear,2,True,10,0,0,0,1,success,0.007
0.1,2202,14,condition_then,shortest,2,True,10,0,0,0,1,success,0.003
0.1,2202,14,condition_then,linear,3,True,12,1,1,1,3,success,0.009
0.1,2202,14,condition_then,shortest,3,True,12,0,0,0,1,success,0.003
0.1,2202,15,sequence,linear,1,True,21,0,0,0,1,success,0.01
0.1,2202,15,sequence,shortest,1,True,21,0,0,0,1,success,0.005
0.1,2202,15,sequence,linear,2,True,20,0,0,0,1,success,0.008
0.1,2202,15,sequence,shortest,2,True,16,0,0,0,1,success,0.004
0.1,2202,15,sequence,linear,3,True,18,0,0,0,1,success,0.007
0.1,2202,15,sequence,shortest,3,True,18,0,0,0,1,success,0.006
0.1,2202,16,all_of,linear,1,True,8,0,0,0,1,success,0.018
0.1,2202,16,all_of,shortest,1,True,8,0,0,0,1,success,0.01
0.1,2202,16,all_of,linear,2,True,8,0,0,0,1,success,0.02
0.1,2202,16,all_of,shortest,2,True,8,0,0,0,1,success,0.009
0.1,2202,16,all_of,linear,3,True,8,0,0,0,1,success,0.015
0.1,2202,16,all_of,shortest,3,True,8,0,0,0,1,success,0.01
0.1,2202,17,condition_then,linear,1,True,12,0,0,0,1,success,0.007
