slip,seed,task_id,task_type,planner,replicate,success,steps,exploration_steps,states_added,model_changes,builds,failure_reason,seconds
0.05,2101,0,sequence,linear,1,True,24,0,0,0,1,success,0.012
0.05,2101,0,sequence,shortest,1,True,24,0,0,0,1,success,0.007
0.05,2101,0,sequence,linear,2,True,21,0,0,0,1,success,0.012
0.05,2101,0,sequence,shortest,2,True,21,0,0,0,1,success,0.007
0.05,2101,0,sequence,linear,3,True,20,0,0,0,1,success,0.011
0.05,2101,0,sequence,shortest,3,True,20,0,0,0,1,success,0.007
0.05,2101,1,all_of,linear,1,True,11,0,0,0,1,success,0.027
0.05,2101,1,all_of,shortest,1,True,11,0,0,0,1,success,0.018
0.05,2101,1,all_of,linear,2,True,13,0,0,1,2,success,0.031
0.05,2101,1,all_of,shortest,2,True,13,0,0,1,2,success,0.032
0.05,2101,1,all_of,linear,3,True,15,0,0,0,1,success,0.026
0.05,2101,1,all_of,shortest,3,True,16,0,0,0,1,success,0.024
0.05,2101,2,condition_then,linear,1,True,6,0,0,0,1,success,0.012
0.05,2101,2,condition_then,shortest,1,True,6,0,0,0,1,success,0.005
0.05,2101,2,condition_then,linear,2,True,6,0,0,0,1,success,0.012
0.05,2101,2,condition_then,shortest,2,True,6,0,0,0,1,success,0.006
0.05,2101,2,condition_then,linear,3,True,8,0,0,0,1,success,0.008
0.05,2101,2,condition_then,shortest,3,True,8,0,0,0,1,success,0.005
0.05,2101,3,sequence,linear,1,True,28,0,0,0,1,success,0.016
0.05,2101,3,sequence,shortest,1,True,28,0,0,0,1,success,0.009
0.05,2101,3,sequence,linear,2,True,24,0,0,0,1,success,0.014
0.05,2101,3,sequence,shortest,2,True,26,0,0,0,1,success,0.008
0.05,2101,3,sequence,linear,3,True,23,0,0,0,1,success,0.015
0.05,2101,3,sequence,shortest,3,True,24,0,0,0,1,success,0.008
0.05,2101,4,all_of,linear,1,True,17,0,0,0,1,success,0.028
0.05,2101,4,all_of,shortest,1,True,17,0,0,0,1,success,0.018
0.05,2101,4,all_of,linear,2,True,17,0,0,0,1,success,0.026
0.05,2101,4,all_of,shortest,2,True,17,0,0,0,1,success,0.021
0.05,2101,4,all_of,linear,3,True,20,0,0,0,1,success,0.03
0.05,2101,4,all_of,shortest,3,True,20,0,0,0,1,success,0.019
0.05,2101,5,condition_then,linear,1,True,9,0,0,0,1,success,0.008
0.05,2101,5,condition_then,shortest,1,True,9,0,0,0,1,success,0.007
0.05,2101,5,condition_then,linear,2,True,9,0,0,0,1,success,0.008
0.05,2101,5,condition_then,shortest,2,True,9,0,0,0,1,success,0.005
0.05,2101,5,condition_then,linear,3,True,9,0,0,0,1,success,0.008
0.05,2101,5,condition_then,shortest,3,True,9,0,0,0,1,success,0.004
0.05,2101,6,sequence,linear,1,True,14,0,0,0,1,success,0.014
0.05,2101,6,sequence,shortest,1,True,14,0,0,0,1,success,0.009
0.05,2101,6,sequence,linear,2,True,19,0,0,0,1,success,0.013
0.05,2101,6,sequence,shortest,2,True,19,0,0,0,1,success,0.008
0.05,2101,6,sequence,linear,3,True,14,0,0,0,1,success,0.013
0.05,2101,6,sequence,shortest,3,True,14,0,0,0,1,success,0.008
0.05,2101,7,all_of,linear,1,True,12,0,0,1,2,success,0.035
0.05,2101,7,all_of,shortest,1,True,14,0,0,1,2,success,0.024
0.05,2101,7,all_of,linear,2,True,12,0,0,1,2,success,0.035
0.05,2101,7,all_of,shortest,2,True,12,0,0,1,2,success,0.024
0.05,2101,7,all_of,linear,3,True,12,0,0,1,2,success,0.035
0.05,2101,7,all_of,shortest,3,True,12,0,0,1,2,success,0.024
0.05,2101,8,condition_then,linear,1,True,5,0,0,0,1,success,0.008
0.05,2101,8,condition_then,shortest,1,True,5,0,0,0,1,success,0.005
0.05,2101,8,condition_then,linear,2,True,3,0,0,0,1,success,0.008
0.05,2101,8,condition_then,shortest,2,True,3,0,0,0,1,success,0.005
0.05,2101,8,condition_then,linear,3,True,3,0,0,0,1,success,0.009
0.05,2101,8,condition_then,shortest,3,True,3,0,0,0,1,success,0.005
0.05,2101,9,sequence,linear,1,True,21,0,0,0,1,success,0.014
0.05,2101,9,sequence,shortest,1,True,21,0,0,0,1,success,0.009
0.05,2101,9,sequence,linear,2,True,21,0,0,1,2,success,0.026
0.05,2101,9,sequence,shortest,2,True,25,0,0,1,2,success,0.026
0.05,2101,9,sequence,linear,3,True,29,0,0,2,3,success,0.041
0.05,2101,9,sequence,shortest,3,True,30,0,0,2,3,success,0.025
0.05,2101,10,all_of,linear,1,True,19,0,0,0,1,success,0.027
0.05,2101,10,all_of,shortest,1,True,19,0,0,0,1,success,0.019
0.05,2101,10,all_of,linear,2,True,19,0,0,0,1,success,0.028
0.05,2101,10,all_of,shortest,2,True,19,0,0,0,1,success,0.021
0.05,2101,10,all_of,linear,3,True,20,0,0,0,1,success,0.029
0.05,2101,10,all_of,shortest,3,True,20,0,0,0,1,success,0.02
0.05,2101,11,condition_then,linear,1,True,13,0,0,0,1,success,0.01
0.05,2101,11,condition_then,shortest,1,True,13,0,0,1,2,success,0.012
0.05,2101,11,condition_then,linear,2,True,16,0,0,1,2,success,0.017
0.05,2101,11,condition_then,shortest,2,True,12,0,0,1,2,success,0.013
0.05,2101,11,condition_then,linear,3,True,12,0,0,0,1,success,0.01
0.05,2101,11,condition_then,shortest,3,True,12,0,0,1,2,success,0.013
0.05,2101,12,sequence,linear,1,True,24,0,0,0,1,success,0.013
0.05,2101,12,sequence,shortest,1,True,24,0,0,0,1,success,0.008
0.05,2101,12,sequence,linear,2,True,20,0,0,0,1,success,0.013
0.05,2101,12,sequence,shortest,2,True,20,0,0,0,1,success,0.008
0.05,2101,12,sequence,linear,3,True,22,0,0,0,1,success,0.013
0.05,2101,12,sequence,shortest,3,True,22,0,0,0,1,success,0.009
0.05,2101,13,all_of,linear,1,True,15,0,0,0,1,success,0.028
0.05,2101,13,all_of,shortest,1,True,15,0,0,0,1,success,0.019
0.05,2101,13,all_of,linear,2,True,17,0,0,1,2,success,0.042
0.05,2101,13,all_of,shortest,2,True,15,0,0,0,1,success,0.02
0.05,2101,13,all_of,linear,3,True,15,0,0,1,2,success,0.041
0.05,2101,13,all_of,shortest,3,True,13,0,0,0,1,success,0.019
0.05,2101,14,condition_then,linear,1,True,7,0,0,0,1,success,0.011
0.05,2101,14,condition_then,shortest,1,True,9,0,0,1,2,success,0.012
0.05,2101,14,condition_then,linear,2,True,7,0,0,0,1,success,0.01
0.05,2101,14,condition_then,shortest,2,True,9,0,0,1,2,success,0.012
0.05,2101,14,condition_then,linear,3,True,7,0,0,0,1,success,0.011
0.05,2101,14,condition_then,shortest,3,True,9,0,0,1,2,success,0.012
0.05,2101,15,sequence,linear,1,True,19,0,0,0,1,success,0.013
0.05,2101,15,sequence,shortest,1,True,18,0,0,0,1,success,0.017
0.05,2101,15,sequence,linear,2,True,19,0,0,0,1,success,0.015
0.05,2101,15,sequence,shortest,2,True,18,0,0,0,1,success,0.009
0.05,2101,15,sequence,linear,3,True,21,0,0,0,1,success,0.013
0.05,2101,15,sequence,shortest,3,True,18,0,0,0,1,success,0.008
0.05,2101,16,all_of,linear,1,True,19,0,0,0,1,success,0.031
0.05,2101,16,all_of,shortest,1,True,18,0,0,0,1,success,0.021
0.05,2101,16,all_of,linear,2,True,18,0,0,1,2,success,0.063
0.05,2101,16,all_of,shortest,2,True,17,0,0,1,2,success,0.05
0.05,2101,16,all_of,linear,3,True,17,0,0,0,1,success,0.031
0.05,2101,16,all_of,shortest,3,True,16,0,0,0,1,success,0.021
0.05,2101,17,condition_then,linear,1,True,13,0,0,0,1,success,0.013
0.05,2101,17,condition_then,shortest,1,True,13,0,0,0,1,success,0.006
0.05,2101,17,condition_then,linear,2,True,15,0,0,3,4,success,0.037
0.05,2101,17,condition_then,shortest,2,True,15,0,0,3,4,success,0.02
0.05,2101,17,condition_then,linear,3,True,9,0,0,0,1,success,0.01
0.05,2101,17,condition_then,shortest,3,True,9,0,0,0,1,success,0.006
0.05,2101,18,sequence,linear,1,True,25,0,0,0,1,success,0.014
0.05,2101,18,sequence,shortest,1,True,25,0,0,0,1,success,0.009
0.05,2101,18,sequence,linear,2,True,25,0,0,0,1,success,0.015
0.05,2101,18,sequence,shortest,2,True,23,0,0,0,1,success,0.009
0.05,2101,18,sequence,linear,3,True,25,0,0,0,1,success,0.015
0.05,2101,18,sequence,shortest,3,True,21,0,0,0,1,success,0.009
0.05,2101,19,all_of,linear,1,True,25,0,0,1,2,success,0.045
0.05,2101,19,all_of,shortest,1,True,25,0,0,1,2,success,0.045
0.05,2101,19,all_of,linear,2,True,27,0,0,2,3,success,0.077
0.05,2101,19,all_of,shortest,2,True,29,0,0,2,3,success,0.051
0.05,2101,19,all_of,linear,3,True,41,15,0,7,8,success,0.11
0.05,2101,19,all_of,shortest,3,True,41,15,0,7,8,success,0.096
0.05,2101,20,condition_then,linear,1,True,9,0,0,1,2,success,0.017
0.05,2101,20,condition_then,shortest,1,True,9,0,0,0,1,success,0.006
0.05,2101,20,condition_then,linear,2,True,9,0,0,1,2,success,0.018
0.05,2101,20,condition_then,shortest,2,True,9,0,0,0,1,success,0.007
0.05,2101,20,condition_then,linear,3,True,9,0,0,1,2,success,0.016
0.05,2101,20,condition_then,shortest,3,True,9,0,0,0,1,success,0.006
0.05,2101,21,sequence,linear,1,True,22,0,0,1,2,success,0.036
0.05,2101,21,sequence,shortest,1,True,22,0,0,1,2,success,0.02
0.05,2101,21,sequence,linear,2,True,22,0,0,1,2,success,0.033
0.05,2101,21,sequence,shortest,2,True,22,0,0,1,2,success,0.017
0.05,2101,21,sequence,linear,3,True,22,0,0,1,2,success,0.028
0.05,2101,21,sequence,shortest,3,True,22,0,0,1,2,success,0.026
0.05,2101,22,all_of,linear,1,True,25,0,0,2,3,success,0.087
0.05,2101,22,all_of,shortest,1,True,29,0,0,3,4,success,0.066
0.05,2101,22,all_of,linear,2,True,21,0,0,1,2,success,0.059
0.05,2101,22,all_of,shortest,2,True,23,0,0,2,3,success,0.049
0.05,2101,22,all_of,linear,3,True,21,0,0,1,2,success,0.059
0.05,2101,22,all_of,shortest,3,True,26,0,0,2,3,success,0.047
0.05,2101,23,condition_then,linear,1,True,8,0,0,0,1,success,0.014
0.05,2101,23,condition_then,shortest,1,True,8,0,0,0,1,success,0.008
0.05,2101,23,condition_then,linear,2,True,8,0,0,0,1,success,0.011
0.05,2101,23,condition_then,shortest,2,True,8,0,0,0,1,success,0.005
0.05,2101,23,condition_then,linear,3,True,8,0,0,0,1,success,0.009
0.05,2101,23,condition_then,shortest,3,True,8,0,0,0,1,success,0.006
0.05,2101,24,sequence,linear,1,True,21,0,0,0,1,success,0.014
0.05,2101,24,sequence,shortest,1,True,21,0,0,0,1,success,0.011
0.05,2101,24,sequence,linear,2,True,23,0,0,0,1,success,0.013
0.05,2101,24,sequence,shortest,2,True,23,0,0,0,1,success,0.008
0.05,2101,24,sequence,linear,3,True,21,0,0,0,1,success,0.013
0.05,2101,24,sequence,shortest,3,True,21,0,0,0,1,success,0.009
0.05,2101,25,all_of,linear,1,True,20,0,0,2,3,success,0.059
0.05,2101,25,all_of,shortest,1,True,19,0,0,1,2,success,0.03
0.05,2101,25,all_of,linear,2,True,20,0,0,2,3,success,0.059
0.05,2101,25,all_of,shortest,2,True,20,0,0,1,2,success,0.03
0.05,2101,25,all_of,linear,3,True,17,0,0,2,3,success,0.059
0.05,2101,25,all_of,shortest,3,True,17,0,0,1,2,success,0.032
0.05,2101,26,condition_then,linear,1,True,15,0,0,0,1,success,0.009
0.05,2101,26,condition_then,shortest,1,True,14,0,0,0,1,success,0.006
0.05,2101,26,condition_then,linear,2,True,16,0,0,0,1,success,0.009
0.05,2101,26,condition_then,shortest,2,True,17,0,0,0,1,success,0.006
0.05,2101,26,condition_then,linear,3,True,15,0,0,0,1,success,0.009
0.05,2101,26,condition_then,shortest,3,True,14,0,0,0,1,success,0.006
0.05,2101,27,sequence,linear,1,True,35,0,0,1,2,success,0.029
0.05,2101,27,sequence,shortest,1,True,33,0,0,1,2,success,0.021
0.05,2101,27,sequence,linear,2,True,27,0,0,1,2,success,0.028
0.05,2101,27,sequence,shortest,2,True,26,0,0,1,2,success,0.021
0.05,2101,27,sequence,linear,3,True,28,0,0,1,2,success,0.029
0.05,2101,27,sequence,shortest,3,True,26,0,0,1,2,success,0.018
0.05,2101,28,all_of,linear,1,True,21,0,0,3,4,success,0.093
0.05,2101,28,all_of,shortest,1,True,18,0,0,1,2,success,0.05
0.05,2101,28,all_of,linear,2,True,21,0,0,3,4,success,0.107
0.05,2101,28,all_of,shortest,2,True,18,0,0,1,2,success,0.043
0.05,2101,28,all_of,linear,3,True,21,0,0,3,4,success,0.074
0.05,2101,28,all_of,shortest,3,True,18,0,0,1,2,success,0.04
0.05,2101,29,condition_then,linear,1,True,10,0,0,1,2,success,0.016
0.05,2101,29,condition_then,shortest,1,True,10,0,0,1,2,success,0.01
0.05,2101,29,condition_then,linear,2,True,8,0,0,1,2,success,0.017
0.05,2101,29,condition_then,shortest,2,True,8,0,0,1,2,success,0.01
0.05,2101,29,condition_then,linear,3,True,8,0,0,1,2,success,0.018
0.05,2101,29,condition_then,shortest,3,True,8,0,0,1,2,success,0.01
0.05,2101,30,sequence,linear,1,True,25,0,0,2,3,success,0.034
0.05,2101,30,sequence,shortest,1,True,25,0,0,2,3,success,0.02
0.05,2101,30,sequence,linear,2,True,23,0,0,1,2,success,0.027
0.05,2101,30,sequence,shortest,2,True,23,0,0,1,2,success,0.018
0.05,2101,30,sequence,linear,3,True,27,0,0,3,4,success,0.043
0.05,2101,30,sequence,shortest,3,True,27,0,0,1,2,success,0.018
0.05,2101,31,all_of,linear,1,True,19,0,0,1,2,success,0.056
0.05,2101,31,all_of,shortest,1,True,19,0,0,1,2,success,0.041
0.05,2101,31,all_of,linear,2,True,17,0,0,1,2,success,0.06
0.05,2101,31,all_of,shortest,2,True,17,0,0,1,2,success,0.062
0.05,2101,31,all_of,linear,3,True,17,0,0,1,2,success,0.06
0.05,2101,31,all_of,shortest,3,True,17,0,0,1,2,success,0.038
0.05,2101,32,condition_then,linear,1,True,11,0,0,1,2,success,0.016
0.05,2101,32,condition_then,shortest,1,True,11,0,0,1,2,success,0.011
0.05,2101,32,condition_then,linear,2,True,11,0,0,1,2,success,0.016
0.05,2101,32,condition_then,shortest,2,True,11,0,0,1,2,success,0.01
0.05,2101,32,condition_then,linear,3,True,11,0,0,1,2,success,0.017
0.05,2101,32,condition_then,shortest,3,True,11,0,0,1,2,success,0.009
0.05,2101,33,sequence,linear,1,True,27,0,0,0,1,success,0.015
0.05,2101,33,sequence,shortest,1,True,27,0,0,0,1,success,0.01
0.05,2101,33,sequence,linear,2,True,26,0,0,0,1,success,0.014
0.05,2101,33,sequence,shortest,2,True,26,0,0,0,1,success,0.01
0.05,2101,33,sequence,linear,3,True,30,0,0,0,1,success,0.016
0.05,2101,33,sequence,shortest,3,True,30,0,0,0,1,success,0.01
0.05,2101,34,all_of,linear,1,True,16,0,0,0,1,success,0.029
0.05,2101,34,all_of,shortest,1,True,16,0,0,0,1,success,0.021
0.05,2101,34,all_of,linear,2,True,19,0,0,0,1,success,0.03
0.05,2101,34,all_of,shortest,2,True,19,0,0,0,1,success,0.024
0.05,2101,34,all_of,linear,3,True,17,0,0,0,1,success,0.033
0.05,2101,34,all_of,shortest,3,True,18,0,0,1,2,success,0.025
0.05,2101,35,condition_then,linear,1,True,16,0,0,0,1,success,0.01
0.05,2101,35,condition_then,shortest,1,True,16,0,0,0,1,success,0.007
0.05,2101,35,condition_then,linear,2,True,16,0,0,0,1,success,0.011
0.05,2101,35,condition_then,shortest,2,True,16,0,0,0,1,success,0.007
0.05,2101,35,condition_then,linear,3,True,14,0,0,0,1,success,0.011
0.05,2101,35,condition_then,shortest,3,True,14,0,0,0,1,success,0.007
0.05,2101,36,branch,linear,1,True,11,0,0,1,2,success,0.021
0.05,2101,36,branch,shortest,1,True,11,0,0,1,2,success,0.013
0.05,2101,36,branch,linear,2,True,9,0,0,0,1,success,0.015
0.05,2101,36,branch,shortest,2,True,9,0,0,0,1,success,0.011
0.05,2101,36,branch,linear,3,True,9,0,0,0,1,success,0.013
0.05,2101,36,branch,shortest,3,True,9,0,0,0,1,success,0.009
0.05,2101,37,branch,linear,1,True,13,0,0,1,2,success,0.027
0.05,2101,37,branch,shortest,1,True,15,0,0,0,1,success,0.014
0.05,2101,37,branch,linear,2,True,10,0,0,0,1,success,0.018
0.05,2101,37,branch,shortest,2,True,10,0,0,0,1,success,0.01
0.05,2101,37,branch,linear,3,True,10,0,0,0,1,success,0.019
0.05,2101,37,branch,shortest,3,True,10,0,0,0,1,success,0.013
0.05,2101,38,branch,linear,1,True,8,0,0,0,1,success,0.015
0.05,2101,38,branch,shortest,1,True,8,0,0,0,1,success,0.01
0.05,2101,38,branch,linear,2,True,10,0,0,0,1,success,0.014
0.05,2101,38,branch,shortest,2,True,10,0,0,0,1,success,0.01
0.05,2101,38,branch,linear,3,True,9,0,0,0,1,success,0.013
0.05,2101,38,branch,shortest,3,True,9,0,0,0,1,success,0.009
0.05,2101,39,branch,linear,1,True,9,0,0,0,1,success,0.018
0.05,2101,39,branch,shortest,1,True,9,0,0,0,1,success,0.009
0.05,2101,39,branch,linear,2,True,11,0,0,1,2,success,0.021
0.05,2101,39,branch,shortest,2,True,11,0,0,0,1,success,0.009
0.05,2101,39,branch,linear,3,True,9,0,0,0,1,success,0.013
0.05,2101,39,branch,shortest,3,True,13,0,0,1,2,success,0.014
0.05,2101,40,branch,linear,1,True,12,0,0,0,1,success,0.014
0.05,2101,40,branch,shortest,1,True,12,0,0,0,1,success,0.009
0.05,2101,40,branch,linear,2,True,8,0,0,0,1,success,0.013
0.05,2101,40,branch,shortest,2,True,8,0,0,0,1,success,0.008
0.05,2101,40,branch,linear,3,True,8,0,0,0,1,success,0.013
0.05,2101,40,branch,shortest,3,True,8,0,0,0,1,success,0.01
0.05,2101,41,branch,linear,1,True,8,0,0,0,1,success,0.013
0.05,2101,41,branch,shortest,1,True,8,0,0,0,1,success,0.008
0.05,2101,41,branch,linear,2,True,8,0,0,0,1,success,0.014
0.05,2101,41,branch,shortest,2,True,8,0,0,0,1,success,0.009
0.05,2101,41,branch,linear,3,True,8,0,0,0,1,success,0.013
0.05,2101,41,branch,shortest,3,True,8,0,0,0,1,success,0.008
0.05,2101,42,branch,linear,1,True,10,0,0,0,1,success,0.013
0.05,2101,42,branch,shortest,1,True,12,0,0,1,2,success,0.018
0.05,2101,42,branch,linear,2,True,10,0,0,0,1,success,0.014
0.05,2101,42,branch,shortest,2,True,12,0,0,1,2,success,0.017
0.05,2101,42,branch,linear,3,True,10,0,0,0,1,success,0.013
0.05,2101,42,branch,shortest,3,True,12,0,0,1,2,success,0.017
0.05,2101,43,branch,linear,1,True,12,0,0,0,1,success,0.013
0.05,2101,43,branch,shortest,1,True,12,0,0,0,1,success,0.011
0.05,2101,43,branch,linear,2,True,11,0,0,0,1,success,0.015
0.05,2101,43,branch,shortest,2,True,11,0,0,0,1,success,0.008
0.05,2101,43,branch,linear,3,True,11,0,0,0,1,success,0.024
0.05,2101,43,branch,shortest,3,True,11,0,0,0,1,success,0.009
0.05,2101,44,branch,linear,1,True,12,0,0,0,1,success,0.015
0.05,2101,44,branch,shortest,1,True,11,0,0,0,1,success,0.009
0.05,2101,44,branch,linear,2,True,9,0,0,0,1,success,0.013
0.05,2101,44,branch,shortest,2,True,9,0,0,0,1,success,0.009
0.05,2101,44,branch,linear,3,True,11,0,0,0,1,success,0.015
0.05,2101,44,branch,shortest,3,True,11,0,0,0,1,success,0.009
0.05,2101,45,branch,linear,1,True,12,0,0,1,2,success,0.021
0.05,2101,45,branch,shortest,1,True,17,0,0,2,3,success,0.025
0.05,2101,45,branch,linear,2,True,13,0,0,0,1,success,0.015
0.05,2101,45,branch,shortest,2,True,21,0,0,2,3,success,0.026
0.05,2101,45,branch,linear,3,True,13,0,0,0,1,success,0.013
0.05,2101,45,branch,shortest,3,True,13,0,0,0,1,success,0.009
0.1,2101,0,sequence,linear,1,True,21,0,0,1,2,success,0.027
0.1,2101,0,sequence,shortest,1,True,27,0,0,1,2,success,0.014
0.1,2101,0,sequence,linear,2,True,22,0,0,1,2,success,0.033
0.1,2101,0,sequence,shortest,2,True,32,0,0,1,2,success,0.02
0.1,2101,0,sequence,linear,3,True,28,0,0,1,2,success,0.038
0.1,2101,0,sequence,shortest,3,True,27,0,0,0,1,success,0.013
0.1,2101,1,all_of,linear,1,True,10,0,0,0,1,success,0.046
0.1,2101,1,all_of,shortest,1,True,10,0,0,0,1,success,0.021
0.1,2101,1,all_of,linear,2,True,10,0,0,0,1,success,0.028
0.1,2101,1,all_of,shortest,2,True,10,0,0,0,1,success,0.022
0.1,2101,1,all_of,linear,3,True,10,0,0,0,1,success,0.025
0.1,2101,1,all_of,shortest,3,True,10,0,0,0,1,success,0.028
0.1,2101,2,condition_then,linear,1,True,6,0,0,0,1,success,0.009
0.1,2101,2,condition_then,shortest,1,True,8,0,0,1,2,success,0.014
0.1,2101,2,condition_then,linear,2,True,8,0,0,1,2,success,0.015
0.1,2101,2,condition_then,shortest,2,True,8,0,0,1,2,success,0.014
0.1,2101,2,condition_then,linear,3,True,9,0,0,2,3,success,0.025
0.1,2101,2,condition_then,shortest,3,True,9,0,0,1,2,success,0.01
0.1,2101,3,sequence,linear,1,True,36,0,0,1,2,success,0.027
0.1,2101,3,sequence,shortest,1,True,36,0,0,0,1,success,0.013
0.1,2101,3,sequence,linear,2,True,27,0,0,1,2,success,0.025
0.1,2101,3,sequence,shortest,2,True,26,0,0,0,1,success,0.011
0.1,2101,3,sequence,linear,3,True,31,0,0,1,2,success,0.033
0.1,2101,3,sequence,shortest,3,True,28,0,0,0,1,success,0.01
0.1,2101,4,all_of,linear,1,True,21,0,0,2,3,success,0.056
0.1,2101,4,all_of,shortest,1,True,34,0,0,2,3,success,0.041
0.1,2101,4,all_of,linear,2,True,23,0,0,2,3,success,0.065
0.1,2101,4,all_of,shortest,2,True,38,0,0,2,3,success,0.049
0.1,2101,4,all_of,linear,3,True,28,0,0,2,3,success,0.057
0.1,2101,4,all_of,shortest,3,True,29,0,0,2,3,success,0.03
0.1,2101,5,condition_then,linear,1,True,9,0,0,0,1,success,0.006
0.1,2101,5,condition_then,shortest,1,True,9,0,0,0,1,success,0.004
0.1,2101,5,condition_then,linear,2,True,9,0,0,0,1,success,0.007
0.1,2101,5,condition_then,shortest,2,True,9,0,0,0,1,success,0.006
0.1,2101,5,condition_then,linear,3,True,9,0,0,0,1,success,0.008
0.1,2101,5,condition_then,shortest,3,True,11,0,0,1,2,success,0.01
0.1,2101,6,sequence,linear,1,True,15,0,0,0,1,success,0.012
0.1,2101,6,sequence,shortest,1,True,15,0,0,0,1,success,0.007
0.1,2101,6,sequence,linear,2,True,16,0,0,1,2,success,0.021
0.1,2101,6,sequence,shortest,2,True,16,0,0,0,1,success,0.009
0.1,2101,6,sequence,linear,3,True,14,0,0,0,1,success,0.013
0.1,2101,6,sequence,shortest,3,True,16,0,0,1,2,success,0.012
0.1,2101,7,all_of,linear,1,True,14,0,0,1,2,success,0.05
0.1,2101,7,all_of,shortest,1,True,14,0,0,1,2,success,0.029
0.1,2101,7,all_of,linear,2,True,14,0,0,1,2,success,0.035
0.1,2101,7,all_of,shortest,2,True,14,0,0,1,2,success,0.024
0.1,2101,7,all_of,linear,3,True,12,0,0,0,1,success,0.025
0.1,2101,7,all_of,shortest,3,True,12,0,0,0,1,success,0.02
0.1,2101,8,condition_then,linear,1,True,3,0,0,0,1,success,0.01
0.1,2101,8,condition_then,shortest,1,True,3,0,0,0,1,success,0.006
0.1,2101,8,condition_then,linear,2,True,5,0,0,0,1,success,0.009
0.1,2101,8,condition_then,shortest,2,True,5,0,0,0,1,success,0.005
0.1,2101,8,condition_then,linear,3,True,3,0,0,0,1,success,0.01
0.1,2101,8,condition_then,shortest,3,True,3,0,0,0,1,success,0.006
0.1,2101,9,sequence,linear,1,True,343,319,2,96,97,success,0.539
0.1,2101,9,sequence,shortest,1,True,347,319,2,97,98,success,0.535
0.1,2101,9,sequence,linear,2,True,326,295,2,98,99,success,0.472
0.1,2101,9,sequence,shortest,2,True,324,295,2,99,100,success,0.445
0.1,2101,9,sequence,linear,3,True,83,52,2,19,20,success,0.099
0.1,2101,9,sequence,shortest,3,True,99,52,2,20,21,success,0.085
0.1,2101,10,all_of,linear,1,True,176,164,2,46,47,success,0.425
0.1,2101,10,all_of,shortest,1,True,176,164,2,46,47,success,0.388
0.1,2101,10,all_of,linear,2,True,221,200,2,56,57,success,0.531
0.1,2101,10,all_of,shortest,2,True,221,200,2,54,55,success,0.502
0.1,2101,10,all_of,linear,3,True,52,35,2,10,11,success,0.08
0.1,2101,10,all_of,shortest,3,True,53,35,2,9,10,success,0.071
0.1,2101,11,condition_then,linear,1,True,43,0,0,2,3,success,0.024
0.1,2101,11,condition_then,shortest,1,True,28,0,0,1,2,success,0.009
0.1,2101,11,condition_then,linear,2,True,28,0,0,1,2,success,0.017
0.1,2101,11,condition_then,shortest,2,True,38,0,0,3,4,success,0.017
0.1,2101,11,condition_then,linear,3,True,19,0,0,1,2,success,0.015
0.1,2101,11,condition_then,shortest,3,True,27,0,0,4,5,success,0.02
0.1,2101,12,sequence,linear,1,True,22,0,0,0,1,success,0.013
0.1,2101,12,sequence,shortest,1,True,43,2,0,6,7,success,0.036
0.1,2101,12,sequence,linear,2,True,20,0,0,0,1,success,0.014
0.1,2101,12,sequence,shortest,2,True,20,0,0,0,1,success,0.009
0.1,2101,12,sequence,linear,3,True,27,0,0,2,3,success,0.029
0.1,2101,12,sequence,shortest,3,True,26,0,0,2,3,success,0.022
0.1,2101,13,all_of,linear,1,True,15,0,0,0,1,success,0.027
0.1,2101,13,all_of,shortest,1,True,15,0,0,0,1,success,0.019
0.1,2101,13,all_of,linear,2,True,15,0,0,0,1,success,0.023
0.1,2101,13,all_of,shortest,2,True,15,0,0,0,1,success,0.015
0.1,2101,13,all_of,linear,3,True,15,0,0,0,1,success,0.024
0.1,2101,13,all_of,shortest,3,True,15,0,0,0,1,success,0.017
0.1,2101,14,condition_then,linear,1,True,9,0,0,0,1,success,0.009
0.1,2101,14,condition_then,shortest,1,True,9,0,0,0,1,success,0.005
0.1,2101,14,condition_then,linear,2,True,12,0,0,0,1,success,0.008
0.1,2101,14,condition_then,shortest,2,True,12,0,0,0,1,success,0.006
0.1,2101,14,condition_then,linear,3,True,9,0,0,0,1,success,0.008
0.1,2101,14,condition_then,shortest,3,True,9,0,0,0,1,success,0.005
0.1,2101,15,sequence,linear,1,True,25,0,0,2,3,success,0.028
0.1,2101,15,sequence,shortest,1,True,25,0,0,2,3,success,0.018
0.1,2101,15,sequence,linear,2,True,27,0,0,3,4,success,0.04
0.1,2101,15,sequence,shortest,2,True,29,0,0,3,4,success,0.024
0.1,2101,15,sequence,linear,3,True,24,0,0,2,3,success,0.028
0.1,2101,15,sequence,shortest,3,True,24,0,0,2,3,success,0.02
0.1,2101,16,all_of,linear,1,True,26,0,0,3,4,success,0.066
0.1,2101,16,all_of,shortest,1,True,40,0,0,1,2,success,0.025
0.1,2101,16,all_of,linear,2,True,23,0,0,1,2,success,0.036
0.1,2101,16,all_of,shortest,2,True,26,0,0,1,2,success,0.021
0.1,2101,16,all_of,linear,3,True,20,0,0,1,2,success,0.042
0.1,2101,16,all_of,shortest,3,True,20,0,0,1,2,success,0.024
0.1,2101,17,condition_then,linear,1,True,12,0,0,0,1,success,0.008
0.1,2101,17,condition_then,shortest,1,True,12,0,0,0,1,success,0.005
